id,series1,series2,text1,text2
0,Sham19Y0017817,JK000001,عكرمة عن ابن عباس ‐رضي الله عنهما‐ قال: إن رسول الله ‐صلى الله\n~~عليه وسلم‐ قال للعباس بن عبد المطلب ‐رضي الله عنه‐: "يا عباس يا عماه ألا\n~~أعطيك ألا أمنحك ألا أحبوك، ألا أجعل لك عشر خصال إذا أنت فعلت ذلك غفر\n~~الله لك ذنبك أوله وآخره، قديمة وحديثه، خطأه وعمده، صغيرة وكبيرة، سره\n~~وعلانيته؟ أن تصلي أربع ركعات تقرأ في كل ركعة فاتحة الكتاب وسورة، فإذا\n~~فرغت من القراءة في أول ركعة وأنت قائم قلت: سبحان الله، والحمد لله، ولا\n~~إله إلا الله، والله أكبر، خمس عشرة مرة، ثم تركع فتقولها وأنت راكع عشرا،\n~~ثم ترفع رأسك من الركوع فتقولها عشرا، ثم تهوى ساجدا فتقولها عشرا، ثم ترفع\n~~رأسك من السجود فتقولها عشرا، ثم تسجد فتقولها عشرا، ثم ترفع رأسك فتقولها\n~~عشرا، فذلك خمس وسبعون في كل ركعة، تفعل ذلك في أربع ركعات، فإن استطعت أن\n~~تصليها في كل يوم مرة فافعل، فإن لم تفعل ففي كل جمعة مرة، فإن لم تفعل ففي\n~~كل شهر مرة، فإن لم تفعل ففي كل سنة ,عكرمة عن ابن عباس رضي الله منها أنه صلى الله عليه وسلم قال\n~~للعباس بن عبد المطلب ألا أعطيك ألا أمنحك ms0402 ألا أحبوك بشيء إذا أنت فعلته\n~~غفر الله لك ذنبك أوله وآخره قديمه وحديثه خطأه وعمده سره وعلانيته تصلي\n~~أربع ركعات تقرأ في كل ركعة فاتحة الكتاب وسورة فإذا فرغت من القراءة في\n~~أول ركعة وأنت قائم تقول سبحان الله والحمد لله ولا إله إلا الله والله\n~~أكبر\n# خمس عشرة مرة ثم تركع فتقولها وأنت راكع عشر مرات ثم ترفع من الركوع\n~~فتقولها قائما عشرا ثم تسجد فتقولها عشرا ثم ترفع من السجود فتقولها جالسا\n~~عشرا ثم تسجد فتقولها وأنت ساجد عشرا ثم ترفع من السجود فتقولها عشرا فذلك\n~~خمس وسبعون في كل ركعة تفعل ذلك في أربع ركعات إن استطعت أن تصليها في كل\n~~يوم مرة فافعل فإن لم تفعل ففي كل جمعة مرة فإن لم تفعل ففي كل شهر مرة فإن\n~~لم تفعل ففي السنة 
1,Sham19Y0017817,JK000001,الموت.\n# وقال رجل للحسن رحمه الله: يا أبا سعيد إني أبيت معافى وأحب قيام الليل\n~~وأعد طهوري فما بالي لا أقوم؟ فقال: ذنوبك قيدتك.\n# وقال الثوري رحمه الله: حرمت قيام الليل خمسة أشهر بذنب أذنبته، قيل: وما\n~~هو؟ قال رأيت رجلا يبكي، فقلت في نفسي: هذا مراء.\n# وكان ,الرحمة قال رجل للحسن يا أبا سعيد إني أبيت معافى وأحب قيام الليل وأعد\n~~طهوري فما بالي لا أقوم فقال ذنوبك قيدتك وكان الحسن رحمه الله إذا دخل\n~~السوق فسمع لغطهم ولغوهم يقول أظن أن ليل هؤلاء ليل سوء فإنهم لا يقيلون\n~~وقال الثورى حرمت قيام الليل خمسة أشهر بذنب أذنبته قيل وما ذاك الذنب قال\n~~رأيت رجلا يبكي فقلت في نفسي هذا مراء وقال 
2,Sham19Y0017817,JK000001,عن بعضهم أنه قال: رأيت في بعض الأسفار شيخا كبيرا قد طعن في السن،\n~~فسألته عن حاله، فقال: إني كنت في ابتداء عمري أهوى ابنة عم لي، وهي كذلك\n~~كانت تهواني، فاتفق أني تزوجت بها، فليلة زفافها قلت لها: تعالي حتى نحيي\n~~هذه الليلة شكرا لله عز وجل على ما جمعنا، فصلينا تلك اللية ولم يفرغ أحدنا\n~~إلى الآخر، فلما كانت الليلة الثانية قلنا مثل ذلك، فمنذ سبعين سنة أو\n~~ثمانين سنة ونحن على تلك الحالة كل ليلة، أليس كذلك يا فلانة؟ فقالت\n~~العجوز: هو كما قال الشيخ.\n# * * *\n\n### ||| ,عن بعضهم أنه قال رأيت في بعض الأسفار شيخا كبيرا قد طعن في السن\n~~فسألته عن حاله فقال إني كنت في ابتداء عمري أهوى ابنة عم لي وهي كذلك كانت\n~~تهواني فاتفق أنها زوجت مني فليلة زفافها قلت تعالى حتى نحيى هذه الليلة\n~~شكرا لله تعالى على ms2533 ما جمعنا فصلينا تلك الليلة ولم يتفرغ أحدنا إلى صاحبه\n~~فلما كانت الليلة الثانية قلنا مثل ذلك فصلينا طول الليل فمنذ سبعين أو\n~~ثمانين سنة نحن على تلك الحالة كل ليلة أليس كذلك يا فلانة قالت العجوز هو\n~~كما يقول الشيخ 
3,Sham19Y0017817,JK000001,قال: ((سمعت رسول الله‐ صلى الله عليه وسلم‐ يقول: يحشر الله سبحانه العباد\n~~فيناديهم بصوت يسمعه من بعد، كما يسمعه من قرب: أنا الملك أنا الديان)).\n# ,قال أنس سمعت\n~~رسول الله صلى الله عليه وسلم يقول يحشر الله العباد عراة غبرا بهما قال\n~~قلنا ما بهما قال ليس معهم شىء ثم يناديهم ربهم تعالى بصوت يسمعه من بعد\n~~كما يسمعه من قرب أنا الملك أنا الديان 
4,Sham19Y0017817,JK000001,فقلت للخضر عليه السلام: علمني شيئا إن قلته رأيت النبي\n~~‐صلى الله عليه وسلم‐ في منامي فأسأه أهو أعطاك هذه العطية؟ فقال لي: أمتهم\n~~أنت لي؟ قلت: لا، ولكني أحب أن أسمع ذلك من رسول الله ‐صلى الله عليه وسلم‐.\n# فقال لي: إن كنت تريد أن ترى النبي ‐صلى الله عليه وسلم‐ في منامك، فاعلم\n~~أنك إذا صليت المغرب تقوم تصلى إلى العشاء الآخرة من غير أن تكلم أحدا من\n~~الآدميين، وأقبل على صلاتك التي أنت فيها، وتسلم في كل ركعتين، واقرأ في كل\n~~سورة {الحمد ....} مرة، و {قل هو الله أحد ....} سبع مرات، ثم تصلى صلاة\n~~العتمة في جماعة، ولا تكلمن أحدا، حتى تأتي منزلك، وتصلي الوتر، وتصلي عند\n~~نومك ركعتين، تقرأ في كل ركعة سورة {الحمد ....} و {قل هو الله أحد ....}\n~~سبع مرات، ثم اسجد بعد الصلاة، واستغفر الله تعالى في سجودك سبع مرات، وقل:\n~~سبحان الله، والحمد لله، ولا إله الله، والله أكبر، ولا حول ولا قوة إلا\n~~بالله العلي العظيم سبع مرات، ثم ارفع رأسك من السجود واستو جالسا، وارفع\n~~يديك وقل: يا حى يا قيوم، يا ذا الجلال والإكرام، يا إله الأولين والآخرين،\n~~ويا رحمن الدنيا والآخرة ورحيمهما، يا رب يا رب يا رب، يا الله يا الله يا\n~~الله، ثم قم ,قلت للخضر عليه السلام علمني شيئا أعمله في كل ليلة فقال\n~~إذا صليت المغرب فقم إلى وقت صلاة العشاء مصليا من غير أن تكلم أحدا وأقبل\n~~على صلاتك التي أنت فيها وسلم من كل ركعتين واقرأ في كل ركعة فاتحة ms0700 الكتاب\n~~مرة وقل هو الله أحد ثلاثا فإن فرغت من صلاتك انصرف إلى منزلك ولا تكلم\n~~أحدا وصل ركعتين واقرأ فاتحة الكتاب وقل هو الله أحد سبع مرات في كل ركعة\n~~ثم اسجد بعد تسليمك واستغفر الله تعالى سبع مرات وقل سبحان الله والحمد لله\n~~ولا إله إلا الله والله أكبر ولا حول ولا قوة إلا بالله العلي العظيم سبع\n~~مرات ثم ارفع رأسك من السجود واستو جالسا وارفع يديك وقل يا حي يا قيوم يا\n~~ذا الجلال والإكرام يا إله الأولين والآخرين يا رحمن الدنيا والآخرة\n~~ورحيمهما يا رب يا رب يا رب يا الله يا الله يا الله ثم قم 
5,Sham19Y0017817,JK000001,أنس بن مالك ‐رضي الله عنه‐ عن رسول الله ‐صلى الله عليه وسلم‐ قال\n~~في صلاح الصبح: "من توضأ ثم توجه إلى المسجد ثم يصلي فيه الصلاة، كان له\n~~بكل خطوة حسنة، ومحي عنه سيئة، والحسنة بعشر أمثالها، فإذا صلى ثم انصرف\n~~عند طلوع الشمس كتب الله تعالى له بكل شعرة في جسده حسنة، وانقلب بحجة\n~~مبرورة، فإن جلس حتى يركع كتب الله تعالى له بكل جلسة ألفي ألف حسنة، ومن\n~~صلى العتمة فله مثل ذلك، وانقلب بعمرة مبرورة".\n# ,أنس بن مالك رضي الله عنه عن رسول الله صلى الله عليه وسلم أنه\n~~قال في صلاة الصبح من توضأ ثم توجه إلى المسجد ليصلي فيه الصلاة كان له بكل\n~~خطوة حسنة ومحى عنه سيئة والحسنة بعشر أمثالها فإذا صلى ثم انصراف عند طلوع\n~~الشمس كتب له بكل شعرة في جسده حسنة وانقلب بحجة مبرورة فإن جلس حتى يركع\n~~الضحى كتب له بكل ركعة ألفا ألف حسنة ومن صلى العتمة فله مثل ذلك وانقلب\n~~بعمرة مبرورة + حديث أنس في صلاة الصبح ms0657 من توضأ ثم توجه إلى المسجد يصلي\n~~فيه الصلاة كان له بكل خطوة حسنة ومحى عنه سيئة والحسنة بعشر أمثالها وإذا\n~~صلى ثم انصرف عند طلوع الشمس كتب له بكل شعرة في جسده حسنة وانقلب بحجة\n~~مبرورة فإن جلس حتى يركع كتب له بكل ركعة ألفا ألف حسنة ومن صلى العتمة فله\n~~مثل ذلك وانقلب بحجة مبرورة 
6,Sham19Y0017817,JK000001,قبل أن تطلع الشمس وتبسط على الأرض وقبل أن\n~~تغرب سورة {الحمد ...} سبع مرات، و {قل أعوذ برب الناس ...} سبع مرات، و\n~~{قل أعوذ برب الفلق ....} سبع مرات، و {قل هو الله أحد ....} سبع مرات، و\n~~{قل يا أيها الكافرون ...} سبع مرات، وآية الكرسي سبع مرات، وتقول سبحان\n~~الله، والحمد لله، ولا إله إلا الله، والله أكبر سبع مرات، وتصلى ms436 على النبي\n~~‐صلى الله عليه وسلم‐ سبع مرات، وتستغفر لنفسك ولوالديك وللمؤمنين\n~~والمؤمنات سبع مرات، وعقيب الاستغفار: اللهم رب افعل بي وبهم عاجلا وآجلا\n~~في الدين والدنيا والآخرة ما أنت له أهل، ولا تفعل بنا يا مولانا ما نحن له\n~~أهل، إنك غفور حليم جواد كريم بر رؤوف رحيم سبع مرات، وانظر ألا تدع ذلك\n~~غدوة وعشيا، فإن الذي أعطانيها قال لي: قلها مرة واحدة في دهرك؟\n# فقلت: أحب أن تعرفني من أعطاك هذه الهدية؟ قال أعطانيها محمد ‐صلى الله\n~~عليه وسلم‐، قال: فقلت للخضر عليه السلام: علمني شيئا إن قلته رأيت النبي\n~~‐صلى الله عليه وسلم‐ ,قبل طلوع الشمس وقبل\n~~انبساطها على الأرض وقبل الغروب سورة الحمد وقل أعوذ برب الناس وقل أعوذ\n~~برب الفلق وقل هو الله أحد وقل يا أيها الكافرون وآية الكرسي كل واحدة سبع\n~~مرات وتقول سبحان الله والحمد لله ولا إله إلا الله والله أكبر سبعا وتصلي\n~~على النبي صلى الله عليه وسلم سبعا وتستغفر لنفسك ولوالديك والمؤمنين\n~~وللمؤمنات سبعا وتقول اللهم افعل بي وبهم عاجلا وآجلا في الدين والدنيا\n~~والآخرة ما أنت له أهل ولا تفعل بنا يا مولانا ما نحن له أهل إنك غفور حليم\n~~جواد كريم رءوف رحيم سبع مرات وانظر أن لا تدع ذلك غدوة وعشية فقلت أحب أن\n~~تخبرني من أعطاك هذه العطية العظيمة فقال أعطانيها محمد صلى الله عليه وسلم\n~~+ حديث كرز بن وبرة من أهل الشام عن إبراهيم التيمي أن الخضر علمه المسبعات\n~~العشرة وقال في آخرها أعطانيها محمد صلى الله عليه وسلم 
7,Sham19Y0017817,JK000001,السلف الصالح يصلونها جماعة يجتمعون لها، وفيها فضل كثير وثواب جزيل.\n# وروى عن الحسن رحمه الله أنه قال: حدثني ثلاثون من أصحاب رسول الله ‐صلى\n~~الله عليه وسلم‐ أن من صلى هذه الصلاة في هذه الليلة نظر الله إليه سبعين\n~~نظرة، وقضى له بكل نظرة سبعين حاجة، أدناها المغفرة.\n# ,السلف يصلون هذه الصلاة ويسمونها صلاة الخير ويجتمعون\n~~فيها وربما صلوها جماعة\n# روي عن الحسن أنه قال حدثني ثلاثون من أصحاب النبي صلى الله عليه وسلم أن\n~~من صلى هذه الصلاة في ms0394 هذه الليلة نظر الله إليه سبعين نظرة وقضى له بكل\n~~نظرة سبعين حاجة أدناها المغفرة + 
8,Sham19Y0017817,JK000001,وميكائيل وإسرافيل، فاطر السموات والأرض، عالم الغيب والشهادة، أنت تحكم\n~~بين عبادك فيما كانوا فيه يختلفون، أهدني لما اختلفوا فيه من الحق بإذنك،\n~~إنك تهدي من تشاء إلى صراط مستقيم".\n\n### ||| AUTO (فصل) ويستحب إذا قام لصلاة الليل أن يفتح صلاته ,وميكائيل وإسرافيل فاطر السموات والأرض عالم الغيب والشهادة\n~~أنت تحكم بين عبادك فيما كانوا فيه يختلفون اهدني لما اختلف فيه من الحق\n~~بإذنك إنك تهدي من تشاء إلى صراط مستقيما + حديث عائشة كان إذا قام من\n~~الليل افتتح صلاته 
9,Sham19Y0017817,JK000001,كالذي يتوب عن القتل والنهب والظلم للعباد، لعلمه\n~~أن ديون العباد لا تترك، وما بينه وما بين الله تعالى يتسارع العفو إليه.\n# ومثل أن يتوب عن شرب الخمر دون الزنا، لعلمه أن الخمر مفتاح الشر، فإنه\n~~إذا زال عقله ارتكب جميع المعاصي وهو لا يشعر بها من القذف والسب والكفر\n~~بالله والزنا والقتل والغصب، لأن الخمر مجمع المعاصي وأمها وأصلها.\n# وكمن يتوب عن صغيرة أو صغائر وهو مصر على كبيرة، مثل أن يتوب عن الغيبة\n~~أو عن النظر إلى المحرم، وهو مصر على شرب الخمر ,كالذى يتوب عن القتل والنهب والظلم\n~~ومظالم العباد لعلمه أن ديوان العباد لا يترك وما بينه وبين الله يتسارع\n~~العفو إليه فهذا أيضا ممكن كما فى تفاوت الكبائر والصغائر لأن الكبائر أيضا\n~~متفاوتة فى أنفسها وفى اعتقاد مرتكبها ولذلك قد يتوب عن بعض الكبائر التى\n~~لا تتعلق بالعباد كما يتوب عن شرب الخمر دون الزنا مثلا إذ يتضح له أن\n~~الخمر مفتاح الشرور وأنه إذا زال عقله ارتكب جميع المعاصى وهو لا يدرى\n~~فبحسب ترجح شرب الخمر عنده ينبعث منه خوف يوجب ذلك تركا فى المستقبل وندما\n~~على الماضى\n# الثالث أن يتوب عن صغيرة أو صغائر وهو مصر على كبيرة يعلم أنها كبيرة\n~~كالذى يتوب عن الغيبة أو عن النظر إلى غير المحرم أو ما يجرى مجراه وهو مصر\n~~على شرب الخمر 
