begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1428	439	1548	582	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms002	Shamela19Y0145334-ara1.ms3490	84	بن ابي عبد الله ---محمد بن منصور بن احمد --بن حيون ال-ت-مي--مي -المغرب-------ي--- عاش في النصف الاول من القرن الرابع -من -الهجرة ال-قرن -ال-عاشر	هو ابو علي احمد بن محمد او م-حمد بن احمد الروذباري المتوفي سنة فاحمد بن صدقة يكون عاش في النصف الاول من القرن الرابع اما خاله-ما علي بن صالح الر	2	3490	-8189494122214038315	-4248719176265337948	324	324	1046730	1046730	61	145	57.931034088134766	10	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
86	744	216	819	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms003	Shamela19Y0145334-ara1.ms2219	51	ي عل-يه- -الاما----م -ا----لمعز لدين الله ويعرف في تاريخ ادب الدعوة الاسماعيلية المستعلية بسيدنا قاضي القضاة وداعي الدعاة النعمان بن محمد -وق-د	ي الطاهر والجماعة ثم وافي المعز لدي-----ن ----------ا---------ل------ل--------ه -وم--ع--ه -------قاضي------ه -------------النعمان بن محمد فلقيه	3	2219	-35614097059181344	3184300722888891597	612	622	665414	665414	39	144	35.41666793823242	5	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
449	206	568	339	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms0180	91	ال---ي -ما هاجر اليه والايمان شهادة ان الا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله ----وان ال-جن-ة حق وا--لنا--ر حق وال-بع	الجاني اذا تا-ب اليه ورجع وا--شه-د- ان -لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله الذي سن الدين وشرع واظهر الاعياد والجمع	21	180	-6504084382943731545	-6162675967787713684	6025	6025	53727	53727	69	139	65.4676284790039	13	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
432	536	540	644	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms0289	71	نيا يصيبها فهجرته ---الي -م-ا- ها-جر--- الي--ه-- --و-ا--لايمان شهادة ان الا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله	ني- يمي-نا وشمالا وصباحا ومساء وانصرفتا عني وهما تقولان لا تنس شهادة ان -لا اله الا ا-ل---------------له وان محمدا عبده ورسوله	21	289	-6504084382943731545	-5519131702274600575	6022	6022	86421	86421	53	127	55.90550994873047	9	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
422	1229	579	1423	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms0529	108	وج----ها او -لدنيا يصي-بها- فهجرته ال---ي ما----- ها---جر- الي--ه والايمان --شهادة ان الا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله وان ال-جنة حق وال-نا-ر --ح-ق --و--البعث حق وا--ن ال	وجعل لهم من سلطانا نصيرا احمده علي السراء والضراء واستنصره علي دفع الاعداء واشه-د- ان -لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله صلي الله عليه وعلي اله وصحبه نجوم الاهتداء واءمة ال	21	529	-6504084382943731545	7241750038921840175	6032	6032	158437	158437	80	197	54.82233428955078	12	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
426	98	594	296	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms0579	102	ا--و -ل--دنيا يصي-به-ا ----فهجرته ا-لي ما --هاجر-- اليه والايمان- -شهادة ان الا اله الا الله وحده لا شريك له وان محمدا----- عبده ورسوله وا---ن الجن-ة حق والنار حق والبعث -حق وان ----ال--ساعة ا-ت-ية لا ري	الله الرحمن الرحيم هذا ما اوصي به احمد بن حنبل رضي الله --عنه انه يشه-د- ان -لا اله الا الله وحده لا شريك له وان محمدا رسول الله ارس-له بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون التوبة واوصي	21	579	-6504084382943731545	-7803610917723086623	6035	6035	173421	173441	71	204	50.0	11	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
447	102	579	271	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms0725	94	ته --الي ---ما هاجر- -الي--ه والايمان ---شه--ا-دة ان الا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله --وان الجنة حق وا-لنار ---حق وا------لبعث- ----حق و-ان ال	ته متذلل لعزته متصرف بمشيءته واقع تحت قدرته واشهد ان -لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله اختاره وانتخبه وارتضاه وكرمه واصطفاه وبعثه بالهدي ودين ال	21	725	-6504084382943731545	-5472597062651063886	6028	6028	217221	217231	68	170	55.29411697387695	13	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
449	745	546	841	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms021	Shamela19Y0145334-ara1.ms1488	65	ا-لي ما هاجر اليه- --وال--ايم--ان ----شهادة ان الا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله --وا---ن ال	اذنك ثم قا-ل اللهم اني لم اعمل قط بعد شهادة ان -لا اله الا ا-ل---------------له وان محمدا عبده ورسوله عملا احب ال	21	1488	-6504084382943731545	-3329739785317872564	6021	6021	446122	446122	48	114	57.01754379272461	10	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
698	181	908	384	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms022	Shamela19Y0145334-ara1.ms0180	106	و---التسلي--م -بان ال-له -تبارك ---وت--عالي- هو الوا-حد ---لا اله الا --هو وحده لا شريك له الها واحدا احدا صمدا لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صل-ي الله عل-يه وعلي -اله والاقرار ---بما كان --من ع-ند -ال---له من نبي -او كتاب وذلك	وهو الذي يقبل توبة العبد الجاني اذا تاب اليه ورجع واشهد ان لا اله الا الله وحده لا شري--------ك ----------------ل-----------ه و-ا-شهد- -ان محمدا عبده ورسوله الذي --سن الدين وشرع واظهر الاعياد والجمع صلي الله عليه وعلي اله ما بزغ نجم وطلع وعلي	22	180	1860343402994368412	-6162675967787713684	6345	6345	53730	53743	71	244	43.442623138427734	8	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
727	1289	860	1396	-5211760143430319471	8581614112480461348	Shia001131Vols-ara1.completed.ms022	Shamela19Y0145334-ara1.ms0529	85	لي -هو ال------وا-حد ---لا اله الا --هو وحده لا شريك له الها واحدا احدا صمدا لم يتخذ صاحبة ولا ولدا وان محمدا عبده ورسوله صلي الله عليه وعلي اله و	لي دفع الاعداء واشهد ان لا اله الا الله وحده لا شري--------ك ----------------ل-----------ه و-ا-شهد- -ان محمدا عبده ورسوله صلي الله عليه وعلي اله و	22	529	1860343402994368412	7241750038921840175	6329	6329	158423	158423	64	146	58.21917724609375	14	Shia001131Vols-ara1.completed	Shamela19Y0145334-ara1
