id,series1,series2,text1,text2
0,JK001330,JK000911,علي بن أبي طالب واسم أبي طالب عبد\n~~مناف بن عبد المطلب واسم عبد المطلب شيبة الحمد بن هاشم بن عبد مناف القرشي\n~~الهاشمي وأمه فاطمة بنت أسد بن هاشم بن عبد مناف ,علي بن أبي طالب واسم أبي طالب عبد مناف بن عبد المطلب بن\n~~هاشم وأمه فاطمة بنت أسد بن هاشم بن عبد مناف 
1,JK001330,JK000911,وفيها كانت غزوة فضالة بن عبيد جربة وشتى بها وفتحت على يده وأصاب فيها\n~~سبايا كثيرة\n# وفيها كانت صائفة عبد الله بن كرز البجلي\n# وفيها كانت غزوة يزيد بن شجرة الرهاوي بالبحر فشتى بأهل الشام\n# وفيها كانت غزوة عقبة بن نافع في البحر فشتى بأهل مصر\n# ,وفيها كانت غزوة فضالة بن عبيد\n~~حزة وشتي بها وفتحت علي يده وأصاب فيها شيئا كثيرا وفيها كانت صائفة عبد\n~~الله بن كرز البجلي وفيها كانت غزوة يزيد بن شجرة الرهاوي في البحر فشتى\n~~بأهل الشام وفيها كانت غزوة عقبة بن ms1145 نافع البحر فشتى بأهل مصر\n### || 
2,JK001330,JK000911,ما إن أبالي بما لاقت جموعهم % بالغدقذونة من حمى ومن موم )\n# ( إذا اتكأت على الأنماط مرتفقا % بدير مران عندي أم كلثوم )\n# ‐ وأم كلثوم امرأته وهي ابنة عبد الله بن عامر ‐ فبلغ معاوية شعره فأقسم\n~~عليه ليلحقن بسفيان بأرض الروم ليصيبه ما أصاب الناس فسار ومعه جمع كبير\n# وكان في هذا الجيش ابن عباس وابن عمر وابن عمرو وابن الزبير وأبو أيوب\n~~الأنصاري وغيرهم فأوغلوا في بلاد الروم حتى بلغوا القسطنطينية فاقتتل\n~~المسلمون والروم واشتد الحرب بينهم فلم يزل عبد العزيز يتعرض للشهادة فلم\n~~يقتل ,ما أن أبالي بما لاقت جموعهم % بالفرقدونة من حمى ومن موم )\n# ( إذا اتكأت علي الأنماط مرتفقا % بدير مران عندي أم كلثوم )\n# وأم كلثوم امرأته وهي ابنة عبد الله بن مروان فبلغ معاوية شعره فأقسم\n~~عليه ليلحقن بسفيان في أرض الروم ليصيبه ما أصاب الناس فسار ومعه جمع كثير\n~~أضافهم إليه أبوه وكان في هذا الجيش ابن عباس وابن عمر وابن الزبير وأبو\n~~أيوب الأنصاري وغيرهم وعبد العزيز بن زرارة الكلابي فأوغلوا في بلاد الروم\n~~حتى بلغوا القسطنطينية فاقتتل المسلمون والروم في بعض الأيام واشتدت الحرب\n~~بينهم فلم يزل عبد العزيز يتعرض للشهادة فلم يقتل 
3,JK001330,JK000911,معاوية جيشا كثيفا\n~~وأمر ms0105 عليهم سفيان بن عوف وأمر ابنه يزيد بالغزاة معهم فتثاقل يزيد واعتذر\n~~فأمسك عنه أبوه فأصاب الناس في غزاتهم جوع ومرض شديد فأنشد يزيد يقول\n~~,معاوية جيشا كثيفا إلي بلاد الروم\n~~للغزاة وجعل عليهم سفيان بن عوف وأمر ابنه يزيد بالغزاة معهم فتثاقل واعتل\n~~فأمسك عنه أبوه فأصاب الناس في غزاتهم جوع ومرض شديد فأنشأ يزيد يقول\n# ( 
4,JK001330,JK000911,ففتح مدينة يقال لها رسلة\n# وفيها جمعت مكة والمدينة لعبد الرحمن بن الضحاك\n# وفيها ولي عبد الواحد بن عبد الله النضري الطائف بعد عزل عبد العزيز بن\n~~عبد الله ابن خالد ms0196 عنه وعن مكة\n# وفيها حج بالناس عبد الرحمن بن الضحاك وكان أمير العراق في هذه السنة عمر\n~~بن هبيرة وعلى خراسان الحرشي\n# ,ففتح\n~~مدينة يقال لها دسلة وفيها جمعت ms1652 مكة والمدينة لعبد الرحمن بن الضحاك وفيها\n~~ولي عبد الواحد بن عبد الله النضري الطائف وعزل عبد العزيز بن عبد الله بن\n~~خالد عنه وعن مكة وحج بالناس عبد الرحمن بن الضحاك وكان عامل مكة والمدينة\n~~وكان على العراق عمر بن هبيرة وعلى خراسان الحرشي 
5,JK001330,JK000911,محمد بن سليمان بن على بن عبد\n~~الله بن العباس بالبصرة بعد موته وكانت تركة محمد بن سليمان عظيمة من المال\n~~والمتاع والدواب فحملوا منها ما يصلح للخلافة وتركوا ما يصلح وكان من جملة\n~~ما اخذوا له ستون ألف ألف درهم فلما قدموا بذلك على الرشيد اطلق منهم\n~~للندباء والمغنين شيئا كثير ورفع الباقى إلى خزانته\n# وكان سبب اخذ الرشيد تركته ان اخاه جعفر بن سليمان كان يسعى به إلى\n~~الرشيد حسدا له ويقول انه لا مال له ولا ضيعه إلا وقد اخذ اكثر من ثمنها\n~~ليتقوى به على ما تحدثه به نفسه يعنى الخلافة وان امواله حل طلق لامير\n~~المؤمنين وكان الرشيد يأمر بالاحتفاظ بكتبه فلما توفى محمد بن سليمان اخرجت\n~~الكتب الواردة من جعفر اخيه واحتج الرشيد عليه بها فى اخذ امواله ولم يكن\n~~له اخ لابيه وامه غيره فأقر ,محمد بن سليمان بن علي بالبصرة فأرسل الرشيد من قبض تركته\n~~وكانت عظيمة من المال والمتاع والدواب فحملوا منه ما يصلح للخلافة وتركوا\n~~مالأ يصلح\n# وكان من جملة ما أخذوا ستون ألف ألف فلما قدموا بذلك عليه أطلق منه\n~~للندماء والمغنين شيئا كثيرا ورفع الباقي إلى خزانته\n# وكان سبب أخذ الرشيد تركته أن أخاه جعفر بن سليمان كان يسعى به إلى\n~~الرشيد حسدا له ويقول إنه لا مال له ولا ضيعة إلا وقد أخذ أكثر من ثمنها\n~~ليتقوى به على ما تحدث به نفسه يعني الخلافة وإن أمواله حل طليق لأمير\n~~المؤمنين\n# وكان الرشيد يأمر بالأحتفاظ بكتبه فلما توفي محمد بن سليمان أخرجت كتبه\n~~إلى جعفر أخيه واحتج عليه بها ولم يكن له أخ لأبيه وأمه غير جعفر فأقر 
6,JK001330,JK000911,ونزل\n~~الفضل بن يحيى بالطالقان بمكان يقال له آشب ووالى كتبه إلى يحيى بن عبد\n~~الله العلوى المذكور حتى اجاب يحيى إلى الصلح على ان يكتب له الرشيد امانا\n~~بخطه يشهد عليه فيه القضاة والفقهاء وجلة بنى العباس ومشايخهم منهم عبد\n~~الصمد بن على فأجاب الرشيد إلى ذلك وسر به وعظمت منزلة الفضل عنده وسير\n~~الرشيد الامان إلى يحيى بن عبد الله مع هدايا وتحف فقدم يحيى مع الفضل وعلى\n~~بن سليمان إلى بغداد فلقيه الرشيد بما احب وامر له بمال كثير ثم بعد مدة\n~~قبض عليه وحبسه حتى مات فى الحبس وكان الرشيد قد عرض كتاب امان يحيى بن عبد\n~~الله المذكور على الإمام محمد بن الحسن صاحب ابى حنيفة وعلى ابى البخترى\n~~القاضى فقال محمد بن الحسن الأمان صحيح فحاجه الرشيد واغلظ له فلم يرجع حتى\n~~حنق منه الرشيد وكاد يسطو عليه وقال أبو البخترى هذا امان منتقض من وجه كذا\n~~فمزقه الرشيد ,ونزل الفضل بالطالقان بمكان يقال له أشب ووالى كتبه إلى يحيى وكاتب صاحب\n~~الديلم وبذل له ألف ألف درهم على أن يسهل له خروج يحيى بن عبد الله فاجاب\n~~يحيى إلى الصلح على أن يكتب له الرشيد أمانا بخطه يشهد عليه فيه القضاة\n~~والفقهاء وجلة بني هاشم ومشايخهم منهم عبد الصمد بن علي فاجابه الرشيد إلى\n~~ذلك وسربه وعظمت منزلة الفضل عنده وسير الأمان مع هدايا وتحف فقدم يحيى مع\n~~الفضل بغداد فلقيه الرشيد بكل ما أحب وأمر له بمال كثير وأجرى له ارزاقا\n~~سنية وأنزله منزلا سريا\n# ثم أن الرشيد حبسه فمات في الحبس وكان الرشيد قد عرض كتاب أمان يحيى على\n~~محمد بن الحسن الفقيه وعلى أبي البختري القاضي فقال محمد الأمان صحيح فحاجه\n~~الرشيد فقال محمد وما يصنع بالأمان لو كان محاربا ثم ولي وكان آمنا وقال\n~~أبو البختري هذا أمان منتقض من وجه كذا فمزقه الرشيد\n### || 
7,JK001330,JK000911,وفيها عزل الرشيد موسى بن عيسى عن مصر ورد امرها إلى\n~~جعفر بن يحيى بن خالد فاستعمل عليها جعفر عمر بن مهران ,وفيها عزل الرشيد موسى بن عيسى عن مصر ورد أمرها إلى جعفر بن يحيى بن\n~~خالد فاستعمل عليها جعفر عمر بن مهران 
8,JK001330,JK000911,أما بعد فنح عني بدمك فإني لا أحب أن يصيبك مني قلامة ظفر والناس بهذه\n~~البلاد قد اجتمعوا على خلافك وهم مسلموك فاخرج منها إني لك من الناصحين\n~~ومعه كتاب معاوية ,أما بعد فتنح عني بدمك يا بن\n~~أبي بكر فإني لا أحب أن يصيبك مني ظفر إن الناس بهذه البلاد قد اجتمعوا علي\n~~خلافك وهم مسلموك فاخرج منها إني لك من الناصحين وبعث معه كتاب معاوية 
9,JK001330,JK000911,إلى خربة فأوى إليها وجاء\n~~عمرو بن العاص ودخل الفسطاط وخرج معاوية بن حديج في طلب محمد بن أبي بكر\n~~فسأل قوما من العلوج وكانوا على الطريق فقال هل رأيتم رجلا من صفته كذا\n~~وكذا فقال واحد منهم قد دخل تلك الخربة فدخلوها فإذا برجل جالس فقال معاوية\n~~بن حديج هو ورب الكعبة فدخلوها واستخرجوه وقد كاد يموت عطشا فأقبلوا به على\n~~الفسطاط ووثب أخوه عبد الرحمن بن أبي بكر الصديق إلى عمرو بن العاص وكان في\n~~جنده فقال أيقتل أخي صبرا فأرسل عمرو إلى معاوية بن حديج يأمره أن يأتيه\n~~بمحمد بن أبي بكر كرامة لأخيه عبد الرحمن بن أبي بكر فقال معاوية أيقتل\n~~كنانة بن بشر وأخلي أنا محمدا هيهات هيهات فقال محمد اسقوني ماء فقال\n~~معاوية بن حديج لا سقاني الله إن سقيتك قطرة إنكم منعتم عثمان الماء ثم\n~~قتلتموه صائما فتلقاه الله بالرحيق المختوم والله لأقتلنك يابن أبي بكر\n~~فليسقك الله من الجحيم فقال محمد لمعاوية يابن اليهودية النساجة ليس ذلك\n~~إليك أما والله لو كان سيفي بيدي ما بلغتم بي هذا ,إلي خربة في ناحية الطريق فأوي إليها وسار ms1075 عمرو بن العاص حتى دخل الفسطاط\n~~وخرج معاوية بن حديج في طلب محمد بن أبي بكر فانتهي إلي جماعة علي قارعة\n~~الطريق فسألهم عنه فقال أحدهم دخلت تلك الخربة فرأيت فيها رجلا جالسا فقال\n~~ابن حديج هو هو فدخلوا عليه فاستخرجوه وقد كاد يموت عطشا وأقبلوا به نحو\n~~الفسطاط فوثب أخوه عبد الرحمن بن أبي بكر إلي عمرو بن العاص وكان في جنده\n~~وقال أتقتل أخي صبرا ابعث إلي ابن حديج فانهه عنه فبعث إليه يأمره أن يأتيه\n~~بمحمد فقال قتلتم كنانة بن بشر وأخلي أنا محمدا أكفاركم خير من أولئكم أم\n~~لكم براءة في الزبر هيهات هيهات فقال لهم محمد بن أبي بكر اسقوني ماء فقال\n~~له معاوية بن حديج لا سقاني الله إن سقيتك قطرة أبدا إنكم منعتم عثمان شرب\n~~الماء والله لأقتلنك حتى يسقيك الله من الحميم والغساق فقال له محمد يا بن\n~~اليهودية ليس ذلك إليك إنما ذلك إلي الله يسقي أولياءه ويظمئ أعداءه أنت\n~~وأمثالك أما والله لو كان سيفي بيدي ما بلغتم مني هذا 
