section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,43,7,1,16.27906976744186
 مقدمة المحقق,505,12,1,2.376237623762376
 - 1- تعريف التاريخ واهميته وفواءده وفروعه,5,0,0,0
 تعريف التاريخ لغة:,70,0,0,0.0
 تعريف التاريخ اصطلاحا:,143,0,0,0.0
 اهمية التاريخ وفاءدته:,143,0,0,0.0
 فروع علم التاريخ:,387,7,1,1.8087855297157622
 - 2- الامام ابن الجوزي مءلف الكتاب [1],5,0,0,0
 اسمه ولقبه ونسبه ومولده:,332,40,1,12.048192771084338
 نشاته العلمية ونبوغه:,1166,28,2,2.401372212692967
 الحياة الاجتماعية والاقتصادية والسياسية والفكرية في ‪@ISB@‬ عصر ابن الجوزي:,313,27,1,8.626198083067091
 شيوخ ابن الجوزي:,1223,382,17,31.234668847097304
 مءلفات ابن الجوزي:,520,0,0,0
 ثناء الاءمة علي ابن الجوزي:,198,7,1,3.535353535353535
 محنة ابن الجوزي ووفاته:,368,0,0,0
 - 3- كتاب المنتظم: منهجه، واسلوبه، ومصادره، واهميته، ومختصراته، والذيول عليه,9,0,0,0
 الكتاب: منهجه واسلوبه:,1150,49,5,4.260869565217392
 مصادر كتاب المنتظم:,560,0,0,0.0
 اهمية كتاب ‪@ISE@‬ المنتظم:,243,10,1,4.11522633744856
 مختصراته والذيول عليه:,126,10,1,7.936507936507936
 تحقيق عنوان الكتاب,147,0,0,0
 - 4- عرض للمخطوطات التي تم الاستعانة بها واعتمادها في تحقيق الكتاب,100,9,3,9.0
 ملاحظات هامة علي النسخ:,249,12,1,4.819277108433735
 - 5- منهج التحقيق,335,36,2,10.746268656716417
 - 6- ثبت المراجع والمصادر المعتمد عليها في ‪@ISE@‬ التحقيق,9458,1355,69,14.326496087967858
 مقدمة المصنف,185,0,0,0
 ذكر ترتيب هذا الكتاب,385,0,0,0
 فصل,306,0,0,0
 ذكر الدليل علي وجود الخالق سبحانه وتعالي [1],441,52,1,11.791383219954648
 ذكر بداية الخلق,518,222,4,42.857142857142854
 فصل,152,6,1,3.9473684210526314
 فصل,123,42,1,34.146341463414636
 فصل,184,0,0,0
 فصل,228,0,0,0
 فصل,323,29,1,8.978328173374612
 ابواب ذكر المخلوقات,3,0,0,0
 ذكر خلق الارض [1],590,0,0,0
 باب ذكر البلاد,96,0,0,0
 اما ‪@ISE@‬ الاقليم الاول: [2],97,0,0,0.0
 والاقليم الثاني: [1],79,0,0,0
 والاقليم الثالث: [2],93,0,0,0
 والاقليم الرابع: [5],86,0,0,0
 والاقليم الخامس: [2],37,0,0,0
 والاقليم السادس: [3],21,0,0,0
 والاقليم السابع: [4],888,120,3,13.513513513513514
 ذكر الجبال,227,39,1,17.180616740088105
