section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 [السيرة النبوية],46,0,0,0
 مقدمة [التحقيق],46,0,0,0
 (المغازي ‪@ISB@‬ والسير) :,245,9,1,3.6734693877551026
 (التاريخ عند العرب) :,212,0,0,0
 (بدء التاليف في السيرة) :,346,0,0,0
 (علم السيرة في ادواره المختلفة) :,354,0,0,0
 (نشاة الموالد) :,137,0,0,0
 (السير والنقد) :,389,14,1,3.5989717223650386
 (مءلفون جمعوا بين السيرة والتاريخ) :,68,0,0,0
 [سيرة ابن اسحاق],3,0,0,0
 (سبب وضع سيرة ابن اسحاق) :,348,6,1,1.7241379310344827
 (اثر ابن هشام في سيرة ابن اسحاق) :,278,0,0,0
 (السهيلي وغيره من شراح سيرة ابن هشام) :,139,0,0,0
 (مختصر وسيرة ابن اسحاق) :,82,6,1,7.317073170731707
 (ناظمو سيرة ابن اسحاق) :,143,0,0,0
 ابن اسحاق,2,0,0,0
 (نسبه) :,95,0,0,0
 (مولده ووفاته) :,29,0,0,0
 (نشاته وحياته) :,192,0,0,0
 (منزلته ومكانته) :,735,0,0,0
 ابن هشام,2,0,0,0
 (نسبه) :,75,0,0,0
 (نشاته) :,46,0,0,0
 (مولده ووفاته) :,64,0,0,0
 (منزلته) :,75,0,0,0
 (اثاره) :,70,0,0,0
 السهيلي,1,0,0,0
 (اسمه ولقبه) :,44,15,1,34.090909090909086
 (موطنه والبلاد التي تنقل فيها) :,76,0,0,0
 (مولده ووفاته) :,51,0,0,0
 (مءلفاته وعلمه واخلاقه) :,363,0,0,0.0
 ابو ذر الخشني,3,0,0,0
 (نسبه) :,304,0,0,0.0
 (منزلته ومءلفاته وشء عنه) :,267,0,0,0
 (مولده ووفاته) :,136,16,1,11.76470588235294
 عملنا في السيرة,379,18,2,4.749340369393139
 ذكر سرد النسب الزكي ‪@ISE@‬ من محمد صلي الله عليه واله وسلم، الي ادم عليه السلام,306,52,2,16.99346405228758
