section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,9,0,0,0
 [مقدمة],1988,0,0,0
 فصل في قبول الأخبار,1241,0,0,0
 فصل فيمن يقبل خبره,491,0,0,0
 فصل,817,0,0,0
 فصل في المراسيل,116,0,0,0
 فضل في اختلاف الأحاديث,140,0,0,0
 فصل,846,0,0,0
 جماع ذكر الأبواب والتراجم التي اشتمل عليها كتاب دلائل النبوة ومعرفة أحوال صاحب الشريعة محمد بن عبد الله خير البرية ورسول رب العزة صلى الله عليه وعلى آله وسلم,2509,0,0,0
 دلائل النبوة ومعرفة أحوال صاحب الشريعة,8,0,0,0
 بسم الله الرحمن الرحيم,441,0,0,0
 جماع أبواب مولد النبي باب بيان اليوم الذي ولد فيه رسول الله,267,0,0,0
 باب الشهر الذي ولد فيه رسول الله ,55,0,0,0
 باب العام الذي ولد فيه رسول الله,713,0,0,0
 باب ذكر مولد المصطفى والآيات التي ظهرت عند ولادته وقبلها وبعدها $,2153,0,0,0
 باب ما جاء في حفر زمزم على طريق الاختصار,640,0,0,0
 باب نذر عبد المطلب,494,0,0,0
 باب تزوج عبد الله بن عبد المطلب أبي النبي بآمنة بنت وهب وحملها برسول الله ووضعها إياه,1960,0,0,0
 باب كيف فعل ربك بأصحاب الفيل في السنة التي ولد فيها رسول الله وما كان قبله من أمر تبع على سبيل الاختصار,1852,0,0,0
 باب ما جاء في ارتجاس ايوان كسرى وسقوط شرفه ورؤيا الموبذان وخمود النيران وغير ذلك من الآيات ليلة ولد رسول الله $,654,0,0,0
 باب ذكر رضاع النبي ومرضعته وحاضنته Milestone300 ,3013,0,0,0
 باب ذكر أسماء رسول الله,1487,0,0,0
 باب ذكر كنية رسول الله ,263,0,0,0
 باب ذكر شرف أصل رسول الله ونسبه,3324,0,0,0
 باب ذكر وفاة عبد الله أبي رسول الله ووفاة أمه آمنة بنت وهب ووفاة جده عبد المطلب بن هاشم Milestone300,1050,0,0,0
