section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 الجزء الاول,2,0,0,0
 بسم الله الرحمن الرحيم,1178,0,0,0
 القول في الزمان ما هو,127,0,0,0
 القول في كم قدر جميع الزمان من ابتداءه الي انتهاءه واوله الي اخره,29,0,0,0
 ذكر من قال ذلك:,58,24,1,41.37931034482759
 ذكر من قال ذلك:,2113,831,33,39.327969711310935
 القول في الدلالة علي حدوث الاوقات والازمان والليل والنهار,303,0,0,0
 القول في هل كان الله عز وجل خلق قبل خلقه الزمان والليل والنهار شيءا غير ذلك من الخلق,839,93,3,11.084624553039331
 ذكر بعض من حضرنا ذكره ممن قال ذلك:,124,16,1,12.903225806451612
 ذكر الخبر عمن قال ذلك منهم:,110,35,2,31.818181818181817
 القول في الابانة عن فناء الزمان والليل والنهار وان لا شء يبقي غير الله تعالي ذكره,162,0,0,0
 القول في الدلالة علي ان الله عز وجل القديم الاول قبل شء وانه هو المحدث كل شء بقدرته تعالي ذكره,908,66,2,7.268722466960352
 القول في ابتداء الخلق ما كان اوله,312,210,4,67.3076923076923
 ذكر من قال ذلك:,198,114,6,57.57575757575758
 ذكر من قال ذلك:,311,35,3,11.254019292604502
 ذكر من قال ذلك:,234,29,1,12.393162393162394
 القول في الذي ثني خلق القلم,390,110,4,28.205128205128204
 ذكر من قال ذلك:,51,22,1,43.13725490196079
 ذكر من قال ذلك:,314,71,2,22.611464968152866
 ذكر من قال: كان الماء علي متن الريح:,126,60,3,47.61904761904761
 ذكر من قال ذلك:,102,16,1,15.686274509803921
 ذكر من قال ذلك:,104,22,1,21.153846153846153
 ذكر من قال ذلك:,120,27,1,22.5
 ذكر من قال ذلك:,226,46,2,20.353982300884958
 ذكر من قال ذلك:,179,108,5,60.33519553072626
 ذكر من قال ذلك:,598,72,2,12.040133779264215
 القول فيما خلق الله في كل يوم من الايام السته التي ذكر الله في كتابه انه خلق فيهن السموات والارض وما بينهما,252,88,3,34.92063492063492
 ذكر من قال ذلك:,366,39,2,10.655737704918032
 ذكر من قال ذلك:,2525,484,22,19.168316831683168
 القول في الليل والنهار ايهما خلق قبل صاحبه,304,66,3,21.710526315789476
 ذكر من قال ذلك:,4103,343,16,8.359736777967342
 فاولهم وامامهم في ذلك ورءيسهم وقاءدهم فيه ابليس لعنه الله.,149,0,0,0
 ذكر الاخبار الواردة بان ابليس كان له ملك السماء الدنيا والارض وما بين ذلك,269,143,5,53.159851301115246
 ذكر الخبر عن غمط عدو الله نعمة ربه واستكباره عليه وادعاءه الربوبية,131,40,3,30.53435114503817
 القول في الاحداث التي كانت في ايام ملك ابليس وسلطانه والسبب الذي به هلك وادعي الربوبية,239,53,2,22.17573221757322
 ذكر السبب الذي به هلك عدو الله وسولت له نفسه من اجله الاستكبار علي ربه عز وجل,103,0,0,0
 ذكر الرواية عنه بذلك:,284,121,5,42.6056338028169
 ذكر الرواية عنه بذلك:,99,18,1,18.181818181818183
 ذكر من قال ذلك:,364,68,2,18.681318681318682
 القول في خلق ادم ع,803,248,8,30.884184308841846
 ذكر من قال ذلك:,390,95,4,24.358974358974358
 ذكر من قال ذلك:,688,143,3,20.78488372093023
 ذكر من قال ذلك:,353,176,9,49.858356940509914
 ذكر من قال ذلك:,57,20,1,35.08771929824561
 ذكر من قال ms0069 ذلك:,173,11,1,6.358381502890173
 ذكر بعض من روي ذلك عنه:,162,62,2,38.2716049382716
 ذكر من قال ذلك:,1006,117,7,11.630218687872764
 القول في ذكر امتحان الله تعالي ابانا ادم ع,1555,305,13,19.614147909967848
 القول في قدر مكث ادم في الجنة ووقت خلق الله عز وجل اياه ووقت اهباطه اياه من السماء الي الارض,51,0,0,0
 ذكر الاخبار عن رسول الله ص بذلك:,790,401,13,50.75949367088608
 ذكر الوقت الذي فيه خلق ادم ع من يوم الجمعة والوقت الذي اهبط الي الارض,349,108,6,30.945558739255013
 ذكر من قال ذلك:,473,65,3,13.742071881606766
 القول في الموضع الذي اهبط ادم وحواء اليه من الارض حين اهبطا اليها,45,0,0,0
 ذكر من حضرنا ذكره ممن قال ذلك منهم:,378,152,6,40.21164021164021
 ذكر من قال ذلك:,777,120,5,15.444015444015443
 ذكر من قال ذلك:,68,27,1,39.705882352941174
 ذكر من قال: كان علي راس ادم ع حين اهبط من الجنة اكليل من شجر الجنة:,118,34,2,28.8135593220339
 ذكر من قال ذلك:,65,23,1,35.38461538461539
 ذكر من قال انما صار الطيب بالهند لان ادم حين اهبط اليها علق باشجارها طيب ريحه:,808,65,3,8.044554455445544
 ذكر من قال ذلك:,1354,294,14,21.71344165435746
 ذكر من قال ذلك:,87,20,1,22.988505747126435
 ذكر من قال ذلك:,99,14,1,14.14141414141414
 ذكر الاحداث التي كانت في عهد ادم ع بعد ان اهبط الي الارض,1164,103,4,8.848797250859107
 ذكر من قال ذلك:,276,42,2,15.217391304347828
 ذكر من قال ذلك:,709,123,6,17.348377997179128
 ,461,0,0,0
 ,782,151,7,19.30946291560102
 ذكر ولادة حواء شيثا,275,66,3,24.0
 ,395,0,0,0
 ذكر وفاه ادم ع,1794,363,14,20.234113712374583
 [From Seth to Mahalalel] @MAB@,701,97,5,13.837375178316691
 ذكر الاحداث التي كانت في ايام بني ادم من لدن ملك شيث بن ادم الي ايام يرد,439,11,1,2.5056947608200453
 ذكر من روي ذلك عنه:,343,50,3,14.577259475218659
 ,304,10,1,3.289473684210526
 ,481,97,3,20.16632016632017
 ,236,19,1,8.050847457627118
 ,613,88,4,14.355628058727568
 ,926,25,1,2.699784017278618
 ,43,0,0,0
 ذكر من قال ms0130 ذلك:,90,34,2,37.77777777777778
 ذكر الاحداث التي كانت في عهد نوح ع,2089,282,14,13.499281953087602
 ذكر من قال ذلك:,34,19,1,55.88235294117647
 ذكر من قال ذلك:,74,31,2,41.891891891891895
 ذكر من قال ذلك:,135,67,4,49.629629629629626
 ذكر من قال ذلك:,114,44,3,38.59649122807017
 ذكر من قال ذلك:,35,7,1,20.0
 ذكر من قال ذلك:,672,161,10,23.958333333333336
 ,126,0,0,0
 ,84,51,3,60.71428571428571
 ,253,18,1,7.114624505928854
 ذكر بيوراسب، وهو الازدهاق,253,0,0,0
 ذكر الرواية عنه بذلك:,1340,6,1,0.44776119402985076
 ,3619,263,11,7.267200884222161
 ذكر الاحداث التي كانت بين نوح وابراهيم خليل الرحمن ع,88,0,0,0
 فاما عاد,2511,114,6,4.540023894862605
 واما ثمود,1498,108,6,7.209612817089453
 ذكر ابراهيم خليل الرحمن ع وذكر من كان في عصره من ملوك العجم,2916,209,9,7.167352537722908
 ذكر من قال ذلك:,1554,196,10,12.612612612612612
 ذكر امر بناء البيت.,84,0,0,0
 ذكر من قال: الذي بعثه الله اليه لذلك السكينة:,578,65,3,11.245674740484429
 ذكر من قال ذلك:,2109,225,10,10.668563300142248
 ذكر الرواية بذلك عن رسول الله:,189,68,2,35.978835978835974
 ثم ان الله تعالي ذكره ابتلي خليله ابراهيم ع بذبح ابنه.,149,33,1,22.14765100671141
 ذكر من قال ذلك:,178,66,2,37.07865168539326
 ذكر من قال هو اسحاق:,807,292,11,36.18339529120198
 ذكر من قال هو اسماعيل:,976,372,10,38.114754098360656
 ذكر الخبر عن صفه فعل ابراهيم وابنه الذي امر بذبحه فيما كان امر به من ذلك والسبب الذي من اجله امر ابراهيم بذبحه,134,0,0,0
 ذكر من قال ذلك:,380,57,2,15.0
 ,1145,179,9,15.633187772925764
 [ذكر ابتلاء الله ابراهيم بكلمات],97,0,0,0
 ذكر من قال ذلك:,214,62,3,28.971962616822427
 ذكر من قال ذلك:,203,96,4,47.29064039408867
 ذكر من قال ذلك:,80,23,1,28.749999999999996
 ذكر من قال ذلك:,428,124,7,28.971962616822427
 ذكر من قال ذلك:,161,98,3,60.86956521739131
 ذكر من قال ذلك:,99,61,2,61.61616161616161
 ذكر من قال ذلك:,426,153,7,35.91549295774648
 امر نمرود بن كوش بن كنعان,142,0,0,0
 ذكر الاخبار الواردة عنه بما ذكرت من جهله وما احل الله به من نقمته:,1207,69,3,5.716652858326429
 ذكر لوط بن هاران وقومه ونعود الان الي ذكر الخبر عن بقية الاحداث التي كانت في ايام ابراهيم ص.,232,0,0,0
 ذكر من قال ذلك:,73,14,1,19.17808219178082
 ذكر من قال كانوا يحذفون من مر بهم:,109,74,2,67.88990825688074
 ذكر من قال: كانوا يتضارطون في مجالسهم:,43,28,1,65.11627906976744
 ذكر من قال كان ياتي بعضهم بعضا في مجالسهم:,535,225,11,42.05607476635514
 ذكر بعض من قال ذلك:,370,74,3,20.0
 ذكر من قال لقوا لوطا:,169,37,2,21.893491124260358
 ذكر ms0226 من قال انما لقيت الرسل اول ما لقيت حين دنت من سدوم ابنة لوط دون لوط:,356,60,2,16.853932584269664
 ذكر من روي ذلك عنه انه قاله من اهل العلم:,1465,270,15,18.43003412969283
 ذكر وفاة سارة بنت هاران، وهاجر ام اسماعيل وذكر ازواج ابراهيم ع وولده,979,127,9,12.972420837589377
 ذكر وفاه ابراهيم ع,438,48,2,10.95890410958904
 ذكر خبر ولد اسماعيل بن ابراهيم خليل الرحمن ع,281,52,3,18.505338078291814
 ذكر اسحاق بن ابراهيم ع وذكر نساءه واولاده,1524,32,2,2.099737532808399
 ذكر ايوب ع,854,91,4,10.655737704918032
 ذكر خبر شعيب ص,994,357,17,35.91549295774648
 ذكر يعقوب واولاده,48,0,0,0
 يوسف,1522,260,15,17.082785808147175
 ذكر من قال ذلك.,624,150,7,24.03846153846154
 ذكر بعض من قال ذلك:,572,49,3,8.566433566433567
 ذكر من قال ذلك:,2877,382,28,13.277719847062913
 ذكر من قال ذلك:,2006,242,16,12.063808574277168
 ذكر بعض من قال ذلك:,40,19,1,47.5
 ذكر بعض من قال ذلك:,462,80,5,17.316017316017316
 قصة الخضر وخبره وخبر موسي وفتاه يوشع ع,3033,239,12,7.879986811737553
 منوشهر واسبابه والحوادث الكاءنة في زمانه,1756,23,1,1.3097949886104785
 ذكر نسب موسي بن عمران واخباره وما كان في عهده وعهد منوشهر بن منشخورنر الملك من الاحداث ,11258,591,31,5.249600284242317
 ذكر وفاه موسي وهارون ابني عمران ع,887,103,5,11.61217587373168
 ذكر يوشع بن نون ع,109,0,0,0
 ذكر من قال ذلك:,294,83,5,28.2312925170068
 ذكر من قال ذلك:,1690,27,3,1.5976331360946745
 ذكر امر قارون بن يصهر بن قاهث,123,12,1,9.75609756097561
 ذكر من حضرنا ذكره ممن قال ذلك من علماءنا ms0340 الماضين:,2212,329,19,14.873417721518987
 ذكر القاءم بالملك ببابل من الفرس بعد منوشهر,851,10,1,1.1750881316098707
 ذكر امر بني اسراءيل والقوام الذين كانوا بامرهم بعد يوشع ابن نون والاحداث التي كانت في عهد زو وكيقباذ,946,110,5,11.627906976744185
 الياس واليسع عليهما السلام,1440,54,3,3.75
 @Auto_ISB@ ذكر خبر شمويل بن بالي بن علقمة بن يرخام بن اليهو ابن تهو بن صوف، وطالوت وجالوت,2340,82,5,3.5042735042735043
 ذكر خبر داود بن ايشي بن عويد بن باعز بن سلمون بن نحشون بن عمي نادب بن رام بن حصرون ms0366 بن فارص بن يهوذا بن يعقوب بن اسحاق بن ابراهيم,1553,114,5,7.340631036703154
 ذكر من قال ذلك:,1115,100,4,8.968609865470851
 ذكر خبر سليمان بن داود ع,550,96,5,17.454545454545457
 ذكر ما انتهي الينا من مغازي سليمان ع,1847,76,5,4.114780725500812
 ذكر غزوته ابا زوجته جرادة وخبر الشيطان الذي اخذ خاتمه,2081,89,4,4.276790004805382
 ذكر من ملك اقليم بابل والمشرق من ملوك الفرس بعد كيقباذ,1239,0,0,0
 كيخسرو,1946,0,0,0
 امر اسراءيل بعد سليمان بن داود ع,126,0,0,0
 ذكر خبر اسا بن ابيا وزرح الهندي,3453,33,2,0.9556907037358819
 ذكر صاحب قصة شعيا من ملوك بني اسراءيل، وسنحاريب,1364,14,1,1.0263929618768328
 ذكر خبر لهراسب وابنه بشتاسب وغزو بختنصر بني @Auto_ISE@ اسراءيل وتخريبه بيت المقدس,2255,59,5,2.616407982261641
 ذكر بعض من قال ذلك منهم:,2707,67,3,2.4750646472109348
 @Auto_ISB@ ذكر خبر غزو بختنصر للعرب,728,27,2,3.708791208791209
 رجع الخبر الي قصة بشتاسب وذكر ملكه والحوادث التي كانت في ايام ملكه التي جرت علي يديه ويد غيره من عماله في البلاد خلا ما جري من ذلك علي يد بختنصر,1131,8,1,0.707338638373121
 ذكر الخبر عن ملوك اليمن في ايام قابوس وبعده الي عهد بهمن بن اسفنديار,506,37,2,7.312252964426877
 ذكر خبر اردشير بهمن وابنته خماني,688,25,1,3.6337209302325584
 ذكر خبر بني اسراءيل ومقابلة تاريخ مدة ايامهم الي حين تصرمها بتاريخ مدة من كان في ايامهم من ملوك الفرس,281,0,0,0
 خبر دارا الاكبر وابنه دارا الاصغر ابن دارا الاكبر وكيف كان هلاكه مع خبر ذي القرنين,1981,7,1,0.35335689045936397
 ذكر اخبار ملوك الفرس بعد الاسكندر وهم ملوك الطواءف,417,18,1,4.316546762589928
 الملوك الاشغانون,659,30,2,4.552352048558421
 ذكر الاحداث التي كانت في ايام ملوك الطواءف,2318,109,4,4.702329594477998
 ,3482,145,6,4.164273406088455
 ذكر من ملك من الروم ارض الشام بعد رفع المسيح ع الي عهد النبي ص في قول النصاري,471,8,1,1.6985138004246285
 نزول قباءل العرب الحيرة والانبار ايام ملوك الطواءف,2038,66,2,3.23846908734053
 عمرو بن ظرب,88,0,0,0
 الزباء,2456,38,4,1.5472312703583062
 ذكر طسم وجديس,705,16,1,2.269503546099291
 الجزء الثاني,6,0,0,0
 ذكر الخبر عن اصحاب الكهف,1201,142,8,11.823480432972524
 يونس بن متي,180,0,0,0
 ذكر من قال ذلك:,229,39,2,17.03056768558952
 ذكر بعض من قال ذلك:,1034,162,6,15.667311411992262
 ارسال الله رسله الثلاثة,76,0,0,0
 ذكر من قال ذلك:,177,8,1,4.519774011299435
 ذكر من قال ذلك:,477,106,6,22.22222222222222
 شمسون,377,22,1,5.835543766578249
 @Auto_ISB@ ذكر خبر جرجيس,3442,7,1,0.20337013364323067
 ذكر الخبر عن ملوك الفرس وسني ملكهم,32,0,0,0
 ذكر ملك اردشير بن بابك,1647,14,2,0.8500303582270795
 ذكر الخبر عن القاءم كان بملك فارس بعد اردشير بن بابك,22,0,0,0
 سابور.,1631,0,0,0
 ذكر ملك هرمز بن سابور,491,0,0,0
 ذكر ملك بهرام بن هرمز,210,0,0,0
 ذكر ملك بهرام بن بهرام بن هرمز,77,0,0,0
 ذكر ملك شاهنشاه بن بهرام,51,0,0,0
 ذكر ملك نرسي بن بهرام,54,0,0,0
 ذكر ملك هرمز بن نرسي,124,0,0,0
 ذكر ملك سابور ذي الاكتاف,1938,10,1,0.5159958720330238
 ذكر ملك اردشير بن هرمز,78,0,0,0
 ذكر ملك سابور بن سابور,86,0,0,0
 ذكر ملك بهرام بن سابور,68,0,0,0
 ذكر ملك يزدجرد الاثيم,1304,0,0,0
 ذكر ملك بهرام جور,3351,0,0,0
 ذكر ملك يزدجرد بن بهرام جور,255,0,0,0
 ذكر ملك فيروز بن يزدجرد,1562,21,2,1.3444302176696543
 ذكر ما كان من الاحداث في ايام يزدجرد بن بهرام وفيروز بين عمالهما علي العرب واهل اليمن,412,15,2,3.640776699029126
 ذكر ملك بلاش بن فيروز,120,0,0,0
 ذكر ملك قباذ بن فيروز,974,0,0,0
 ذكر ما كان من الحوادث التي كانت بين العرب في ايام قباذ في مملكته وبين عماله,906,7,1,0.772626931567329
 ذكر @Auto_ISE@ ملك كسري انوشروان,1564,19,2,1.2148337595907928
 ذكر بقية خبر تبع ايام قباذ وزمن انوشروان وتوجيه الفرس الجيش الي اليمن لقتال الحبشة وسبب توجيهه اياهم اليها,13133,404,22,3.0762202086347368
 ذكر مولد رسول الله ص,3059,473,17,15.462569467146125
