section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR| ,51,0,0,0
 ,139,0,0,0
 ذكر ابتداء سقيفة بني ساعدة وما كان من المهاجرين والانصار ,804,7,1,0.8706467661691543
 ذكر مسير خالد بن الوليد الي اهل الردة ,75,0,0,0
 ذكر الفجاءة بن عبد ياليل السلمي ,1020,0,0,0
 اول حرب اهل الردة ,512,0,0,0
 ذكر الاساري الذين وجه بهم خالد بن الوليد الي ابي بكر وما كان من امرهم,1358,0,0,0
 ذكر امر مسيلمة الكذاب وما كان من حروبه مع خالد بن الوليد والمسلمين,219,0,0,0
 ذكر سجاح بنت الحارث (1) التميمة لما زوجت نفسها من مسيلمة ,222,0,0,0
 ذكر كتاب ابي بكر رضي الله عنه الي خالد بن الوليد في امر مسيلمة ,670,0,0,0
 ذكر مجاعة بن مرارة وسارية بن عامر ,311,0,0,0
 ذكر الوقعة بين مسيلمة وخالد بن الوليد ومقتل مسيلمة ,428,0,0,0
 ذكر البراء بن مالك اخي انس بن مالك ,1107,0,0,0
 ذكر الصلح الذي جري بين خالد بن الوليد وبين مجاعة بن مرارة.,190,0,0,0
 ذكر عدد القتلي الذين قتلوا من المسلمين، والكتاب الذي ورد علي خالد من المدينة.,91,0,0,0
 ذكر كتاب خالد ms0024 بن الوليد الي ابي بكر الصديق رضي الله عنهما بعد قتل مسيلمة وجواب الكتاب (1).,381,8,1,2.099737532808399
 ذكر تزوج خالد بن الوليد رضي الله عنه الي مجاعة بن مرارة بابنته بارض اليمامة.,273,0,0,0
 ذكر ارتداد اهل البحرين ومحاربة المسلمين اياهم.,594,0,0,0
 ذكر مسير العلاء بن الحضرمي الي البحرين ومحاربة الكفار الذين بها.,1446,16,1,1.1065006915629323
 ذكر ارتداد اهل حضرموت من كندة ومحاربة المسلمين اياهم ms0033.,2509,0,0,0
 ذكر كتاب ابي بكر الي الاشعث بن قيس ومن معه من قباءل كندة.,680,0,0,0
 ذكر المشورة التي وقعت بالمدينة في امر الاشعث بن قيس واصحابه.,299,0,0,0
 ذكر كتاب ابي بكر الي عكرمة بن ابي جهل.,127,0,0,0
 ذكر مسير عكرمة بن ابي جهل الي الاشعث بن قيس.,116,0,0,0
 ذكر كتاب عامل اهل دبا الي ابي بكر رضي الله عنه وهو حذيفة بن محصن (3).,3009,16,2,0.5317381189764041
 ذكر فتوحات التي كانت بعد الردة مع الفرس والروم واصنافهم من الكفرة.,385,0,0,0
 ذكر ابتداء مسير خالد بن الوليد رضي الله عنه من ارض اليمامة الي ارض العراق.,111,0,0,0
 ذكر كتاب ابي بكر الي خالد بن الوليد رضي الله عنهما.,1463,0,0,0
 ذكر كيفية الاستيلاء علي بلاد الشام في خلافة الصديق رضي ms0062 الله عنه.,2074,0,0,0
 ذكر الهلقام بن الحارث وما كان من امره قبل اسلامه رواه بعض العلماء عن اخر.,4500,8,1,0.17777777777777778
 ذكر جبلة بن الايهم ومخاطبته مع المسلمين من قبل هرقل ملك الروم.,362,0,0,0
 ذكر مسير المسلمين الي انطاكية ودخولهم علي الملك.,929,0,0,0
 ذكر كتاب ابي بكر الصديق الي خالد بن الوليد رضي الله عنهما.,1074,0,0,0
 ذكر كتاب خالد بن الوليد الي ابي عبيدة واصحابه رضي الله عنهم (3).,1233,0,0,0
 ذكر وقعة اجنادين وهي اول وقعة لخالد بن الوليد مع الروم.,416,0,0,0
 ذكر كتاب خالد بن الوليد الي ابي بكر رضي الله عنه بخبر وقعة اجنادين (1),375,0,0,0
 ذكر وقعة مرج الصفر (1) اخر وقعة اجنادين.,337,0,0,0
 ذكر وفاة ابي بكر الصديق رضي الله عنه قبل فتح دمشق.,767,0,0,0
 ذكر خلافة عمر بن الخطاب رضي الله عنه.,91,0,0,0
 ذكر كتاب عمر بن الخطاب رضي الله عنه الي اهل الشام بتعزية ابي بكر وذكر وفاته رحمة الله عليه.,883,0,0,0
 ذكر تحرك الفرس بالعراق بعد فتح دمشق.,1250,0,0,0
