section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 علي ادم فلم يطاوعه شء مما خلق الله جل وعز الا الجنة فلما راي ادم ما,688,0,0,0
 شيث بن ادم,137,0,0,0
 انوش بن شيث,106,0,0,0
 قينان بن انوش,86,0,0,0
 مهلاءيل بن قينان,63,0,0,0
 يرد بن مهلاءيل,285,0,0,0
 اخنوخ بن يرد,80,0,0,0
 متوشلح بن اخنوخ,66,0,0,0
 لمك بن متوشلح,293,0,0,0
 نوح,817,15,1,1.8359853121175032
 سام بن نوح,260,0,0,0
 ارفخشد بن سام,82,0,0,0
 شالح بن ارفخشد,67,0,0,0
 عابر بن شالح,101,0,0,0
 فالغ بن عابر,223,0,0,0
 ارغو بن فالغ,95,0,0,0
 ساروغ بن ارغو,143,0,0,0
 | ناحور بن ساروغ,300,0,0,0
 تارخ بن ناحور,141,0,0,0
 ابراهيم,1137,12,1,1.0554089709762533
 اسحاق بن ابراهيم,238,0,0,0
 يعقوب بن اسحاق,241,0,0,0
 ولد يعقوب,356,0,0,0
 موسي بن عمران,3339,0,0,0
 انبياء بني اسراءيل وملوكهم بعد موسي,1329,0,0,0
 داود,1433,9,1,0.6280530355896721
 سليمان بن داود,869,0,0,0
 رحبعم بن سليمان والملوك بعده,1848,0,0,0
 المسيح عيسي بن مريم,3316,9,1,0.27141133896260555
 ملوك السريانيين,84,0,0,0
 ملوك الموصل ونينوي,46,0,0,0
 ملوك بابل,297,99,2,33.33333333333333
 ملوك الهند,2830,25,2,0.88339222614841
 اليونانيون,11588,36,5,0.3106662064204349
 ملوك الروم,1512,0,0,0
 ملوك الروم المتنصرة,1138,0,0,0
 ملوك فارس,248,0,0,0
 المملكة الثانية من اردشير بابكان,4870,45,4,0.9240246406570842
 ممالك الجربي,262,8,1,3.0534351145038165
 ملوك الصين,1028,0,0,0
 ملوك مصر من القبط وغيرهم,1025,0,0,0
 ممالك البربر والافارقة,242,0,0,0
 ممالك الحبشة والسودان,145,0,0,0
 مملكة البجة,463,0,0,0
 ملوك اليمن,2585,28,1,1.0831721470019342
 ملوك الشام,494,0,0,0
 ملوك الحيرة من اليمن,1883,33,3,1.7525225703664364
 حرب كندة,1067,18,1,1.6869728209934396
 ولد اسماعيل بن ابراهيم,8403,151,8,1.7969772700226108
 اديان العرب,872,0,0,0
 حكام للعرب,226,0,0,0
 ازلام العرب,723,0,0,0
 شعراء العرب,1732,517,10,29.84988452655889
 اسواق العرب,810,34,2,4.197530864197531
 مولد رسول الله,2047,64,4,3.126526624328285
 الفجار,330,0,0,0
 حلف الفضول,319,7,1,2.19435736677116
 بنيان الكعبة,295,0,0,0
 تزويج خديجة بنت ‪@ISB@‬ خويلد,318,25,2,7.861635220125786
 المبعث,1023,8,1,0.7820136852394917
 الاسراء,162,0,0,0
 النذارة,429,20,2,4.662004662004662
 مهاجرة الحبشة,448,0,0,0
 حصار قريش لرسول الله وخبرالصحيفة,360,0,0,0
 وفاة القاسم ابن رسول الله,96,0,0,0
 ما نزل من القران بمكة,551,16,1,2.9038112522686026
 وفاة خديجة وابي طالب,216,0,0,0
 عرض رسول الله نفسه علي القباءل وخروجه الي الطاءف,210,0,0,0
 قدوم الانصار مكة,487,0,0,0
 خروج رسول الله من مكة,398,0,0,0
