id,series1,series2,text1,text2
0,JK001259,Shamela0002864,هذا الباب\n~~قوله صلى الله عليه وسلم ( عجب ربكم من شاب ليس له صبوة ) وفي حديث آخر (\n~~عجب ربكم من ثلاثة ,هذا\n~~الباب قوله صلى الله عليه وسلم عجب ربكم من شاب ليست له صبوة وفي حديث آخر\n~~عجب ربكم من ثلاثة 
1,JK001259,Shamela0002864,إلا الوجود\n# والثاني وهو الذي عول عليه ابن الهيصم في المناظرة التي زعم أنها دارت\n~~بينه وبين ابن فورك رحمه الله تعالى لو كان هذا الحكم معللا بالحديث لكان\n~~الجاهل بكون السماء محدثة يجب أن يكون جاهلا بأن السماء بالنسبة إلى سائر\n~~الموجودات التي في هذا العالم إما أن تكون محايثة لها أو مباينة عنها\n~~بالجهة لأن المقتضي للحكم إذا كان أمرا معينا فالجاهل بذلك المقتضى يجب أن\n~~يكون جاهلا بذلك الحكم ألا ترى أن الوجود لما كان هو المستدعى للتقسيم إلى\n~~القديم والمحدث لا جرم كان إعتقاد أنه غير موجود مانعا من التقسيم بالقدم\n~~والحدوث ولما كان التقسيم إلى الأسود والأبيض معلقا بكونه ملونا كان إعتقاد\n~~أن الشيء غير ملون مانعا من إعتقاد التقسيم إلى الأسود والأبيض ولما رأينا\n~~أن الذي يعتقد قدم السموات ,إلا الوجود والثاني وهو الذي عول عليه ابن الهيصم في المناظرة التي زعم\n~~أنها دارت بينه وبين ابن فورك فقال لو كلن هذا الحكم معللا بالحدوث لكان\n~~الجاهل بكون السماء حادثة جاهلا بأن السماء بالنسبة إلى سائر الموجودات\n~~التي في العالم إما أن تكون محايثة لها أو مباينة عنها بالجهة لأن المقتضي\n~~للحكم إذا كان أمرا معينا فالجاهل بذلك المقتضي يجب أن يكون جاهلا بذلك\n~~الحكم ألا ترى الوجود لما كان هو المستدعي للتقسيم إلى القديم والمحدث لا\n~~جرم كان اعتقاد أنه غير موجود مانعا من التقسيم بالقدم والحدوث فلما كان\n~~التقسيم إلى الأسود والأبيض معلقا بكونه كان ملونا كان اعتقاد أن الشيء غير\n~~ملون مانعا من اعتقاد التقسيم إلى الأسود والأبيض ولما رأينا الدهري الذي\n~~يعتقد قدم السموات\n# 
2,JK001259,Shamela0002864,كونه تعالى منفردا عن العالم\n~~أو ممتازا عنه أو مباينا عنه قلنا هذه الألفاظ كلها مجملة فإن الانفراد\n~~والامتياز والمباينة قد تذكر ويراد بها المخالفة في الحقيقة والماهية وذلك\n~~مما لا نزاع فيه ولكنه لا يقتضي الجهة والدليل على ذلك هو أن حقيقة ذات\n~~الله تعالى مخالفة لحقيقة الحيز والجهة وهذه المخالفة والمباينة ليست\n~~بالجهة فإن امتياز ذات الله تعالى عن الجهة لا تكون بجهة أخرى وإلالزم\n~~التسلسل وقد تذكر هذه الألفاظ ويراد بها الامتياز في الجهة وهو كون الشيء\n~~بحيث يصح أن يشار إليه بأنه ههنا أو هناك وهذا هو مراد الخصم من قوله إنه\n~~مباين عن العالم أو منفرد عنه وممتاز عنه إلا أنا بينا بالبراهين القاطعة\n~~أن هذا يقتضي كون ذلك الحيز ,كونه منفردا عن العالم أو ممتازا عنه أو مباينا عنه قلنا هذه الألفاظ\n~~كلها مجملة فإن الانفراد والامتياز والمباينة قد تذكر ويراد بها المخالفة\n~~في الحقيقة والماهية وذلك مما لانزاع فيه ولكنه لا يقتضي الجهة والدليل على\n~~ذلك هو أن حقيقة ذات الله تعالى مخالفة لحقيقة الحيز والجهة وهذه المخالفة\n~~والمباينة ليست بالجهة فإن امتياز ذات الله تعالى عن الجهة لايكون بجهة\n~~أخرى وإلا لزم التسلسل وقد تذكر هذه الألفاظ ويراد بها الامتياز في الجهة\n~~وهو كون الشيء بحيث يصح أن يشار إليه بأنه هاهنا أو هناك وهذا هو مراد\n~~الخصم من قولهم إنه تعالى مباين عن العالم أو منفرد عنه وممتاز عنه إلا أنا\n~~بينا بالبراهين القاطعة أن هذا يقتضي كون ذلك الحيز\n# 
3,JK001259,Shamela0002864,وحقيقة الحجاب\n~~بالنسبة إلى الله تعالى محال لأنه ms064 عبارة عن الجسم المتوسط بين جسمين آخرين\n~~بل هو محمول عندنا على أن لا يخلق الله تعالى في العين رؤية متعلقة به وعند\n~~,وحقيقة الحجاب بالنسبة إلى الله تعالى محال لأنه عبارة\n~~عن الجسم المتوسط بين جسمين آخرين بل هذا محمول عندنا على أن لا يخلق الله\n~~في العين رؤية متعلقة به وعند 
4,JK001259,Shamela0002864,بالأجسام والعرض يمتنع أن يكون إلها فثبت بهذه الوجوه أنه لا\n~~يمكن حمل النور على ما ذكروه بل معناه أنه هادي أهل السموات والأرض أو\n~~معناه منور ,بالأجسام والعرض يمتنع أن يكون إلها فثبت بهذه الوجوه أنه لا يمكن\n~~حمل النور على ما ذكروه بل معناه أنه هادي السموات والأرض أو معناه منور\n# 
5,JK001259,Shamela0002864,فثبت أنه تعالى لو كان متحيزا لكان مثلا لسائر\n~~المتحيزات وإنما قلنا إن ذلك محال لأن المثلين يجب تساويهما في جميع\n~~اللوازم فيلزم إما قدم الكل وإما حدوث الكل وذلك محال فإن قيل حصول الشيء\n~~في الحيز وكونه مانعا لغيره عن أن يحصل بحيث هو حكم من أحكام الذات ولا\n~~يلزم الاستواء في الأحكام ,فثبت أنه تعالى لو كان متحيزا لكان مثلا لسائر المتحيزات وإنما قلنا إن\n~~ذلك محال لأن المثلين يجب تساويهما في جميع اللوازم فلزم إما حدوث الكل\n~~وإما قدم الكل وذلك محال فإن قيل حصول الشيء في الحيز وكونه مانعا لغيره أن\n~~يحصل بحيث هو حكم من أحكام الذات ولا يلزم من الاستواء في الأحكام 
6,JK001259,Shamela0002864,الشبهة الرابعة تمسكوا برفع الأيدي إلى السماء قالوا وهذا شيء يفعله\n~~أرباب النحل فدل على أنه تقرر في جميع عقول الخلق كون الإله في جهة فوق\n# الجواب أن هذا معارض بما تقرر في جميع عقول الخلق أنهم عند تعظيم خالق\n~~العالم يضعون جباهم على الأرض ولما لم يدل هذا على كون خالق العالم في\n~~الأرض لم يدل ما ذكروه على أنه في السماء وأيضا فالخلق إنما يقدمون على رفع\n~~الأيدي إلى السماء لوجوه أخرى اعتقادهم أن خالق العالم في السماء\n# الأول أن أعظم الأشياء نفعا للخلق ظهور الأنوار وأنه إنما تظهر من جانب\n~~السموات\n# والثاني أن مبنى حياة الخلق على استنشاق النفس وليس ذلك الإستنشاق إلا من\n~~الهواء والهواء ليس إلا موجودا فوق الأرض فلهذا السبب كان فوق الأرض أشرف\n~~مما تحت الأرض\n# ,الشبهة الرابعة تمسكوا برفع الأيدي إلى السماء قالوا\n~~وهذا شيء يفعله جميع أرباب النحل فدل على أنه تقرر في عقول جميع الخلق أن\n~~إلههم فوق ثم قال الجواب إن هذا معارض بما تقرر في عقول جميع الخلق أنهم\n~~عند تعظيم خالق العالم يضعون جباههم على الأرض ولما لم يدل هذا على كون\n~~خالق العالم في الأرض لم يدل على ما ذكروه على أنه في السماء وأيضا فالخلق\n~~إنما يقدمون على رفع الأيدي إلى السماء لوجوه أخر وراء اعتقادهم أن خالق\n~~العالم في السماء فالأول أن أعظم الأشياء نفعا للخلق ظهور الأنوار وأنها\n~~إنما تظهر من جانب السموات والثاني أن مبنى حياة الخلق على استنشاق النفس\n~~وليس ذلك الاستنشاق إلا من الهواء والهواء ليس موجودا إلا فوق الأرض فلهذا\n~~السبب كان ما فوق الأرض أشرف ما تحت الأرض\n# 
7,JK001259,Shamela0002864,أمرا موجودا ويقتضي أن المتحيز محتاج إلى الحيز\n~~قوله الأجسام حاصلة في الأحياز فنقول غاية ما في الباب أن يقال الأجسام\n~~تحتاج إلى شيء آخر وهذا غير ممتنع أما كونه تعالى محتاجا في وجوده إلى شيء\n~~آخر فممتنع فظهر الفرق وبالله ,أمرا موجودا ويقتضي أن المتحيز يحتاج إلى الحيز قوله الأجسام حاصلة في\n~~الأحياز فنقول غاية ما في الباب أن يقال الأجسام تحتاج إلى شيء آخر وهذا\n~~غير ممتنع أما كونه تعالى محتاجا في وجوده إلى شيء آخر فممتنع فظهر الفرق\n~~يقال هذه 
8,JK001259,Shamela0002864,وبالله التوفيق\n# | الفصل السابع في الحجاب\n# قال تعالى @QB@ كلا إنهم عن ربهم يومئذ لمحجوبون @QE@ قالوا والحجاب لا\n~~يعقل إلا في الأجسام وتمسكوا أيضا بأخبار كثيرة\n# الخبر الأول ما روى صاحب شرح السنة رحمه الله في باب الرد على الجهمية\n~~قال قام فينا رسول الله صلى الله عليه وسلم بخمس كلمات فقال ( إن الله\n~~تعالى لا ينام ولا ينبغي أن ينام ولكنه يخفض القسط ويرفعه يرفع إليه عمل\n~~الليل قبل ,والجدران فصل قال الرازي الفصل السابع في\n~~الحجاب قال الله تعالى كلا إنهم عن ربهم يومئذ لمحجوبون (15) [المطففين 15]\n~~قالوا والحجاب لا يعقل إلا في الأجسام وتمسكوا أيضا بأخبار كثيرة الخبر\n~~الأول ما روى صاحب شرح السنة في باب الرد على الجهمية عن أبي موسى قال قام\n~~فينا رسول الله صلى الله عليه وسلم بخمس كلمات فقال إن الله لا ينام ولا\n~~ينبغي له أن ينام ولكنه يخفض القسط ويرفعه يرفع إليه عمل الليل قبل 
9,JK001259,Shamela0002864,الأبوة وصف وجودي مغاير لذات الأب إذا ثبت هذا فنقول إنه\n~~مستحيل أن يقال الأبوة محايثة لذات الأب وإلا لزم أن يقال أنه قام بنصف\n~~الأب نصف ms043 الأبوة وبثلثه ثلث الأبوة ومعلوم أن ذلك باطل ومحال أن يقال أنها\n~~مباينة عن ذات الأب مباينة بالجهة والحيز وإلا لزم كون الأبوة جوهرا قائما\n~~بذاته مباينا عن ذات الأب بالجهة وذلك أيضا محال فثبت بهذا الدليل وجود\n~~موجود لا يمكن أن يقال أنه محايث لغيره أو يقال أنه مباين عنه بالجهة وإذا\n~~ثبت بهذا بطل قولهم\n# السؤال الثاني سلمنا أن كل موجودين في الشاهد فلا بد وأن يكون أحدهما\n~~محايثا للآخر أو مباينا عنه بالجهة لكن كون الشيء بحيث يصدق عليه قولنا إما\n~~أن يكون وإما أن لا يكون إشارة إلى كونه قابلا للإنقسام إليهما لكن قبول\n~~القسمة حكم عدمي والعدم لا يعلل وإنما قلنا إن قبول القسمة حكم عدمي لأن\n~~أصل القبول حكم عدمي فوجب أن يكون قبول القسمة حكما عدميا وإنما قلنا إن\n~~اصل القبول حكم عدمي لأنه لو كان أمرا لكان صفة من صفات الشيء المحكوم عليه\n~~,الأبوة وصف وجودي مغاير لذات الأب إذا ثبت هذا فنقول إنه مستحيل أن يقال\n~~الأبوة محايثة لذات الأب وإلا لزم أن يقال إنه قائم بنصف الأب نصف الأبوة\n~~وبثلثه ثلث الأبوة ومعلوم أن ذلك باطل ومحال أن يقال إنها مباينة عن ذات\n~~الأب مباينة بالجهة والحيز وإلا لزم كون الأبوة جوهرا قائما بذاته مباينا\n~~عن ذات الأب بالجهة وذلك أيضا محال فثبت بهذا الدليل وجود موجود لا يمكن أن\n~~يقال إنه محايث للعالم ولا أن يقال مباين عنه بالجهة وإذا ثبت هذا بطل\n~~قولهم السؤال الثاني سلمنا أن كل موجودين في الشاهد فلابد أن يكون أحدهما\n~~محايثا للآخر أو مباينا عنه بالجهة لكن كون الشيء بحيث يصدق عليه قولنا إما\n~~أن يكون وإما أن لا يكون إشارة إلى كونه قابلا للانقسام إليهما لكن قبول\n~~القسمة حكم عدمي والعدم لا يعلل وإنما قلنا إن قبول القسمة حكم عدمي لأن\n~~أصل القبول حكم عدمي فوجب أن يكون قبول القسمة حكما عدميا وإنما قلنا إن\n~~أصل القبول حكم عدمي لأنه لو كان أمرا ثابتا لكان صفة من صفات الشيء\n~~المحكوم عليه\n# 
