begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
311	80	417	200	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0001	Shamela19Y0145334-ara1.ms1884	82	اء --وايجاد ---وا-فناء واسعاد واضلال-- --واعزاز واذلا-ل يءتي الملك من يشاء وينزع-----ه ممن يشاء ويعز من يشاء ويذل من يشاء	ام في الناس خطيبا فقال -الحمد لله الذي له الخلق وا-لامر يءتي الملك من يشاء وينزع الملك ممن يشاء ويعز من يشاء ويذل من يشاء	1	1884	-6829846578407939218	-7727541309205568001	20	20	564915	564925	62	122	67.2131118774414	12	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
307	835	509	1062	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0005	Shamela19Y0145334-ara1.ms2350	130	اهلا ول--قد احسن القاءل حيث يقول- راي-ت ال-معقل عقلي-ن فمطبوع ----وم-----سموع فلا ينفع مسموع اذا لم يك مطبوع كما لا تنفع الشمس وضوء العين ممنوع يعني بالمطبوع العقل ال--غريزي--- الذي خلقه ال-له تعالي ل---لانسان وبال-مسمو----ع -ما يز	نهبا علانية ونحن نراهما وينسب اليه ايضا الهزج و لا يدفع مطبوع اذا لم يك مسموع ولا ينفع مسموع اذا لم يك مطبوع كما لا تنفع الشمس وضوء العين ممنوع وقال -ال-ربيع سمع-ت الشافعي يقول الهزج اذا القوت ت-اتي ل ك والصحة و-الامن واصبحت اخا حز	5	2350	-5490341105233552676	7438755385535355179	1237	1237	704746	704746	97	232	56.034481048583984	14	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
301	0	391	96	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0026	Shamela19Y0145334-ara1.ms0122	75	تعالي انا عرضنا الامانة علي السماوات والارض والجبال فابين ان يحملنها -واشفقن -منها -وحمل-ه--ا ا	كتابه انا عرضنا الامانة علي السماوات والارض والجبال فابين ان يحملنها الاحزاب الاية فو الله يا ا	26	122	-5062799731457066432	4297595523869017100	7515	7515	36300	36317	60	96	78.125	12	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
29	1365	138	1500	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0058	Shamela19Y0145334-ara1.ms0014	75	ان ----هذا ال-قول-- فلما ---اراد الله ان ---يبعث ا--برا-هي---م حجة علي خلقه ورسولا الي عباده ولم يكن فيما بين---ه وبين نوح نبي- ال--ا-	ان ابراهيم صلي الله عليه وسلم ان الله عز وجل لما اراد ان يبعثه حجة علي قومه ورسولا الي عباده ولم يكن فيما بين نوح وابراهيم عليه السلام	58	14	907884724917782545	6176484110562533751	17104	17123	3928	3928	53	135	55.55555725097656	10	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
129	0	196	75	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0058	Shamela19Y0145334-ara1.ms0015	58	نبي الا هود وصالح فلما تقارب زمان ابراهيم اتي- ا-صحاب ال-نجو-م ----نمروذ ف	نبي الا هود وصالح فلما تقارب زمان ابراهيم عليه السلام طلع كوكب علي نمروذ ف	58	15	907884724917782545	-1378447586610597010	17113	17113	4200	4215	45	75	77.33333587646484	10	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
765	874	945	1092	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0059	Shamela19Y0145334-ara1.ms0015	96	ا-م التي يعبدونها ليلزم---هم الحج-ة فجعل ي---توقع قرصة -ي----نتهي- بها لي--فعل -باصنا-مه-م ذلك فنظر نظرة في النجوم فقال اني سقيم ا-----ي -طعين -ليه-ربوا منه --اذا سمعوا -به- ---و-انما- يريد ا-بر-اهي-م ان يخرجوا -عل-يه ليب	اهم ابراهيم عليه السلام فغلب النجوم فكان يحكم فلا يخطء ويحكمون فيخطءون ويكذبون وقال الله تعالي فنظر نظرة في النجوم فقال اني سقيم الصافات وانزل عليه سبحا--نه عشرين صحيفة فيها عشرون كتابا بخط السرياني وكان نمر-وذ والذين اتب	59	15	-7399553168294040903	-1378447586610597010	17433	17433	4237	4237	70	221	43.43891525268555	8	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
0	635	204	828	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0059	Shamela19Y0145334-ara1.ms0016	124	ربي لاكونن من القوم الضالين فلما جاء النهار وطلعت الشمس راي نورا اعظم من كل ما راي فقال هذا ربي هذا اكبر فل----م-----ا-- افلت قال يا قوم اني برء مما تشركون -ثم رج-ع ---ابراهي---م الي ابيه و---قد -عرف- ربه وبرء من دين قومه الا- ا	ربي لاكونن من القوم الضالين فلما را-------ي ------الشمس----------------- ---با-زغة -قال هذا ربي هذا اكبر الانعام حتي اذا غابت قال يا قوم اني برء مما تشركون اني وجهت وجهي للذي فطر السماوات والارض حنيفا وما -انا من المشركين الانعا	59	16	-7399553168294040903	-4361397471463588253	17400	17439	4538	4538	90	229	54.14847183227539	21	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
1310	115	1497	324	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0059	Shamela19Y0145334-ara1.ms0017	114	الي --ما -بين --ايديهم من--- الطعا----م -ق-ال الا تاكلوا فل-ما-- لم يجبه احد قا-ل-- ما لكم لا تنطقون فراغ عليهم ضربا باليمين فكسرها بفاس في يده حتي اذا بقي ا-عظم صنم --منها -ربط الفاس --بي--ده ثم -تركهن فلما رجع --قوم	الي اهله فاخذ طعاما ثم انطلق الي الهتهم فقربه اليهم فراغ الي الهتهم فقال الا تاكلون ما لكم لا تنطقون فراغ عليهم ضربا باليمين --الصا--فات ف-كسره---ا الا كبيرا لهم -ثم ربط في يد ه الفاس الذي كسر به الهتهم فلما رجع القوم	59	17	-7399553168294040903	-7801000374598245524	17440	17440	4823	4842	80	218	52.2935791015625	13	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
347	1529	436	1607	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0060	Shamela19Y0145334-ara1.ms0015	69	وقالوا اانت فعلت هذا بالهتنا يا ابراهيم قال -بل فعله كبيرهم هذا فاسالوهم ان كانوا ينطقون	فقالوا -من- فعل- هذا بالهتنا يا ابراهيم قال لهم سلوا كبيرهم هذا ---------ان كانوا ينطقون	60	15	7256831504783759693	-1378447586610597010	17717	17717	4216	4216	53	90	76.66666412353516	11	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
1136	1080	1240	1196	-2118143715394797697	8581614112480461348	JK000911-ara1.mARkdown.ms0060	Shamela19Y0145334-ara1.ms0016	86	قال ابراهيم فان الله ياتي بالشمس من المشرق فات بها من المغرب فبهت -عند ذلك -نمروذ و-لم -ير--جع ال--ي--ه شيءا -ثم- ا	قال ابراهيم فان الله ياتي بالشمس من المشرق فات بها من المغرب فبهت الذي كفر البقرة وخرج ابراهيم ولم يعطه شيءا فعمد ا	60	16	7256831504783759693	-4361397471463588253	17722	17722	4523	4523	64	116	74.13793182373047	16	JK000911-ara1.mARkdown	Shamela19Y0145334-ara1
