id,series1,series2,text1,text2
0,Shamela0011780,Shamela0011680,بحر فارس]\n# (1) والذي يجب أن يذكر بعد ديار العرب بحر فارس لأنه يشتمل على أكثر\n~~حدودها وتتصل ديار العرب به وبكثير من بلدان الإسلام وتعتوره ms037 ثم أذكر جوامع\n~~مما يشتمل عليه هذا البحر، وأبتدئ بالقلزم وساحله مما يلى المشرق فإنه\n~~ينتهى الى ايلة ثم يطوف بحدود ديار العرب التى ذكرتها وأثبتها قبل هذا من\n~~هنا الى عبادان ثم يقطع عرض الدجلة وينتهى على الساحل الى مهروبان ثم الى\n~~جنابه ثم يمر على سيف فارس الى سيراف ثم يمتد الى سواحل هرموز من وراء\n~~كرمان الى الديبل وسواحل الملتان وهو [13 ب] ساحل السند وقد انتهى حد بلد\n~~الإسلام ثم ينتهى الى سواحل الهند ماضيا الى سواحل التبت فيقطعها الى أرض\n~~الصين، وإذا أخذت من أرض القلزم من جانب البحر الغربى على ساحله سرت فى\n~~مفاوز من حدود مصر حتى تنتهى الى جزائر تعرف ببنى حدان وكان بها مراكب لمن\n~~أثر الحج تخطف بالحجاج الى الجار وجدة ثم تمتد فى مفاوز للبجة كان بها معدن\n~~الزمرد وشىء من معادن الذهب الى مدينة على شط البحر يقال لها عيذاب «15»\n~~وهى «16» محاذية ,بحر الفارس\n# وسنذكر بعد ديار العرب بحر فارس، فإنه يشتمل على أكثر حدودها، ويتصل\n~~بديار العرب منه وبسائر بلدان الإسلام ونصوره، ثم نذكر جوامع مما يشتمل\n~~عليه هذا البحر، ونبتدئ بالقلزم على ساحله مما يلى المشرق، فإنه ينتهى إلى\n~~أيلة، ثم يطوف بحدود ديار العرب، التى ذكرناها وبيناها قبل هذا إلى عبادان،\n~~ثم يقطع عرض دجلة وينتهى على الساحل إلى مهروبان ثم إلى جنابة، ثم يمر على\n~~سيف فارس إلى سيراف، ثم يمتد إلى سواحل هرمز وراء كرمان إلى الديبل وساحل\n~~الملتان وهو ساحل السند، وقد انتهى حد بلدان الإسلام، ثم ينتهى إلى سواحل\n~~الهند حتى ينتهى إلى سواحل التبت فيقطعها إلى أرض الصين؛\n# وإذا أخذت من\n~~القلزم غربيها على ساحل البحر سرت فى مفاوز، من حدود مصر حتى تنتهى إلى\n~~مفاوز هى للبجة، وبها معادن الذهب، إلى مدينة على شط البحر يقال لها عيذاب\n~~ثم يمتد على بلد الحبشة، وهى محاذية 
1,Shamela0011780,Shamela0011680,والطائف مدينة صغيرة نحو\n~~وادى القرى كثيرة الشجر والثمر وأكثر ثمارها الزيت وهى طيبة الهواء وفواكه\n~~مكة وبقولها منها وهى على ظهر جبل غزوان «5» وبغزوان ديار بنى سعد وسائر\n~~قبائل هذيل وليس بالحجاز فيما علمته مكان «6» هو أبرد من رأس هذا الجبل\n~~ولذاك اعتدل هواء الطائف وبلغنى أنه ربما جمد الماء فى ذروة هذا الجبل وليس\n~~بالحجاز مكان يجمد فيه الماء سوى هذا الموضع، (19) والحجر قرية صغيرة قليلة\n~~السكان وهى من وادى القرى على يوم بين جبال وبها ms029 كانت ديار ثمود الذي قال\n~~الله تعالى وتنحتون «10» من الجبال بيوتا فرهين، وذكر أبو إسحاق الفارسى أن\n~~بيوتها منقورة كبيوتنا فى أضعاف جبالها وتدعى تلك الجبال الأثالب «12» وهى\n~~جبال فى العيان متصلة حتى إذا توسطت كانت كل قطعة منها قائمة بذاتها يطوف\n~~بكل قطعة منها الطائف ودونها جبال رمال لا يكاد يرتقى الى ذراها إلا بمشقة\n~~شديدة وبها بئر ثمود التى قال الله تعالى فى الناقة لها شرب «15» ولكم شرب\n~~يوم معلوم، (20) وتبوك بين الحجر «16» وبين أول الشأم على أربع مراحل فى\n~~نحو نصف طريق الشأم وهى حصن وله عين ماء ونخيل وحائط ينسب الى النبي صلى\n~~الله عليه وسلم، ويقال أن أصحاب الأيكة الذين بعث الله اليهم شعيبا كانوا\n~~بها ولم يكن شعيب منهم وإنما كان من مدين، ومدين على بحر القلزم محاذية\n~~لتبوك على نحو ست مراحل ومدين أكبر من تبوك وبها البئر التى استسقى منها\n~~موسى عليه السلام لسائمة شعيب وهى بئر مغطاة قد\n# ,والطائف مدينة صغيرة نحو وادى القرى، إلا أن أكثر ثمارها الزبيب، وهى\n~~طيبة الهواء وأكثر فواكه مكة منها، وهى على ظهر جبل غزوان.\n# وبغزوان ديار\n~~بنى سعد وسائر قبائل هذيل، وليس بالحجاز‐ فيما علمته‐ مكان هو أبرد من رأس\n~~هذا الجبل، ولذلك اعتدل هواء الطائف، وبلغنى أنه ربما جمد الماء فى ذروة\n~~هذا الجبل، وليس بالحجاز مكان يجمد فيه الماء سوى هذا الموضع فيما علمته.\n# والحجر قرية صغيرة قليلة السكان، وهى من وادى القرى على يوم بين جبال،\n~~وبها كانت ديار ثمود، الذين قال الله فيهم: (وثمود الذين جابوا الصخر\n~~بالواد) «1» ورأيت تلك الجبال ms031 ونحتهم، الذين قال الله عنهم:\n# (وتنحتون من الجبال بيوتا فارهين) «2» ،\n~~ورأيتها بيوتا مثل بيوتنا فى أضعاف جبال، وتسمى تلك الجبال\n~~الأثالب، وهى جبال فى العيان متصلة، حتى إذا توسطتها رأيت كل قطعة منها\n~~قائمة بنفسها، يطوف بكل قطعة منها الطائف، وحواليها رمل لا يكاد يرتقى إلى\n~~ذروة كل قطعة منها أحد إلا بمشقة شديدة، وبها بئر ثمود التى قال الله فى\n~~الناقة: (لها شرب ولكم شرب يوم معلوم)\n# «3» .\n# وتبوك بين الحجر وبين أول الشام على أربع مراحل نحو نصف طريق الشام، وهو\n~~حصن به عين ونخيل، وحائط ينسب إلى رسول الله صلى الله عليه وسلم، ويقال إن\n~~أصحاب الأيكة الذين بعث إليهم شعيب كانوا بها، ولم يكن شعيب منهم، وإنما\n~~كان من مدين.\n# ومدين على بحر القلزم محاذية لتبوك على نحو من ست مراحل، وهى\n~~أكبر من تبوك، وبها البئر التى استقى منها موسى عليه السلام لسائمة شعيب،\n~~ورأيت هذه البئر مغطاة قد 
2,Shamela0011780,Shamela0011680,ولهم من المسك الذي يجلب اليهم «9» من التسبت\n~~وخرخيز «20» ما ينقل الى سائر الآفاق والأمصار فيفوق غيره جودا وثمنا،\n~~ويرتفع من الصغانيان الى واشجرد ms350 من الزعفران والأوبار «11» من السمور\n~~والسنجاب والثعالب وغيرها ما ينقل الى كل موضع مع طرائف من الخدنك «12»\n~~والختو والبزاة الرفيعة القرطاسية الشهب والدرهمية المغرنقة وغير ذلك مما\n~~يتنافس به الملوك ويحتاج اليه ويستهديه،] (4) [وأما سماحتهم فإن الناس فى\n~~أكثر «15» ما وراء النهر كأنهم فى دار واحدة ما ينزل أحد بأحد إلا كأنه رجل\n~~دخل فى داره لا يجد المضيف من طارق يطرقه كراهية بل يستفرغ] «17» [124 ظ]\n~~جهده فى إقامة أوده من غير معرفة تقدمت ولا توقع لمكافاة بل اعتقادا\n~~للسماحة فى أموالهم وهم كل امرئ على قدره فيما ملكت يده التنوق والقيام على\n~~نفسه ومن يطرقه، وبحسبك أنك لا ترى صاحب ضيعة يستقل بمئونته إلا كانت\n# ,وبها من المسك الذي يجلب ms178 إليهم من تبت وخرخيز ما ينقل إلى سائر\n~~الأمصار منها؛\n# ويرتفع من الصغانيان إلى واشجرد من الزعفران ما ينتقل إلى\n~~الآفاق، وكذلك الأوبار من السمور والسنجاب والثعالب وغيرها، مما يحمل إلى\n~~أقصى الغرب «4» ، مع طرائف من الحديد والختو «5» والبزاة، وغير ذلك مما\n~~يحتاج إليه الملوك.\n### || \n### ||| وأما سماحتهم\n# فإن الناس فى أكثر ما وراء النهر كأنهم فى\n~~دار واحدة، ما ينزل أحد بأحد إلا كأنه رجل دخل دار نفسه، لا يجد المضيف من\n~~طارق فى نفسه كراهة، بل يستفرغ مجهوده فى إقامة أوده، من غير معرفة تقدمت\n~~ولا توقع مكافأة، بل اعتقادا للسماحة فى أموالهم، وهمة كل امرئ منهم على\n~~قدره فيما ملكت يده، من القيام على نفسه ومن يطرقه، وبحسبك أنك لا تجد فيهم\n~~صاحب ضيعة إلا كانت 
3,Shamela0011780,Shamela0011680,وفواكه بخارا أصح فواكه ما وراء النهر وألذ طعما ومن عمارة بخارا أن\n~~الرجل ربما ms367 قام على الجريب الواحد من الأرض فيكون فيه معاشه وكفافه مع\n~~جماعة من شمله وعدة من أهله، ومن كثرة عددهم [129 ب] واتساع نفقاتهم أن ما\n~~يرتفع من بلادهم يقصر عن كفايتهم لوفورهم وتضاعفهم على ما يخرج من أرضهم\n~~فتحمل اليهم المير من الطعام وسائر ما يحتاجون اليه من سائر ما وراء النهر،\n~~والجبل المتصل قتره بقرية وركه «6» فهو جبل يمتد الى سمرقند فيما بين كش\n~~«7» وسمرقند حتى يتصل بجبال البتم عاطفا على اشروسنه فى عرض فرغانه وحتى\n~~يخرج من ناحية شلجى «8» والطراز «9» ثم يمتد فيما اختبرته أنا ومن سلك ذلك\n~~الطريق «20» معارضا لقصد من أراد المشرق الى بحر الصين «10» ، والمعادن\n~~التى باشروسنه وفرغانه وايلاق وشلجى «11» ولبان «21» الى أرض خرخيز «22»\n~~كلها فى عمود هذا الجبل وما يتصل به من الجبال، والنوشاذر الذي فى عمل\n~~البتم والزجاج والحديد والزيبق والنحاس والآنك والذهب ,وفواكه بخارى أصح\n~~فواكه ما وراء النهر وألذها طعما؛\n# ومن عمارة بخارى أن الرجل ربما قام على\n~~الجريب الواحد من الأرض فيكون منه معاشه، ومن كثرة عددهم أن ما يرتفع من\n~~بلادهم يقصر عن كفايتهم، لوفور عددهم وتضاعفهم على ما يخرج من ms192 أراضيهم «14»\n~~، فيحمل إليهم المير من الطعام وسائر ما يحتاجون إليه من سائر ما وراء\n~~النهر.\n### ||||| والجبل الذي يتصل ذيله «15» بقرية وركه\n# جبل يمتد إلي سمرقند، فيما\n~~بين كش وسمرقند حتى يتصل بجبال البتم، عاطفا على أشروسنة فى عرض فرغانة،\n~~حتى يخرج على ناحية شلجى والطراز، ثم يمتد‐ فيما أخبرنى به من سلك تلك\n~~السبل‐ إلي حد الصين؛\n# وهذه المعادن «16» التى بأشروسنة وفرغانة وايلاق\n~~وشلجى ولبان إلي أرض خرخيز كلها فى عمود هذا الجبل وما يتصل به من الجبال،\n~~والنوشاذر الذي فى عمل البتم، والزاج والحديد والزيبق والنحاس والآنك\n~~والذهب\n
4,Shamela0011780,Shamela0011680,من المدينة على أربعة أيام فى جنوبيها وبها مسجد جامع غير أن أكثر هذه\n~~الضياع خراب وقتنا هذا وكذلك حوالى المدينة ضياع كثيرة قد خربت، والعقيق\n~~واد من المدينة فى قبلتها على أربعة أميال فى طريق مكة وأعذب ماء فى\n~~الناحية أبار ,من المدينة على أربعة أيام فى جنوبيها، وبها\n~~مسجد جامع، غير أن أكثر هذه الضياع خراب، وكذلك حوالى المدينة ضياع كثيرة\n~~وأكثرها خراب، والعقيق واد من المدينة فى قبليها على أربعة أميال فى طريق\n~~مكة، وأعذب مياه تلك الناحية آبار 
5,Shamela0011780,Shamela0011680,على جبل ويجرى بين مدنها نهر كبير ويقع الى غرجستان وفواكههم تجلب اليهم\n~~[وليس لهم بساتين] «2» وتنقل الثمار من ارسف وغيرها، وليس بنواحى الباميان\n~~مدينة على جبل سواها وجميعها ذوات أنهار وأشجار وثمار إلا غزنه فإنه أيضا\n~~لا بساتين بها ولها نهر «4» ، وليس بهذه النواحى والمدن التى هى فى نواحى\n~~بلخ أكثر مالا وتجارة ,على جبل، ويجرى\n~~بين مدنها نهر كبير يقع إلى غرجستان، وفواكههم تجلب «6» إليهم، وليس بها\n~~بساتين، وليس بنواحى الباميان مدينة على جبل سوى الباميان، وكلها ذوات\n~~أنهار وأشجار وثمار، إلا غزنة فإنها لا بساتين لها ولا نهر، وليس فى هذه\n~~المدن التى فى نواحى بلخ أكثر مالا وتجارة\n
6,Shamela0011780,Shamela0011680,وبخوارزم من المدن سوى القصبة\n~~درغان وهزار اسب وخيوه «2» وارد خشميثن «20» وسافردز2»\n# ونوزوار «22» وكردران خواش «3» وكردر وقرية قراتكين «23» ومذمينيه\n~~ومزداخقان «24» [والجرجانية ms360] ، «4» (15) وقصبتها فكانت تعرف بكاث درخاش «5»\n~~فهلكت واتخذ أهلها بجوارها غيرها كالجرجانية وكان لكاث قصبتها قهندز مع\n~~المدينة فخربها النهر وقد أتى عليهما والجامع «7» الذي كان على ظهر القهندز\n~~فلم يبق منهما رسم ولا طلل «8» ، وكان فى وسط المدينة نهر يسمى خركرور «25»\n~~يشق المدينة والسوق وكانت المدينة على جانبى هذا النهر وطولها نحو ثلث فرسخ\n~~فى مثله وكانت أسواقها عامرة وتجاراتها دارة زاجية، «10» (16) وأول حد\n~~خوارزم يسمى الطاهرية «11» مما يلى آمل موضع [تمتد] «26» فيه العمارة من\n~~جنوبى جيحون وليس فى شماليه عمارة حتى ينتهى الى قرية غارامخشه «13» ثم\n~~يكون من غارامخشه الى مدينة خوارزم عامرا «27» [من جانبى جيحون جميعا وقبل\n~~غارامخشه بستة فراسخ نهر يأخذ من جيحون فيه عمارة] ,وبخوارزم من المدن\n# سوى القصبة درغان وهزار اسب وخيوه وخشميثن وأردخشميثن وسافردز «4» ونوزوار\n~~وكردران «5» خواش وكردر وقرية براتكين ومذمينية ومرداجقان والجرجانية.\n### |||| فأما قصبتها فإنها تسمى بالخوارزمية كاث،\n# ولها قلعة «6» ليست بعامرة،\n~~وكانت لها مدينة فخربها النهر، وبنى الناس من وراء المدينة، وقد قارب النهر\n~~القلعة ويخاف على تهدمها، والمسجد الجامع على ظهر القلعة، ودار خوارزم شاه\n~~عند المسجد الجامع، والحبس عند القلعة «7» ، وفى وسط المدينة نهر جردوريشق\n~~المدينة، والسوق على جانبى «8» هذا النهر، وطولها نحو ثلث فرسخ فى نحوه،\n~~وأما أبوابها فقد تهدم بعض المدينة وذهب أبواب ما تهدم منها، والباقى قد\n~~بنى خلف ما تهدم على الوادى،\n### |||| \n# وأول حد خوارزم يسمى الطاهرية مما يلى آمل،\n~~فتمتد هذه العمارة فى جنوبى جيحون، وليس فى شماليه عمارة، إلى أن ينتهى إلى\n~~قرية تسمى غارابخشنه، ثم يكون من غارابخشنه إلى مدينة خوارزم عامرا من\n~~جانبى جيحون جميعا، وقبل غارابخشنه بستة فراسخ نهر يأخذ من جيحون فيه عمارة\n~~
7,Shamela0011780,Shamela0011680,خاصة ففيه رطب يعرف برطب الطن ويقال أن ذلك الرطب إذا أكله الإنسان وشرب\n~~عليه ماء المسرقان لم يخطئه رائحة «2» فيه من رائحة الخمر العتيق، وليس\n~~بخوزستان موضع يجمد [73 ب] فيه الماء ولا يقع فيه الثلج ولا يخلو من\n~~النخيل، والعلل بها كثيرة وخاصة لمن «4» انتابها وطرأ عليها، وثمارهم\n~~وزروعهم فالغالب منها فى غلاتهم النخل ولهم عامة الحبوب كالحنطة والشعير\n~~والفول «6» ويكثر عندهم الأرز حتى أنهم ليطحنونه ويخبزونه ويأكلونه وهو لهم\n~~قوت [وفيهم من تعود أكل خبز الأرز طول السنة حتى إذا أكل خبز الحنطة أخذه\n~~المغس ووجع البطن وربما يموت منه] «8» وكذلك رساتيق العراق، وليس من بلد\n~~ليس به قصب سكر فى جميع هذه الكور الكبار التى تقدم ذكرها وأكثر ذلك\n~~بالمسرقان ويقع أكثره الى عسكر مكرم، وليس بالعسكر فى القصبة كثير سكر ولا\n~~بتستر ويتخذ الكثير منه بالسوس وفى سائر المواضع للأكل من القصب ما يسد\n~~الحاجة ويزيد وعندهم عامة الثمار، ولا يكاد يخطئهم من الثمار غير الجوز وما\n~~لا يكون إلا ببلاد الصرود، (6) وأما لسانهم فإن عامتهم يتكلمون بالفارسية\n~~والعربية غير أن لهم لسانا آخر خوزيا ليس بعبرانى ms204 ولا سريانى ولا فارسى،\n~~وزيهم زى أهل العراق فى الملابس من القمص والطيالسة والعمائم وفى أضعافهم\n~~من يلبس الأزر والميازر، والغالب على أخلاقهم الشراسة والمنافسة فيما بينهم\n~~فى اليسير من الأمور والشدة والإمساك، والغالب على خلقهم صفرة الألوان\n~~والنحافة وخفة اللحى ووفور الشعر فيهم أقل مما فى غيرهم من المدن وهذه صفة\n~~عامة ,خاصة فإن بها رطبا يسمى الطن، يقال إن ذلك الرطب إذا أكله الإنسان وشرب\n~~عليه ماء المسرقان لم تخطئ «4» منه الخمر، وليس بخوزستان موضع يجمد فيه\n~~الماء، ولا يقع فيه الثلج، ولا يخلو من النخيل، والعلل بها كثيرة وخاصة لمن\n~~انتابها.\n### ||| وأما ثمارهم وزرعهم\n# فإن الغالب على بلاد خوزستان من الأشجار\n~~النخل، ولهم عامة الحبوب من الحنطة والشعير والباقلاء، وأكثر حبوبها بعد\n~~الحنطة والشعير الأرز، فيخبزونه وهو لهم قوت، وكذلك فى رستاق العراق، وليس\n~~من بلد ليس به قصب سكر من هذه الكور الكبار، ولكن أكثر ما بها من السكر\n~~بالمسرقان، ويقع جميعه إلى عسكر مكرم، وليس بعسكر مكرم فى القصبة كثير سكر،\n~~وكذلك بتستر والسوس فإنه يتخذ منه السكر، والقصب فى سائر المواضع إنما هو\n~~للأكل دون أن يتخذ منه السكر، وعندهم عامة الثمار لا يكاد يخطئهم إلا\n~~الجوز، وما لا يكون إلا ببلاد الصرود «5» .\n### ||| وأما لسانهم\n# فإن عامتهم يتكلمون\n~~بالفارسية والعربية، غير أن لهم لسانا آخر خوزيا، ليس بعبرانى ولا سريانى\n~~ولا فارسى؛\n### ||| وزيهم\n# زى أهل العراق فى الملابس من القمص والطيالسة والعمائم،\n~~وفى أضعافهم من يلبس الأزر والميازر،\n### |||  والغالب على أخلاقهم\n# سوء الخلق،\n~~والمنافسة فيما بينهم فى اليسير من الأمور وشدة الامساك، والغالب على خلقهم\n~~صفرة اللون والنحافة وخفة اللحى والضخامة، ووفور الشعر فيهم أقل مما فى\n~~غيرهم من المدن، وهذه صفة عامة 
8,Shamela0011780,Shamela0011680,ويليهما باب يعرف بباب رخنه ويليه باب عند قصر أبى هشام الكنانى [128 ب]\n~~ويليه باب عند قنطرة السويقة ويليه باب فارجك ويليه باب دروازجه «3» ويليه\n~~باب سكة مغان ويليه درب سمرقند الداخل، (20) وليس فى مدينتها ولا فى\n~~قهندزها ماء جار لارتفاعهما ومياههم من النهر الأعظم الجارى من سمرقند\n~~ويتشعب من هذا النهر فى المدينة أنهار منها نهر يعرف بنهر فشيرديزه «6»\n~~فيأخذ من نهر بخارا فى مكان يعرف بالورغ فيجرى فى درب المردكشان على جوبار\n~~إبراهيم حتى ينتهى الى باب البلعمى ويقع فى نهر نوكنده «8» وعلى هذا النهر\n~~نحو ألفى بستان وقصور وأراض كثيرة شربها منه ومن فم هذا النهر الى مغيضه\n~~نحو فرسخ، ونهر يعرف بجوبار بكار يأخذ من النهر المذكور آنفا فى وسط\n~~المدينة بموضع يعرف بمسجد أحيد «11» ويغيض بنوكنده «20» وعلى هذا النهر شرب\n~~بعض الربض ونحو ألف بستان وتغرس عليه الأشجار الآن لفسحة مائه وسعة أراضيه،\n~~ونهر يعرف بجوبار القواريريين يأخذ من النهر فى المدينة بموضع يعرف بمسجد\n~~العارض فيسقى بعض الربض وهو أغزر وأعمر للأراضى من نهر بكار، ونهر يعرف\n~~بجوغشج «15» يأخذ من النهر عند مسجد العارض فيسقى بعض الربض حتى يخرج الى\n~~نوكنده «16» وهو نحو جوبار العارض، ونهر يعرف بنهر بيكند يأخذ من النهر فى\n~~المدينة عند رأس سكة ختع فيسقى بعض الربض ويغيض بنوكنده «18» ، ونهر نوكنده\n~~«21» يأخذ من النهر عند دار حمدونه وهو مغيض للمياه وعليه شرب بعض الربض\n~~ويغيض فى المفازة وليس عليه شرب لأحد، ويليه نهر الطاحونة فيأخذ من النهر\n~~فى المدينة بموضع يعرف بالنوبهار وعليه بيوت بعض أهل الربض ويدير أرحية\n~~كثيرة حتى ينتهى الى بيكند ومنه شرب أهل بيكند، ونهر يعرف\n# ,ويليهما باب يعرف بباب رخنة،\n# ويليه باب عند قصر أبى هشام الكنانى،\n# ويليه باب عند قنطرة السويقة،\n# ويليه باب فارجك،\n# ويليه باب درولزجه،\n# ويليه باب سكة مغان،\n# ويليه درب سمرقند الداخل،\n### ||||| [ أنهار بخارى ]\n# وليس فى مدينتها ولا فى قهندزها ماء حار لارتفاعهما «6» ، ومياههم\n~~من النهر الأعظم،\n# وينشعب من هذا النهر فى المدينة أنهار، منها:\n# نهر يعرف بنهر فشيديزه يأخذ من نهر بخارى فى مكان يعرف بالورغ، يجرى فى\n~~درب المردقشة على جوبار أبى ابراهيم، حتى ينتهى إلى باب الشيخ الجليل أبى\n~~الفضل ويقع فى نهر نوكنده، وعلى هذا النهر نحو ألفى بستان وقصر سوى الأرضين،\n~~ومن فى «7» هذا النهر إلى مغيضه نحو من نصف فرسخ،\n# ونهر يعرف بجويبار بكار يأخذ من هذا النهر فى وسط المدينة بموضع يعرف بمسجد\n~~احيد «8» ويغيض بنو كنده، وعلى هذا النهر شرب بعض الربض ونحو من ألف بستان\n~~وقصر سوى الأرضين،\n# بجويبار القواريريين، يأخذ من النهر فى المدينة بموضع يعرف بمسجد العارض،\n~~فيسقى بعض الربض؛ وهو أغزر وأعم للأراضى والبساتين من نهر بكار،\n# ونهر يعرف بجوغشج يأخذ من النهر عند مسجد العارض، فيسقى بعض الربض حتى يخرج\n~~إلى نوكنده، وهو يعرف بجويبار العارض «9» ،\n# ونهر يعرف «9» بنهر بيكند يأخذ من نهر المدينة «10» عند رأس سكة ختع،\n~~فيسقى بعض الربض ويغيض بنوكنده،\n# ونهر نوكنده يأخذ من النهر عند دار حمدونة «11» ، وهو مغيض للمياه عليه\n~~شرب «11» بعض الربض ويفضى إلى المفازة، وليس عليه شرب ضياع،\n# ويليه «12» نهر الطاحونة يأخذ من النهر «12» فى المدينة بموضع يعرف\n~~بالنوبهار، وعليه شرب بعض «13» الربض ms190 ويدير أرحية «13» وينتهى إلى بيكند،\n~~ومنه شرب أهل بيكند،\n# ونهر «14» يعرف 
9,Shamela0011780,Shamela0011680,وعلى باب الرجان «2» مما يلى خوزستان\n~~قنطرة على نهر طاب تنسب الى الديلمى طبيب الحجاج بن يوسف «4» وهى طاق واحد\n~~سعة ما بين عموديه على وجه الأرض ثمنون خطوة وارتفاعها مقدار ما يجوز فيه\n~~راكب الجمل بيده علم من أطول ما يكون من الأعلام، وبكورة اردشير خره من\n~~نواحى شيراز عين ماء حلو عذب يشربه الناس لتنقية الجوف فمن شرب قدحا أقامه\n~~مجلسا وإن ازداد فلكل قدح مجلس، وبناحية داذين «8» نهر ماء عذب يعرف بنهر\n~~اخشين «20» يشرب منه ويسقى الأرضين إذا غسلت بمائه الثياب ms235 خرجت خضرا،\n~~,وعلى باب أرجان مما يلى خوزستان\n~~قنطرة على نهر طاب، تنسب إلى الديلمى طبيب الحجاج، وهى طاق واحد‐ سعة الطاق\n~~على الأرض ما بين العمودين نحو ثمانين خطوة، وارتفاعه مقدار ما يجوز فيه\n~~راكب الجمل بيده علم من أكبر ما يكون؛\n# وبناحية كران طين أخضر كالسلق يؤكل،\n~~ليس فيما علمته فى بلد مثله؛\n# وبناحية جنابة فى البحر مكان يعرف بخارك معدن\n~~اللؤلؤ، يقال إن النادر منه لا يفوقه شىء، وأن الدرة اليتيمة منه إن صح\n~~ذلك، وبناحية شيراز ريحان يعرف بسوسن نرجس، ورقه مثل ورق السوسن، وداخله\n~~مثل عين النرجس سواء،\n# وبناحية داذين نهر ماء عذب يعرف بنهر إخشين، يشرب منه\n~~ويسقى الأراضى، وإذا غسلت به ثياب خرجت خضرا؛\n# 
