begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
0	389	113	520	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms001	LMN20200820-ara1.completed.ms01	71	صلي الله عليه وعلي اله وصحبه صلاة يجازي عنها الشكور وبعد فان-ه --ل--ما- -----كا-نت السير-----ة طراز -الدول ومراة -يري الناظر --في-ها ا	صلي الله عليه وعلي اله وصحبه صلاة -لا-- تزال الالسنة بها ثانية والاقوال مرسلة اعنتها غير ثانية وبعد فان في اثبات سير- الملوك ما يشهد ا	1	1	-4457122375682623419	5134781673944761771	0	18	26	26	51	135	52.592594146728516	9	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
0	1491	120	1616	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms001	LMN20200820-ara1.completed.ms36	77	صلي الله عليه وعلي اله وصحبه صلاة يجازي عن-ها الشكور وبعد فانه لما --كانت ال-سيرة طرا-ز الدول ومراة يري الناظر في--ه-ا- ا-حوال ال	صلي الله عليه وعلي اله وصحبه صلاة -لا-- تنقضي ا--بدا وبعد فانا لما الهمنا الله من مصالح الامم وخولنا من الحرص علي مهمات العباد ال	1	36	-4457122375682623419	4908225398117630220	0	21	10525	10525	56	130	59.230770111083984	11	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
171	1027	345	1227	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms002	LMN20200820-ara1.completed.ms65	114	لي الم---واطن ال-شامية -فاختص- ب-ال--سلطان -الشهيد الملك-- الصالح ن-جم الدين ا---يوب بن المل-ا------ك الكامل ناصر الدين محمد بن الملك العادل سيف الدين ابي بكر بن ايوب -------رحمهم- الله -ا---جمعي-ن و--هو ا---لملك ال	لك المظفر شمس الدين بن رسول صاحب اليمن كان وال---د المذكوم امير جاندار الملك المسعود بن السلطان الملك الكامل ناصر الدين -----بن الملك العادل---- ---بن ابي بكر بن ايوب بن شادي عندما ملكه والده اليمن واتفق ان الملك ال	2	65	2781672170386558544	-4509188218270505980	326	331	19238	19238	87	215	53.02325439453125	12	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
204	352	303	462	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms002	LMN20200820-ara1.completed.ms74	67	ال-شهيد الملك الصالح نجم الدين ايوب بن الملاك الكامل -ن-اصر الدين ---محمد --بن ال-ملك -العادل- -سيف الدين ابي	السلطان الملك الصالح نجم الدين ايوب بن المل-ك الكامل بن العادل بن ايوب قد اسره التتار نوبة حلب ودام اساره الي	2	74	2781672170386558544	8552935875039781424	319	319	21922	21922	49	111	60.36035919189453	8	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
1629	1226	1664	1261	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms011	LMN20200820-ara1.completed.ms04	35	في العشر الاوسط من شعبان سنة ثمان	في العشر الاوسط من شعبان سنة ثمان	11	4	-841789509780485404	22146334391419772	3008	3008	908	908	27	35	100.0	8	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
687	266	856	443	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms011	LMN20200820-ara1.completed.ms47	90	الامير جمال الدين النجيبي بذلك فرجع العسكر المصري واقام السلطان ب-غزة ---حتي سيتر الي الديار المصرية الامير علاء الدين --طیبر ----س الوزيري الي ال-مل-ك المظفر سیف الدين -قطز --رحمه ال	الامير جمال الدين ا--قوش السلاح دار الرومي ثل-ث حله بدر ال--دين بكتاش الفخري امير سل--اح ثلث حلحولية الامير علاء الدين السعدي الشمس الصالحي ثلث حلحولية الامير بدر الدين كجكا الرومي ثل	11	47	-841789509780485404	964634414971570628	3030	3030	13831	13831	64	184	48.91304397583008	8	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
705	1425	840	1578	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms014	LMN20200820-ara1.completed.ms14	83	ن-ه ولما كان يوم ال-سب--ت سابع عشر ذي القعدة سنة ثمان وخمسين وستمءة ساق السلطان --معه في -الصيد -وهو قريب القصير وقد- وا-عد --جم-ا-ع-ة قل--ي----لة وساق ال--ي--	نين ولما كان يوم الاربعاء تاسع عشر رمضا----ن سنة -تسع وخمسين وستمءة برز السلطان والخليفة واقاما ظاهر -البلد حتي- عيدا واكلا طعام العيد كل في خيمته وحضر الخليفة	14	14	8768424471940588596	830401753426950766	3927	3927	3928	3928	59	160	51.875	8	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
1272	1125	1417	1272	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms015	LMN20200820-ara1.completed.ms06	96	و-ا-لخزا--ءن وحلف الن-اس --ا-لذين با--لقلعة للسلطان وسيتر نسخة الايمان وطاب قلبه وساق ودخل القلعة ليلة الاثنين تاسع عشر ذي الحجة سنة ثمان وخمسين وستمءة و--ا	وطا له امرها وحلف النواب بها لانه كان تقدمه ل--هذا- السبب ودخل السلطان و-استق--ر --في كرسي المل-ك -يوم الاثنين تاسع عشر ذي الحجة سنة ثمان وخمسين وستمءة ولما	15	6	-6099895974270859216	3749134959565683534	4225	4225	1528	1528	72	157	61.1464958190918	11	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
725	1494	844	1615	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms020	LMN20200820-ara1.completed.ms07	67	ه -الدولة ومبارها- --ما- حط من المظالم عن الرعية المقرر للنقدية في-- دولته الف الف دینار في كل سنة ستماءة الف دينار وثلاثماءة	ه في دولته مما كان يستادي ظلما الف الف دينا-ر في ال-سنة ما ينفق فيمن استخدم من النقد--ية في ال-سنة ستماءة الف دينار وثلاثماءة	20	7	1745732342925547735	-4745672111066923871	5723	5723	1824	1824	51	126	53.17460250854492	7	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
963	37	1314	281	-8513222754224368155	1772412992146626924	GVDB20200120-ara1.completed.ms020	LMN20200820-ara1.completed.ms08	185	ه- خمسماءة الف دينار المقرر علي بيت المال في جامکیات المماليك البحرية خارجة عن النقدية ثلاثماءة الف دينار وثمانون الف دينار المقرر علي الديوان وبيت ماله لنفقات ادر الملوك واولاد الملوك في السنة اربعون الف دينار المقرر لارباب الرواتب وجام-يات المستخدمين بالباب والاعمال ما ينفق في الفقراء ماءة الف دينار وسبعون الف -----وعشرون -دینار-ة وعشر---ون ال--ف اردب غل-----ة -ال-ذي-	ها خمسماءة الف دينار------- -------------نف-------قة المماليك البحرية --وغيرهم --------ثلاثم-ءة الف دينار وثمانون الف د---ر--هم--- صلة --بيو------------------ت ا----لملوك -ا-لا------و--ين ال-يه اربعون الف دينار -----------------------جامكيات ال----د-----------وا---------وين ورفد الفقراء م-ءة الف دينار وسبعون الف درهم وعشرون الف اردب المرتب من الغلة برسم الجرايات والعليق	20	8	1745732342925547735	-7235090825186126972	5759	5759	2104	2125	148	373	49.59785461425781	17	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
