begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
683	1060	810	1221	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms030	EShia0071536-ara1.completed.ms393	82	ا- السلطان علي -كت-اب -الله- -----وسنة رسول ال--له صلي الله -عل---يه وسل--م وعل-ي -الامر بالمعروف والنهي عن المنكر والجهاد ف-ي -سبيل -الله- ------واخذ --ا--موا-ل	اة النافلة وهي التطوع ومثلها في الجملة -مثل الدعاء الي الحق والتواصي بالخير والبر والامر بالمعروف والنهي عن المنكر والامر بفعل الخير والنهي عن الفواحش مما يتواصي	30	393	-1698775605649024276	-5026672712384448822	8724	8724	117627	117627	59	162	50.61728286743164	4	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
677	477	812	629	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms030	EShia0071536-ara1.completed.ms396	82	مول-ا-نا السلطان علي كتاب ال-له و-سنة رسول الله صلي -ا--لله عل--يه ---وسلم وعلي الامر بالمعروف والنهي عن المنكر والجهاد في سبيل-- -ال-له وا--خذ ا--موال-- ال	مثلها في الباط-ن مثل دعوة الحجة وهي الدعوة المستورة وان مثل الصلاة النافلة مثل- الامر بالمعروف والنهي عن المنكر والتوا--صي -بالبر والخير والحجة الذي اليه ال	30	396	-1698775605649024276	3537976929309557770	8725	8725	118526	118526	60	157	52.22929763793945	7	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
715	1195	796	1308	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms030	EShia0071536-ara1.completed.ms743	58	ل- --ا-لله- صلي ---الله عل-يه- -و-سل-م ----وعلي الامر بالمعروف والنهي عن المنكر ------والجها-د ---في ----سبيل- ال	لم بما ينهي عنه فهذا في الظاهر هو الذي ينبغي في الامر بالمعروف والنهي عن المنكر من بعد ان ياذن له في ذلك من له ال	30	743	-1698775605649024276	-3052486632152604833	8715	8715	222625	222625	43	113	51.32743453979492	6	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
402	265	600	480	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms043	EShia0071536-ara1.completed.ms028	109	ه وبالله ال--طالب- الغالب الضار النافع ال-مدرك ال---مهلك الحي ال-قيو--م ا--لذي ارسل- ماءة الف نبي و اربعة وعشرين الف نبي الي الخلاءق كافة وبالحلال والحرام -يعني- -الطلاق انه مهما- ا-مر به مولانا ال--سلطان ال-مل-ك -الظاهر--	ه وبينهم الا مرتبة السبق لا غير ولذلك قال ناطق الدور صلي الله عليه وسلم ان لله تعالي ماءة الف نبي و-اربعة وعشرين الف نبي مشيرا-- الي -هذا --الهيكل -الشريف العظيم واليه اشار الكتاب الكريم بقوله تعالي قل ان الاولين وال-اخرين	43	28	1979236883516409490	-4168917282421927449	12635	12635	8141	8141	83	223	48.87892532348633	9	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
663	1134	730	1221	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms051	EShia0071536-ara1.completed.ms393	54	-الله والامر بالمعروف والنهي عن المنكر وجها-د -اع-دا---ء -الله- ------واخذ --ا--موا-ل	والبر والامر بالمعروف والنهي عن المنكر والامر بفعل الخير والنهي عن الفواحش مما يتواصي	51	393	-7919122516947288088	-5026672712384448822	15012	15012	117615	117615	42	87	62.068965911865234	6	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
619	486	789	684	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms051	EShia0071536-ara1.completed.ms396	97	السلطان -عليه و-با-يعه علي --كتاب ال----له وسن---ة رسول-- ال---له ---والامر بالمعروف والنهي عن المنكر وجهاد اعداء الله وا-خ-ذ -اموال الله بحقها وصرفها في مستحقها وال-وفاء بال-عهود وا-قا-مة ---ال----حدود	الباط-ن مثل دعوة الحجة وهي الدعوة المستورة وان مثل الصلاة النافلة مثل الامر بالمعروف والنهي عن المنكر و--التواصي بالبر والخير والحجة الذي اليه- الدعوة -المست-ورة والامرون بالمعروف والناهون عن المنكر دون	51	396	-7919122516947288088	3537976929309557770	15029	15029	118532	118532	72	204	47.54901885986328	5	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
1440	111	1517	190	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms051	EShia0071536-ara1.completed.ms412	64	ال--ا-عداء -واشه-د ا-ن -لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله	المنازع ان يلقنه شهادة الا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله	51	412	-7919122516947288088	1427639531648608445	15017	15017	123317	123317	49	84	76.19047546386719	12	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
1451	1308	1601	1498	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms052	EShia0071536-ara1.completed.ms046	99	ا-ن ا-حسن ما و-عظ --به الانسا-ن كلا-م الملك ال----ديان يا---- --ا-يه-ا ا-لذين امنو-ا- اطيعوا الله واطيعوا الرسول واولي الامر منكم ------فان تنازعتم ---في- ---شء فردوه ا-----لي-- الله والرسول- -ا	اءم الاسلام- وامر الله في كتابه بطاعة ا-ولي الامر وقرن طاعتهم بطاعته وطاعة رسوله وقال اطيعوا الله واطيعوا الرسول واولي الامر منكم وكذلك قرن ولايتهم بولاية رسوله بقوله انما وليكم الله و--رسوله وا	52	46	-3901367222136330853	-2196721664125180130	15328	15328	13532	13532	74	194	51.03092956542969	8	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
1432	590	1636	823	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms052	EShia0071536-ara1.completed.ms297	110	اد ال--ل-ه بتقوي ا-لله-- --ان احسن- ما -وعظ به الانسان كلام الملك الديان -يا ايها الذين ا----منو-ا اطيعوا الله واطيعوا الرسول واولي الامر منكم ف-ان تنازعتم- في شء فردوه الي- الله والرسول ا--ن --كنتم تءمنون --بال---له وال-يوم -ال--اخر ذل	ان الا لله ولا يراد بهما غيره ومعناهما الذي هو ال-طاعة علي ما ذكرنا يكون لله ولمن امر بطاعته بقوله اطيعوا الله واطيعوا الرسول واولي الامر منكم فكان لذلك كما ذكرنا في التاويل مثل- -الركوع الذي هو دون السجود في التواضع والتذلل مثل طاعة ال	52	297	-3901367222136330853	-1787439414253582626	15338	15338	88844	88844	79	236	46.61016845703125	8	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
1445	140	1600	329	-8513222754224368155	1684180232976004576	GVDB20200120-ara1.completed.ms052	EShia0071536-ara1.completed.ms464	100	-ال-----له- -ان- -احسن-- -م---ا-- -وعظ به الانسا-ن كلام الملك الديان -يا ايها الذين امنوا اطيعوا الله واطيعوا الرسول واولي الامر منكم -فان -تنازعتم--- -في --شء --فردو--ه ال-ي--- -الله والرسول--	والطاعة لهم وانه لا ينفع عمل عامل في ظاهر ولا باطن الا- -بذلك -وبي-ن ذلك في-- كتابه بقوله اطيعوا الله واطيعوا الرسول واولي الامر منكم وقال لرسوله محمد صلي الله عليه واله قل يعني لامته لا اسءلكم	52	464	-3901367222136330853	6893893033295495951	15330	15330	138927	138938	71	195	51.28205108642578	8	GVDB20200120-ara1.completed	EShia0071536-ara1.completed
