begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1028	213	1246	436	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0180	139	فلا هادي ل-ه -----واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله وكفي بالله شهيدا صلي الله عليه وعلي اله--- --------وسلم تسليما قا-ل -ا-لله تعا----لي -يا ايها الذين امنوا -اتقوا	اذا تاب اليه ورجع واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ا--ل--ذي سن الدين وشرع واظهر- ال--ا-عي---اد و-----ال-----جمع صلي الله عليه وعلي اله ما بزغ نجم وطلع وعلي اصحابه ما ودق سحاب وهمع وكان يقول للفقراء لا تعتدوا	1	180	-4047927848413200647	-6162675967787713684	45	45	53741	53747	105	244	56.96721267700195	19	Shamela0002864-ara1	Shamela19Y0145334-ara1
1037	589	1145	687	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0289	61	له --واشه-د- ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله --ارسله -با-لهدي و-دين الحق ليظهره --علي ال	لا تنس شهادة ان لا اله الا الله ----------------و-----ان محمدا عبده ورسوله ثم نادي مناد ادخلوه من باب المغفرة فدخلت ال	1	289	-4047927848413200647	-5519131702274600575	23	23	86421	86421	45	119	51.26050567626953	11	Shamela0002864-ara1	Shamela19Y0145334-ara1
11	204	213	432	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0311	129	الجهمية -في تاسيس بدعهم ال----ك--لا---مي-ة --المءلف تقي الدين ---ابو العباس احمد بن عبد الحليم بن عبد السلام بن عبد الله بن ابي القاسم بن محمد ابن تيمية ----ال--حراني الحنبلي ال----دمشقي المتوفي --ه ال-محقق مجموعة من ا----لمحققين الن-ا	ال-مسير الي القدس فاجيب الي ذلك وسار اليها وكانت وفاته بالشام في ابن -تيمية احمد بن عبد الحليم بن عبد السلام بن عبد الله بن ابي القاسم--- محمد -بن تيمية تقي الدين ابو ال-عباس المنعوت شيخ الاسلام ابن الامام شهاب الدين ابي المح-اسن ابن ا	1	311	-4047927848413200647	-8619037786553042346	2	34	93039	93045	97	236	54.66101837158203	16	Shamela0002864-ara1	Shamela19Y0145334-ara1
34	765	186	876	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0421	73	ال-كل---امية المءلف تقي الدين ابو العباس احمد بن عبد الحليم بن عبد السلام بن عبد الله بن ابي القاسم بن محمد ابن تيمية الحراني الحنبلي الدمشقي المتوفي --ه ----ال-م	العالم قاضي- القضاة شمس الدين ابو العباس ا----بن --شها------ب- ----ال----------د------ين ا----ل---م---عروف بابن ------خل-كان- الاربلي الدمشقي الشافعي ولد يوم الخم	1	421	-4047927848413200647	-24250808598886989	5	29	126019	126019	57	163	44.785274505615234	7	Shamela0002864-ara1	Shamela19Y0145334-ara1
1015	420	1097	496	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0439	51	ل له --وم-ن ---يضلل --فلا ها--دي له واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا	ل يا مسلمين انا كنت كافرا واسلمت انا اشهد ان لا اله الا ا-ل---------------له واشهد ان محمدا	1	439	-4047927848413200647	7713830107361665921	20	20	131417	131417	36	92	55.434783935546875	9	Shamela0002864-ara1	Shamela19Y0145334-ara1
992	1242	1194	1396	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0529	111	ل--نا ---من -يهده الله فل--ا- مضل- له و--من-- يضلل فلا هادي له واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله وكفي بالله شهيدا صلي الله عليه وعلي اله و	لطانا نصيرا احمده عل-ي السراء والضراء واستنصره علي دفع الاعداء واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عب-------------ده -------و-------------ر---------------سو------ل-ه ------صلي الله عليه وعلي اله و	1	529	-4047927848413200647	7241750038921840175	43	43	158430	158430	82	216	51.38888931274414	19	Shamela0002864-ara1	Shamela19Y0145334-ara1
1016	1139	1251	1334	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0530	123	ل-ه وم-ن يضلل فلا هادي له واشهد ان لا اله الا الله وحده لا شريك ل--------------ه واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله وكفي بالله شهيدا صلي الله عليه وعلي اله و------سلم تسليما --ق-ال الله -تعالي يا ايها الذين امنوا اتقوا الله	لله حمدا يقوم بشكر نعماءه واشهد ا--لا اله الا الله وحده لا شريك له عدة عند لقاءه واشهد ان --م-----------------------حمد-------ا--- سي---د ----ا---ن-------بي--ا-ءه ------صلي الله عليه وعلي اله وصحبه وسلم عدد ما خلق في ارضه وسماءه -اوصيكم -عباد ا-لله بتقوي الله	1	530	-4047927848413200647	62289175788391252	49	49	158741	158741	89	261	47.12643814086914	17	Shamela0002864-ara1	Shamela19Y0145334-ara1
1003	110	1230	362	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0579	150	ال--له فلا م----ضل له -وم---ن يضلل فلا هادي -له ---واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله و---كفي بالله شهيدا- صلي -الله عليه وع--لي ا-له و---سلم تسليما قال الله ----تعا-لي- -يا ايه--ا ال	الرحيم هذا ما اوصي به احمد بن حنبل رضي الله عنه انه يشهد ان لا اله الا الله وحده لا شريك له و-----ان محمدا رسول --الله ارسله بالهدي ودين الحق ليظهره علي الدين كله ولو كره -المشركون التوبة واوصي من اطاعه من اهله واقاربه ان يعبدوا- الله في العابدين ويحمدوه في ال	1	579	-4047927848413200647	-7803610917723086623	48	48	173425	173452	108	261	57.47126388549805	22	Shamela0002864-ara1	Shamela19Y0145334-ara1
919	44	1164	287	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0725	129	-نته والحمد لله نستعينه ونستغفره ونعوذ بالله من شرور انفسنا ومن سيءات -اعمالنا من يهده الل-ه فلا مضل له ومن يضلل -فلا --هادي له واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ا-رسله با-لهدي و---دين -الحق -ليظهره --علي -ال-دي----ن كل-ه وكفي --بالله	لعلي وال---------ارضين- الس--فلي و--ما ب-ينه-ما --و-ما- تحت -الثري كل خاضع ل-عظم--ته متذلل لعزته م-تصرف بم-شيءته واقع تحت قدرته واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله اختاره وانتخبه وارتضاه وكرمه واصطفاه وبعثه بالهدي ودين الحق الذي تعبد به	1	725	-4047927848413200647	-5472597062651063886	49	49	217204	217245	92	269	47.95539093017578	15	Shamela0002864-ara1	Shamela19Y0145334-ara1
1302	711	1369	798	-812960164341536448	8581614112480461348	Shamela0002864-ara1.ms0001	Shamela19Y0145334-ara1.ms0725	60	ومن يطع الله ورسوله فقد فاز فوزا عظيما الاحزاب ----و--قال-- -------تعالي---- -يا ايها	ومن يطع الله ورسوله فقد فاز فوزا عظيما الاحزاب الا وان الله عز وجل جعل يومكم هذا عيدا	1	725	-4047927848413200647	-5472597062651063886	14	14	217219	217219	46	87	68.96551513671875	10	Shamela0002864-ara1	Shamela19Y0145334-ara1
