begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1125	970	1429	1217	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0001	Shamela0002864-ara1.ms0001	148	ان-زهه -من --خلل --وا-ن حوي احسن الخلال ولا من زلل وان -طاب مورده الزلال واشهد ان لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله ا-لذي كا---ن لقول الحق اهلا ومن جعل بتشريعه طرق الفلاح لسالك سننه سه-لا صلي الله عليه----- ----وسلم وعلي-- -ال----ه -وا	انفسنا ومن سيءات اعمالنا من يهده ال-ل-ه فلا مضل له ومن يضلل فلا ه-ادي له واشهد ان لا اله الا الله وحده ل------------ا-- ---------شر--ي------------ك-- -ل----------------ه- ---------و-اشهد ان ------محمدا عبده ورسوله ارسله بالهدي ودين الحق --ليظهره -علي الدي-ن كله وكف--ي -بال----له شهيدا صلي الله عليه وعلي اله وسلم تسليما قال الله تعا	1	1	2081119088109694816	-4047927848413200647	63	63	51	51	105	334	44.311378479003906	15	JK001330-ara1.completed	Shamela0002864-ara1
0	1211	71	1297	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0011	Shamela0002864-ara1.ms0014	51	كثيرة باذن الله والله مع الصابرين وما منا رجل ---ال--ا وهو --يدع-و-- -ربه صبا----حا و	كثيرة باذن الله والله مع الصابرين البقرة يقول في النصر لهم علي عدوهم وقال فلا تهنوا و	11	14	779271621870808297	3174953929486773193	3000	3013	3917	3917	38	86	59.30232620239258	8	JK001330-ara1.completed	Shamela0002864-ara1
423	0	638	214	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0011	Shamela0002864-ara1.ms1423	96	اليها الا خصلة من ثلاث فاختر ايتها شءت ولا تطمع نفسك في الباطل بذلك امرني الامير وبها امره امير -المءمنين وهو عهد رسول الله صلي الله عليه وسلم من قبله الي-نا-- اما اجابت--كم -الي --الاسل-ام--- -ال-ذي ----هو الدين الذي -لا- يقبل الله -غي	-صورة اسد زاد ابن -بطة بالاسناد عن ابن --ا-سحاق حدثني يعقوب بن عتبة --عن- عكرم-ة --عن ا-بن عباس قال------ ---انشد رسول الله صلي الله عليه وسلم من قول- امية ابن ابي الصلت رجل وثور تحت رجل يمينه والنسر للاخري ول-يث مرصد فقال رسول الله صلي	11	1423	779271621870808297	-1773395302683185978	3043	3043	426600	426641	59	237	40.50632858276367	9	JK001330-ara1.completed	Shamela0002864-ara1
0	688	35	723	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0011	Shamela0002864-ara1.ms1549	35	كثيرة باذن الله والله مع الصابرين	كثيرة باذن الله والله مع الصابرين	11	1549	779271621870808297	-6917815298248144519	3000	3007	464407	464407	28	35	100.0	7	JK001330-ara1.completed	Shamela0002864-ara1
795	21	953	237	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0015	Shamela0002864-ara1.ms1423	104	قال-- ا--بن عبد الحكم وكان من حفظ من --الذين شهدوا فتح مصر --من -اصحا--ب رسول الله صلي الله عليه وسلم من ق----ريش ----وغي-------رهم و-------------م-ن- --ل--م ---يكن -ل-ه بر---------سول الله صلي الله عليه وسلم صحبة و-ذ	بالاسناد عن ابن اسحاق حدثني يعقوب بن عتبة عن عكرمة -عن ابن عباس قال انشد رسول الله صلي الله عليه وسلم من قول امية ابن ابي الصلت رجل وثور تحت رجل يمينه والنسر للاخري وليث مرصد فقال رسول الله صلي الله عليه وسلم ص-دق وهذ	15	1423	-6704440076513308494	-1773395302683185978	4235	4235	426604	426645	72	218	47.7064208984375	13	JK001330-ara1.completed	Shamela0002864-ara1
1274	1127	1358	1229	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0020	Shamela0002864-ara1.ms1332	63	ي عليه الس--ل-ام- عسي ربكم ان يهلك عدوكم ويستخلفكم في الارض وقوله ----تعال-ي ا-------و ان -يظهر -في ال	ي خطاب موسي لقومه عسي ربكم ان يهلك عدوكم ويستخلفكم في الارض فينظر كيف تعملون الاعراف وقال النبي صلي ال	20	1332	-1460982896564221986	5739085280240623003	5717	5717	399319	399319	47	102	61.764705657958984	10	JK001330-ara1.completed	Shamela0002864-ara1
779	1371	875	1479	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0021	Shamela0002864-ara1.ms1709	65	عبد الله بن عمرو بن العاص رضي الله عنهما اهل مصر اكرم الا-عاجم -كلها واسمح--هم -ي-دا -وافضل-هم --عنصرا-- وا	عبد الله بن عمرو بن العاص رضي الله عنهما قال لقد جلست انا واخي مجلسا ما احب ان لي به حمر النعم اقبلت اما وا	21	1709	5975020972984543518	-7074422088426080056	6019	6019	512425	512425	46	108	60.185184478759766	11	JK001330-ara1.completed	Shamela0002864-ara1
409	1371	499	1467	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0022	Shamela0002864-ara1.ms1709	62	عبد الله بن عمرو بن العاص رضي الله عنهم---ا- لما -قسم -نوح عليه السلام الارض بين -ولده جعل -لحام	عبد الله بن عمرو بن العاص رضي الله عنهما قال لقد جلست انا واخي مجلس-ا ما احب -ان لي به حمر النعم	22	1709	8649238057673187241	-7074422088426080056	6320	6320	512423	512423	45	98	63.26530456542969	9	JK001330-ara1.completed	Shamela0002864-ara1
59	697	152	801	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0025	Shamela0002864-ara1.ms1577	64	و-جيحا-ن نهر ال-لبن في الجنة وقد روي عن عبد الله بن عمرو بن العاص انه قال نيل-- -مصر سيد- ا--لانها--ر -و	وروي ابو بكر النجاد في -سننه باسناده عن عبد الله بن عمرو بن العاص انه قال والذي نفسي بيده ان دون الله يو	25	1577	277978805833618818	-307037305902638722	7213	7221	472823	472823	44	105	60.9523811340332	11	JK001330-ara1.completed	Shamela0002864-ara1
644	325	737	433	-8351899070528524983	-812960164341536448	JK001330-ara1.completed.ms0038	Shamela0002864-ara1.ms1513	60	روي عن ابن عباس رضي الله عنهما قال --ا---ل--مكر -عشرة -اجزاء تسعة منها ف-ي القبط --ووا-حد -في- ساءر الناس ا	روي عن ابن عباس رضي الله عنهما قال لما نزلت هذه الاية قالوا ما الصمد ف فال النبي صلي الله عليه وسلم السيد ا	38	1513	7520304003810092268	3596316396745324145	11120	11120	453624	453624	42	108	55.55555725097656	10	JK001330-ara1.completed	Shamela0002864-ara1
