begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1150	920	1408	1170	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0001	EShia0071536-ara1.completed.ms039	130	ن ال-خلال ولا- من -زل----ل وان طاب مورده -ال-زل----ال واشه--د ا----ن لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله الذي -كان -ل--قو-ل- -الحق--- --اهلا ومن جعل بتشريعه طرق ا-لفلاح لسالك سننه سهلا صلي ال-له	ن الايمان الاقرار والمعرفة والعقد والرضي والتسليم بان الله هو الواحد لا اله الا --هو وحده لا شريك له --ا--لها ---واحدا احدا--- صمد--ا--- -ل-------م-- يتخذ صاحب-ة --ولا و--لد-ا- -وان- محمدا عبده ورسوله صل-ي الله عليه واله والاقرار بما كان من عند الله من نبي او كتاب -فذلك --ما -فرض علي القلب	1	39	2081119088109694816	9210985223523165235	53	53	11451	11451	88	291	44.67353820800781	11	JK001330-ara1.completed	EShia0071536-ara1.completed
7	512	109	566	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0001	EShia0071536-ara1.completed.ms128	44	الزاهرة بسم الله الرحمن الرحيم وصلي الله علي سيدنا محمد واله وصحابته وسلم الجزء الحمد لله الذي ا-يد ال	الاطعمة بسم الله------- الر-------------------------حمن -ال---رح-------يم ا------لحمد لله الذي اعجز ال	1	128	2081119088109694816	6995945082886137205	1	19	38110	38110	34	103	42.71844482421875	6	JK001330-ara1.completed	EShia0071536-ara1.completed
1158	74	1411	281	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0001	EShia0071536-ara1.completed.ms412	106	ول-ا- --من زل-ل --وان- --طاب -م-ورده ال---ز-لال -واشه-د ا-ن -لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله -ا-لذي كان لقول الحق ا-هلا- ومن -جعل -بتشريعه طرق الفلاح -لسالك سننه- -سهلا ----صلي الله عل-ي	صلوات الله عليه من انه يستحب لمن حضر المنازع ان يلقنه شهادة الا اله الا الله وحده --------ل----ا-- ---------شر--ي------------ك-- -ل----------------ه- ----------وا-----ن ------محمدا عبده ورسوله وانه يستحب ل-من -حضر المنازع ان يقرا عند راسه اية الكرسي وايتين بعدها ويقرا ان ربكم الله الذي	1	412	2081119088109694816	1427639531648608445	52	52	123316	123341	72	287	36.933799743652344	9	JK001330-ara1.completed	EShia0071536-ara1.completed
7	814	104	863	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0001	EShia0071536-ara1.completed.ms676	42	ال-زاهرة بسم الله الرحمن الرحيم وصلي الله علي سيدنا محمد واله وصحابته وسلم الجزء الحمد لله الذي ا	المزدلفة بسم الله------- الر-------------------------حمن -ال---رح-------يم ا------لحمد لله الذي ا	1	676	2081119088109694816	-2396901853504539424	1	18	202509	202509	33	98	42.85714340209961	6	JK001330-ara1.completed	EShia0071536-ara1.completed
1156	1030	1292	1199	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0020	EShia0071536-ara1.completed.ms721	96	و-قو-ل-ه --تعال-ي --م-----خبرا --عن -بني اسراءيل ربنا انك اتيت فرعون وملاه زينة واموالا في الحياة الدنيا ---وقوله -تعالي-- --مخبرا --عن نبيه --موسي --عليه ال--س-لام عسي	ون وملاه الي الله فلم يستجيبوا لهما فعند ذلك قال ربنا انك اتيت فرعون وملاه زينة واموالا في الحياة الدنيا الي قوله قد اجيبت دعوتكما ووعد كذلك جل وعز من دعا الي سبيله علي	20	721	-1460982896564221986	-1521892311904177122	5725	5725	216034	216034	71	169	56.80473327636719	10	JK001330-ara1.completed	EShia0071536-ara1.completed
862	1236	1008	1389	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0046	EShia0071536-ara1.completed.ms158	85	له عليه وسلم اسلم -الناس -وا-من عمرو --بن العا-ص رواه الترمذي وقال ابن ابي مليكة قال- طلحة -بن عبيد الله سمعت رسول الله صلي الله عليه وسلم يقول ----عمرو بن ال	له عليه وسلم --له جبة من فراء العراق يلبسها فاذا حضرت الصلاة نزعها وعن علي صلي-- الله عليه وسلم انه قال- سمعت رسول الله صلي الله عليه وسلم يقول لا ينتفع من ال	46	158	7545378612115849996	-8394983318998286091	13530	13530	47132	47132	59	158	53.79747009277344	12	JK001330-ara1.completed	EShia0071536-ara1.completed
878	245	1006	389	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0046	EShia0071536-ara1.completed.ms263	78	م --الناس وا--من -عمر--و -بن ا-لعاص رواه -ال-ترمذي وقا-ل ابن ابي مليكة قال طلحة بن عبيد ا-لله سمعت رسول الله صلي الله عليه وسلم يقول ----ع-مرو بن	م فقال له يا ابا الدرداء لان اصلي العشاء والفجر في جماعة احب الي من ان -احيي ما ب-ينهما او ما سمعت رسول الله صلي الله عليه وسلم يقول لو يعلمون ما	46	263	7545378612115849996	-5624540108084250640	13527	13527	78632	78632	54	146	53.42465591430664	9	JK001330-ara1.completed	EShia0071536-ara1.completed
673	1229	790	1360	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0050	EShia0071536-ara1.completed.ms206	69	مر بن -عبد العزيز و--هو --يومءذ عا----مل الوليد -بن عبد ال-ملك عل---ي -المدينة ليالي ا-سس مسجد رسول الله صلي الله عليه وسلم لما هدم و	من ان صلاة المغرب وصلاة العشاء الاخرة من ال-ليل هما مثل الدعوة الباطن بالتاويل وكا-ن اولها بعد رسول الله صلي الله عليه وسلم لما مضي و	50	206	-2886177342470639931	4338206716020123330	14724	14724	61525	61525	47	133	51.87969970703125	8	JK001330-ara1.completed	EShia0071536-ara1.completed
1062	1415	1111	1478	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0053	EShia0071536-ara1.completed.ms152	46	-ذكره في موضعه ان شاء الله تعالي وق--د -خرجنا--- -ع-----ن ا-لم	نذكره في موضعه ان شاء الله تعالي وقوله اخرج الله تعالي من انام	53	152	-1279139890620933733	6887309781394565766	15611	15611	45313	45313	35	63	73.01587677001953	7	JK001330-ara1.completed	EShia0071536-ara1.completed
1225	0	1316	109	-8351899070528524983	1684180232976004576	JK001330-ara1.completed.ms0062	EShia0071536-ara1.completed.ms360	68	-الله عل--يه وسلم فزين له الشيطان فل--حق با---لك--فار- فامر-- -------به رسول الله صلي الله عليه وسلم ان يقتل -ي	بالله السميع -ال--عليم من الشيطان الرجيم فان ذلك يزجره ويطرده ولم يامره رسول الله صلي الله عليه وسلم ان يقضي شي	62	360	2529779651760013025	-7222591129802051342	18319	18319	107700	107720	50	112	60.71428680419922	9	JK001330-ara1.completed	EShia0071536-ara1.completed
