begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1150	1384	1232	1480	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0001	Shamela0005880-ara1.completed.ms029	59	ن --ا-ل-خل---ال- ولا من- زلل وان طاب -مورده --ال-زل-ال واشهد ان لا اله الا الله وحده لا شريك له	ن تفاضل وليس علي هذا بني الله جل وعز الدنيا فقال المرتد اشهد ان لا اله الا الله وحده لا شريك له	1	29	2081119088109694816	2706280143742418119	19	19	8422	8422	42	96	61.45833206176758	10	JK001330-ara1.completed	Shamela0005880-ara1.completed
1193	1370	1389	1491	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0001	Shamela0005880-ara1.completed.ms067	85	شه-د- ان لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله الذي كان لقول الحق اهلا و-م-ن جعل بتشريعه --طرق ال-ف-لاح لسالك	شهادة ان لا اله الا الله وحده --------ل----ا-- ---------شر--ي------------ك-- -ل----------------ه- ----------وا-----ن ------محمدا عبده ورسوله صل-ي -ا--ل-له عليه وسلم وضمانه لك في دينه وذمته الصفح عن سوالف	1	67	2081119088109694816	3297388713611170312	40	40	19826	19826	62	204	41.66666793823242	9	JK001330-ara1.completed	Shamela0005880-ara1.completed
684	911	846	1124	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0268	Shamela0005880-ara1.completed.ms074	92	اب----ي- سلمة بن --ع-بد ال-رحمن وال-ا-عر-ج --------وحمزة بن عبد الله بن ع-مرو ا-----لزهري وخلق وحدث عنه -ابن جريج والامام مالك ----و--عبد الله بن المبارك وابن -عيينة -وغي-رهم---- --امر --ال----نيل-- في هذه- -السنة	ابن رزين المرزوي العدوي التميمي قال اخبرني عبدان بن كيلة بن عبد الله بن عثمان ابن جبلة بن ابي رواد- قال سالني عبد الله بن طاهر عن موت عبد الله بن المبارك فقلت له سنة احدي وثمانين وماءة فقال عبد الله بن طاهر مولدنا	268	74	3178221618444008794	-3851054633434544101	80132	80132	21944	21944	63	214	42.99065399169922	7	JK001330-ara1.completed	Shamela0005880-ara1.completed
664	823	738	894	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0335	Shamela0005880-ara1.completed.ms125	54	-العباسي فقدم الي مصر لاحدي عشرة ليلة بقيت من شهر رمضان سنة ست وسبعين وماء	والرصافة -يوم ال-جمعة لاربع عشرة ليلة بقيت من شهر رمضان سنة ست --عشرة وماء	335	125	-487273605699979704	-4553873421779156251	100215	100215	37214	37214	40	75	72.0	10	JK001330-ara1.completed	Shamela0005880-ara1.completed
639	681	720	782	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0335	Shamela0005880-ara1.completed.ms161	56	ة -بع----د ---موت ابراهيم بن صا-لح ا--لع--باسي --فقد----م ال-ي مصر لاحدي عشرة ليلة بقيت من شهر رمضان	ة سبع محمد بن عمر الواقدي ببغداد ومات يعقوب بن المهدي يوم الاربعاء لاحدي عشرة ليلة بقيت من شهر رمضان	335	161	-487273605699979704	-8894642060941112935	100217	100217	48020	48020	42	101	55.4455451965332	8	JK001330-ara1.completed	Shamela0005880-ara1.completed
512	994	737	1203	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0341	Shamela0005880-ara1.completed.ms125	110	و-ل--اية عبيد ا-لله بن ا-لمهدي --ا---ل---او-لي علي -مصر هو عبيد الله ابن الخليفة محمد المهدي ابن الخليفة ابي جعفر المنصور عبد الله بن محمد بن علي بن عبد الله بن العباس -ال-عباسي ال-هاشمي امير مصر --ولي مصر بعد عزل--- عبد الملك ب----ن -صا----لح --عنها -ولاه ال	والرصافة وباب اسحاق بن ابراهيم وباب الجسر وخرج عبد الله بن عبيد الله ابن ا--ل-------عبا----س -بن----------------- --م------------------حمد بن علي بن عبد الله بن العباس واليا علي اليمن من دمشق الي بغداد حتي صلي بالناس يوم الفطر ببغداد وصار والي كل بلد يدخله ال	341	125	1341024789628530651	-4553873421779156251	102046	102046	37243	37243	73	260	42.30769348144531	13	JK001330-ara1.completed	Shamela0005880-ara1.completed
27	197	97	277	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0361	Shamela0005880-ara1.completed.ms101	57	العباس بن محمد بن علي -بن عبد الله بن العباس --ا--لامير ابو --الف-ضل ال-ه-اشمي	العباس بن محمد بن علي ابن عبد الله بن العباس فكان واليا علي مكة فكتب اليه محمد	361	101	3628121592651348829	-5314337030213480802	108007	108015	30018	30018	42	80	71.25	10	JK001330-ara1.completed	Shamela0005880-ara1.completed
27	1067	152	1205	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0361	Shamela0005880-ara1.completed.ms125	81	العباس بن محمد بن علي بن عبد الله بن العباس الامير ابو الفضل الهاشمي ال-عب--ا---سي اخو -السفاح -و--ال-منصور لابيهما- وامه ام ولد --ولد -في	العباس بن محمد بن علي بن عبد الله بن العباس -واليا علي اليمن من دمشق الي بغداد حتي صلي بال-ناس يوم الفطر ببغداد وصار والي كل بلد يدخله الي	361	125	3628121592651348829	-4553873421779156251	108007	108025	37230	37230	57	140	57.85714340209961	11	JK001330-ara1.completed	Shamela0005880-ara1.completed
531	296	661	375	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0382	Shamela0005880-ara1.completed.ms012	52	ال-مامون طاهر بن الحسين وهو في اقل من اربعة الاف فلما وصل ابن ماهان بعساكره الي الري اشرف عليه علي طاهر بن الحسين ال-مذكور-- --وه--م -ي--ل-بس	اليمينين طاهر ب-------ن ----------------------------ا---لحسين قا-------------ل- -ل--ما--- -----ولي طاهر بن الحسين الشرطة رفع اليه ان في الحبس	382	12	-699101508450138235	-6532479465309286152	114326	114326	3316	3316	39	142	36.61971664428711	5	JK001330-ara1.completed	Shamela0005880-ara1.completed
484	868	697	1045	-8351899070528524983	3183935722805360797	JK001330-ara1.completed.ms0404	Shamela0005880-ara1.completed.ms011	89	المنيه ----السنه -ال--ا---ولي --م--ن و-لاية محمد بن السري -عل-ي --مصر وهي سنة خمس وماءتين فيها حج بالناس عبيد الله بن الحسن العلوي وهو والي الحرمين بمكه والمدينه وفيها ولي المامون طاهر بن الحسين عل--ي-- --جميع -بل-ا-د خراسان -----و--المشرق واع--طاه-	الموسم كتب ال-يه بالولاية علي الموسم وان يقيم الحج بالناس قالوا ولما دخلت سنة خمس و---------ما-----------ءتي--------ن------ ----و--------لي ا---مير ------المءمن----ي-------------ن طاهر بن الحسين الجزيرة والشرط والجانبين وكان ذلك يوم ال-احد وقعد طاهر	404	11	-4977140532172916962	-3647380128837155822	120940	120940	3032	3032	67	251	35.458168029785156	6	JK001330-ara1.completed	Shamela0005880-ara1.completed
