begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
1156	202	1405	453	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0001	LMN20200820-ara1.completed.ms01	140	ال ول-ا --م-ن زلل وا-ن -طاب ---مورده -----ا-لزلال واشهد ان لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله الذي كان ----لقول الحق --ا--ه--لا ومن جعل-- -بتشريعه --طرق --الفلا--ح لسالك سننه سهلا -صلي- -ال	العالية نحمده علي وافر نعمه ونستزيده من مواد كرمه ونشهد ان لا اله الا الله وحده لا شريك له شهادة شا------هدة --باخلا---ص ما--- لها -----م-ن -----سر وع-لاني-ة ونشهد ان ------محمدا عبده ورسوله الذي شيد به الدين وثبت مبانيه صلي الله عليه وعلي اله وصحبه صلاة لا تزال الالسن-ة به-ا ثانية وال	1	1	2081119088109694816	5134781673944761771	51	51	34	50	99	286	48.9510498046875	16	JK001330-ara1.completed	LMN20200820-ara1.completed
1190	1423	1425	1636	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0001	LMN20200820-ara1.completed.ms10	135	واشهد ان لا اله الا الله وحده لا شريك له شهادة لا ينقص قدر ايمانها بعد تاكده ولا يخفض مجد اتقانها بعد تشيده واشهد ان سيدنا محمدا عبده ورسوله الذي كان لقول ال-حق اهلا ومن جعل بتشريعه طرق الفلا-ح لسالك سننه سهلا صلي الله عليه وسلم وعلي ال	واشهد ان لا اله الا الله وحده لا شريك له شهادة--- توجب -من الم--خا--وف -امنا وتسهل من --الامور ما كان -حزنا واشهد ان ------محمدا عبده ورسوله الذي جبر --من الدين وهنا ورسوله الذي اظهر من المكارم فنونا --لا -فنا صلي الله عليه وعلي -اله ال	1	10	2081119088109694816	-2824493650250929253	48	48	2745	2745	95	237	56.9620246887207	22	JK001330-ara1.completed	LMN20200820-ara1.completed
1134	1196	1319	1397	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0001	LMN20200820-ara1.completed.ms36	109	-خ-لل -وا--ن حوي احس-ن الخلال -ولا ----من زل--ل وان طاب مورده الزلال واشهد ان لا اله الا الله وحده لا شريك له شهادة---- -لا ينقص قد-ر ايمانها بعد تاكده ولا يخفض مجد ا-تقانها بعد تشيده واشهد -ان سيدنا محمد-ا	وخولت الالاء حتي تمسكت الامال منها بالوعد الوفي واخذت بالو-زن الوافي ونشهد ان لا اله الا الله وحده لا شريك له شهادة عبد كثر الله عدده وعدده واحمد -امسه ويومه ونحم-د ان شاء ا-لله --غده ونصلي علي سيدنا محمد ا	1	36	2081119088109694816	4908225398117630220	39	39	10540	10540	76	207	52.657005310058594	11	JK001330-ara1.completed	LMN20200820-ara1.completed
1099	867	1293	1081	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0001	LMN20200820-ara1.completed.ms90	109	الجلساء م-سامرا وا--نيسا ول-ا ا-نزهه -من خلل وان حوي احس-ن الخلال ولا من زل-ل وان طاب مورده ال--زلال واشهد ان لا اله الا الله وحده لا شريك له شهادة -لا -ي-نقص قدر ا--يما--نها--- بعد تاكد-ه و-لا يخفض م--جد اتقانها- -بعد	الاجناس من العز والانواع التي امالهم بما -لم يكن -في -حساب ا-حسا--بهم من الابتداء بالتخويل والابتداع واشهد ان لا اله الا الله وحده لا شريك له ونصلي علي سيدنا محمد الذي اعلي الله به الاقدار وشرف به الموالي والاصهار وجعل	1	90	2081119088109694816	716981025381855714	41	41	26741	26741	75	220	49.54545593261719	12	JK001330-ara1.completed	LMN20200820-ara1.completed
1024	1259	1138	1385	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0018	LMN20200820-ara1.completed.ms73	71	امير المءمنين عمر بن الخطاب رضي الله عنه -ا-مر ان كل سبي -اخذ في الخمسة ال-ايام --التي --امنهم فيها- ا-ن يرد عليهم وكل--- -شء ا	امير المءمنين عمر بن الخطاب رضي الله عنه باستقرار البطرك فانه -خطب مودة السلطان ورحمته وسال الانضمام الي كنف عفوه- والتزم حمل ا	18	73	-5404286178271880708	-1072780864937926341	5125	5125	21623	21623	50	128	55.46875	10	JK001330-ara1.completed	LMN20200820-ara1.completed
192	148	308	279	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0186	LMN20200820-ara1.completed.ms10	69	وا--ستعمل -عليه---ا--- المسلمون -وحسنت-- ا----حوال- الديار المصرية -في ايامه واخذ ايوب هذا في الامر بالمعروف والنهي عن المنكر وا-صلاح	بالمستنصر بالله وبايعه ال-سلطان علي كتاب الله تعالي وسنة رسول الله صلي ا-لله عليه --وسلم وعلي الامر بالمعروف والنهي عن المنكر والجهاد	186	10	5738675871061661350	-2824493650250929253	55520	55520	2723	2723	52	135	51.11111068725586	6	JK001330-ara1.completed	LMN20200820-ara1.completed
1646	1259	1688	1301	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0777	LMN20200820-ara1.completed.ms73	42	امير المءمنين عمر بن الخطاب رضي الله عنه	امير المءمنين عمر بن الخطاب رضي الله عنه	777	73	7655429593970794402	-1072780864937926341	232809	232809	21609	21609	33	42	100.0	9	JK001330-ara1.completed	LMN20200820-ara1.completed
589	168	701	308	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0850	LMN20200820-ara1.completed.ms10	69	ي-- ال---ان-دلس وصنف ال--كت---ب وكانوا يشبهونه بسفيا--ن ال--ثو-ري --في الامر بالمعروف والنهي عن المنكر و---مات في -شهر ربيع -ا--لا--خر ول-ه	يعه السلطان علي كتاب الله تعالي وسنة رسول الله صلي الله عليه وسلم وعلي الامر بالمعروف والنهي عن المنكر والجهاد في سبيل الله واخذ اموال الله	850	10	-65433350544279388	-2824493650250929253	254720	254720	2726	2726	50	140	49.28571319580078	6	JK001330-ara1.completed	LMN20200820-ara1.completed
926	237	1172	457	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0888	LMN20200820-ara1.completed.ms01	138	ه -وشهو-د----ه واشهد ان لا اله الا الله وحده لا شريك له شهادة لا يشوبها دنس الشرك ولا يعتريها وهم الشك خالصة من الادهان قاءمة بالطاعة والاذعان واشهد ان محمدا عبده ورسوله صل-ي --الله عل-يه وسلم اصطفاه واختا-ره -ل-ه-داية الخلق واقامة الحق فبلغ ال-رسال--ة -وا---دي- -الا-ما	ه من مواد كرمه ونشهد ان لا اله الا الله وحده لا شريك له شهادة--- -ش---اهد-ة -------با-------------خل----ا-ص- ما -ل--ها- ---من -----سر وعلا-نية ونشهد ان محمدا عبده ورسوله الذي شيد به الدين وثبت مبانيه صلي الله عليه وعلي ال--ه و-صحبه صلاة لا تزال الالسنة بها ثانية والاقوا	888	1	3078166012758055677	5134781673944761771	266145	266145	40	45	101	270	51.11111068725586	15	JK001330-ara1.completed	LMN20200820-ara1.completed
879	1350	1160	1636	-8351899070528524983	1772412992146626924	JK001330-ara1.completed.ms0888	LMN20200820-ara1.completed.ms10	158	ال-قيام بما -يشاء و--يريده وا---شهد ل-ه ---بما شهد ----اصف-ي--اءه وشهوده واشهد ان لا اله الا الله وحده لا شريك له شهادة لا يشوبها دنس الشرك ولا يعتريها وهم الشك خالصة من الادهان قاءمة بالطاعة والاذعان واشهد ان محمدا عبده ورسوله صل-ي --الله عل-ي---ه-- و-س-لم ا-صطفا-ه- --وا-ختاره -لهدا-ية --الخلق واقامة الحق فبلغ الرسال	الاعين منها في الروض الانف والطافه التي وقفت الشكر عليها فليس عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة--- -تو-جب من- ال-مخاو-ف ------ا---منا--- وتسهل من الا-مور ---ما كا----ن حزنا---- واشهد ان محمدا عبده ورسوله الذي جبر من الدين وهنا ورسوله الذي اظهر من المكارم فنونا لا فنا صلي -ا-لله عليه وعلي اله ال	888	10	3078166012758055677	-2824493650250929253	266152	266152	2758	2758	115	320	49.375	18	JK001330-ara1.completed	LMN20200820-ara1.completed
