section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,953,77,4,8.0797481636936
 ,56,48,1,85.71428571428571
 ص ,104,0,0,0
 ص ,134,0,0,0
 ,43,43,1,100.0
 عليكم بالعلم قبل ان يقبض، وقبل ان يرفع ثم جمع بين اصبعيه الوسطي والتي تلي الابهام، ثم ,28,0,0,0
 ص ,64,0,0,0
 ص ,29,0,0,0
 ,44,43,1,97.72727272727273
 الاعمال بالنية، وانما لامرء ما نوي، فمن كانت هجرته الي الله ورسوله فهجرته الي الله ,30,0,0,0
 ص ,195,0,0,0
 ص ,39,0,0,0
 ,39,39,1,100.0
 بني الاسلام علي خمس شهادة ان لا اله الا الله، وان محمدا رسول الله، واقام الصلاة، وايتاء ,23,0,0,0
 ص ,158,0,0,0
 ص ,72,0,0,0
 ,106,32,1,30.18867924528302
 ص ,105,0,0,0
 اخبرني عن الاسلام، وما الاسلام؟ قال ان تشهد ان لا اله الا الله، وان محمدا رسول الله، ,54,0,0,0
 ص ,96,0,0,0
 ص ,156,0,0,0
 ص ,99,0,0,0
 ,45,45,1,100.0
 ان خلق احدكم يجمع في بطن امه اربعين ليلة، ثم يكون علقة مثل ذلك، ثم يكون مضغة مثل ذلك، ثم ,60,0,0,0
 ص ,103,0,0,0
 ,71,41,1,57.74647887323944
 ص ,95,0,0,0
 ص ,125,0,0,0
 ,73,0,0,0.0
 ص ,40,0,0,0.0
 اوصيكم بتقوي الله، والسمع والطاعة، وان كان عبدا حبشيا، فانه من يعش منكم بعدي سيري اختلافا ,72,0,0,0
 ص ,139,0,0,0
 ص ,160,0,0,0
 ص ,43,0,0,0
 ,63,53,1,84.12698412698413
 ، ونزل القران من سبعة ابواب، علي سبعة احرف زاجر، وامر، وحلال، وحرام، ومحكم، ومتشابه، ,33,0,0,0
 ص ,98,0,0,0
 ص ,182,0,0,0
 ص ,62,0,0,0
 ,88,88,1,100.0
 ابو بكر في الجنة، وعمر في الجنة، وعثمان في الجنة، وعلي في الجنة، وطلحة في الجنة، والزبير ,33,0,0,0
 ص ,97,0,0,0
 ص ,32,0,0,0
 ,49,49,1,100.0
 ان الله عز وجل اختارني واختار لي اصحابا، فجعل لي منهم وزراء وانصارا واصهارا، فمن سبهم ,32,0,0,0
 ص ,75,0,0,0
 ,77,70,1,90.9090909090909
 ص ,45,0,0,0
 ص ,148,0,0,0
 ص ,184,0,0,0
 ص ,119,0,0,0
 ,82,82,1,100.0
 ‬ لياتين علي امتي ما اتي علي بني اسراءيل؛ تفرق بنو اسراءيل علي ثنتين وسبعين ملة، وستفترق ,36,0,0,0
 ص ,9,0,0,0
 ص ,78,0,0,0
 ,20,20,1,100.0
 اصول البدع اربع الروافض، والخوارج، والقدرية، والمرجءة، ثم تتشعب كل فرقة ثماني عشرة ,19,0,0,0
 ص ,100,0,0,0
 ص ,30,0,0,0
 ,68,62,1,91.17647058823529
 هذا وظيفة الوضوء الذي لا يقبل الله عز وجل صلاة الا به ، ثم توضا مرتين مرتين فقال هذا وضوء ,35,0,0,0
 ص ,6,0,0,0
 ص ,61,0,0,0
 ص ,7,0,0,0
 ,55,27,1,49.09090909090909
 ، فافرغ من الاناء علي يديه فغسلهما ثلاثا، ثم مضمض واستنشق ثلاثا من الكف الذي ياخذ به الماء، ,44,0,0,0
 ص ,32,0,0,0
 ,47,47,1,100.0
 وضعت للنبي صلي الله عليه وسلم غسلا فاغتسل من الجنابة، فكفا الاناء بشماله علي يمينه فغسل ,63,0,0,0
 ,50,50,1,100.0
 خمس من جاء بهن يوم القيامة مع ايمان دخل الجنة من حافظ علي الصلوات الخمس علي وضوءهن، ,18,0,0,0
 ص ,54,0,0,0
 ص ,76,0,0,0
 ,66,30,1,45.45454545454545
 اذا قام الي الصلاة كبر ثم قرا، فاذا ركع امكن كفيه من ركبتيه، وفرج بين اصابعه، ثم هصر ,24,0,0,0
 ص ,86,0,0,0
 ,113,32,1,28.31858407079646
 ص ,63,9,1,14.285714285714285
 ,68,37,1,54.41176470588235
 ترون هذا لو مات علي هذا لمات علي غير ملة محمد صلي الله عليه وسلم؟ نقر صلاته كما ينقر ,73,0,0,0
 ص ,12,0,0,0
 ,64,64,1,100.0
‪ من رمي سهما في سبيل الله فبلغ اخطا او اصاب كان سهمه ذلك كله كعدل رقبة من ولد اسماعيل، ومن ,58,0,0,0
 ص ,48,0,0,0
 ص ,70,0,0,0
