section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 الباب الاول ما انبانا به الله تعالي في القران، من ذكر الفرج بعد البءس والامتحان,15,0,0,0
 ان مع العسر يسرا,911,0,0,0
 قصة ادم عليه السلام,237,0,0,0
 قصة نوح عليه السلام,101,0,0,0
 قصة ابراهيم عليه السلام,506,0,0,0
 قصة لوط عليه السلام,44,0,0,0
 قصة يعقوب ويوسف عليهما السلام,121,0,0,0
 قصة ايوب عليه السلام,136,52,1,38.23529411764706
 قصة يونس عليه السلام,371,0,0,0
 قصة موسي بن عمران عليه السلام,735,0,0,0
 قصة اصحاب الاخدود,75,0,0,0
 قصة دانيال عليه السلام,313,55,2,17.57188498402556
 الشداءد التي جرت علي نبينا محمد صلوات الله عليه,321,0,0,0
 اخبار جاءت في ايات القران,848,295,7,34.7877358490566
 ابو الحسن بن ابي الليث الكاتب يطلق من حبسه علي اثر دعاء دعا به,295,0,0,0
 اللهم اجعل لي من امري فرجا ومخرجا,234,34,1,14.529914529914532
 من يتوكل علي الله فهو حسبه,461,41,1,8.893709327548807
 المعلي بن ايوب الكاتب يتخلص من الفضل ابن مروان بدعاء دعا به,247,0,0,0
 الم تر كيف فعل ربك باصحاب الفيل,164,20,1,12.195121951219512
 اذا ضاق بك الصدر ففكر في الم نشرح,220,0,0,0
 الباب الثاني ما جاء في الاثار من ذكر الفرج بعد اللاواء وما يتوصل به الي كشف نازل الشدة والبلاء,19,0,0,0
 افضل العبادة انتظار الفرج من الله تعالي,331,208,4,62.839879154078545
 اشتدي ازمة تنفرجي,99,77,2,77.77777777777779
 22 النصر مع الصبر والفرج مع الكرب,158,53,1,33.54430379746836
 المعونة علي قدر المءونة,70,37,1,52.85714285714286
 من كان في حاجة اخيه كان الله في حاجته,105,28,1,26.666666666666668
 ان الله في عون العبد ما دام العبد في عون اخيه,226,115,2,50.88495575221239
 من اكثر الاستغفار جعل الله له من كل هم فرجا,215,130,3,60.46511627906976
 قصة الثلاثة انطبقت عليهم صخرة ونجتهم اعمالهم,508,86,2,16.92913385826772
 لا اله الا انت سبحانك اني كنت من الظالمين,92,40,1,43.47826086956522
 دعاء المريض,112,16,1,14.285714285714285
 كلمات الفرج,71,43,1,60.56338028169014
 دعوات المكروب,1056,645,12,61.07954545454546
 دعاء الفرج,238,0,0,0
 دعاء اخر للفرج,90,0,0,0
 استغفروا ربكم انه كان غفارا,381,0,0,0
 لا ابالي علي اي حالة اصبحت,229,144,3,62.882096069869
 36 دعاء داود عليه السلام,34,0,0,0
 37 ما اقرب النعيم من البءس,59,33,1,55.932203389830505
 38 عبيدك بفناءك,86,34,1,39.53488372093023
 ذبح عجلا بين يدي امه فخبل,104,38,1,36.53846153846153
 الغمرات ثم ينجلين,73,53,1,72.6027397260274
 طول الغمة يطمع في انقضاءها,48,0,0,0
 رقعة ابي الفرج الببغاء الي القاضي التنوخي مءلف الكتاب يتوجع له في محنته,472,0,0,0
 حسن الظن بالله اقرب الي الفرج,27,0,0,0
 الصبر علي قدر البلاء,35,0,0,0
 قد ينجلي المكروب عما يسر,77,0,0,0
 لماذا اصبح الاستغفار سنة في الاستسقاء,66,0,0,0
 اقوال الحكماء في الصبر,232,0,0,0
 شريح القاضي يحمد الله علي المصيبة اربع مرات,47,0,0,0
 من ساعة الي ساعة فرج,205,0,0,0
 ياتي الله بالفرج عند انقطاع الامل واستبهام الحيل,224,0,0,0
 حسن الظن بالله لا يخيب,134,0,0,0
 يدرك الصبور احمد الامور,81,0,0,0
 رب حياة سببها طلب الموت وموت سببه طلب الحياة,150,0,0,0
 اقوال في تهوين المصاءب,104,0,0,0
 كلمات في الصبر علي المحنة,151,0,0,0
 انما يبتلي الصالحون,92,0,0,0
 النعمة والعافية تبطران الانسان,73,0,0,0
