section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 (هذا تفسير وجوه العربية واعراب الاسماء والافعال),582,0,0,0
 (هذا باب الفاعل),346,0,0,0
 (هذا باب حروف العطف بمعانيها),397,0,0,0
 (هذا باب من مساءل الفاعل والمفعول به),841,0,0,0
 (هذا باب وتقول في مساءل طوال يمتحن بها المتعلمون),692,0,0,0
 (هذا باب ما كان لفظه مقلوبا فحق ذلك ان يكون لفظه جاريا علي ما قلب اليه),390,0,0,0
 (هذا باب اللفظ بالحروف),346,0,0,0
 (هذا باب ما يسمي به من ms012 الافعال المحذوفة والموقوفة),175,0,0,0
 (هذا باب ما يكون عليه الكلم بمعانيه),658,0,0,0
 (هذا باب ما جاء من الكلم علي حرفين),1780,0,0,0
 (هذا باب الابنية ومعرفة حروف الزواءد),294,0,0,0
 (هذا باب معرفة الزواءد ومواضعها),627,0,0,0
 (هذا باب حروف البدل),575,0,0,0
 (هذا باب معرفة بنات الاربعة التي لا زيادة فيها),103,0,0,0
 (هذا باب معرفة بنات الخمسة من غير زيادة),58,0,0,0
 (هذا باب معرفة الابنية وتقطيعها بالافاعيل وكيف تعتبر بها في اصلها وزواءدها),224,0,0,0
 (هذا باب معرفة الافعال اصولها وزواءدها),1081,0,0,0
 (هذا باب معرفة الفات القطع والفات الوصل وهن همزات في اواءل الاسماء والافعال والحروف) ,964,0,0,0
 (هذا باب تفسير بنات الاربعة من الاسماء والافعال بما يلحقها من الزواءد),104,0,0,0
 (هذا باب ما كان فاءه واوا من الثلاثة),510,0,0,0
 (هذا باب ما لحقته الزواءد من هذا الباب),748,0,0,0
 (هذا باب ما كانت الواو او الياء منه في موضع العين من الفعل),435,0,0,0
 (هذا باب اسم الفاعل والمفعول من هذا الفعل),614,0,0,0
 (هذا باب ما لحقته الزواءد من هذه الافعال),561,0,0,0
 (هذا باب الاسماء الماخوذة من الافعال),665,0,0,0
 (هذا باب ما كان علي ثلاثة احرف مما عينه واو او ياء),506,0,0,0
 (هذا باب ما اعتلت عينه مما لامه همزة),271,0,0,0
 (هذا باب ما كان من الاسماء الصحيحة والمعتلة) (مثال فعل وفعل وما كان منها في ثاني حروفه كسرة وما كان من الافعال كذلك),129,0,0,0
