section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,9547,14,1,0.14664292447889388
 [مقدمة المءلف],2038,0,0,0
 باب ما يجري مجري العظة والحكمة من كلام المولدين والاسلاميين,724,0,0,0
 باب في المواعظ والامثال,1233,0,0,0
 باب في الشتم للرجل والدعاء عليه,685,0,0,0
 باب في مدح الرجل والشفقة عليه,378,0,0,0
 باب في تفاريق المجون والتشبيه,1127,0,0,0
 [19 و] باب اخر في مثل ذلك,357,0,0,0
 باب في تناول المولدين واستعاراتهم,2610,0,0,0
 باب جماع اداب الامثال في الهزل والمجون وما يجري مجراها في التخمين,487,0,0,0
 باب اخر فيما يجري هذا المجري من الهزل,393,0,0,0
 باب اخر في الاعداد مما يدخل في الهزل,589,0,0,0
 باب اخر من الهزل في الاستعارة,205,0,0,0
 باب من الهزل في امثال السءال,470,0,0,0
 باب «افعل» من كذا,1362,0,0,0
 باب اخر من التشبيه في كان وكانما</span>,675,0,0,0
 باب ..... ؟],626,0,0,0
 باب ما قيل في هذا الفن نظما,1453,0,0,0
 باب ما جاء من ذلك في القران فضربت به الامثال,295,0,0,0
 جماع ابواب الامثال التي تفرد بها اهل بغداد:,8,0,0,0
 باب لهم فيما يجري مجري العظة والتمثيل ,387,0,0,0
 باب لهم في حسن الاستعارة هزلا وجدا,203,0,0,0
 ومما جاء في الاشعار والاخبار الساءرة,997,0,0,0
 باب الاراجيز,4472,0,0,0
EDITOR|,55,0,0,0
EDITOR|,8282,41,2,0.49504950495049505
