section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 الجزء الاول,2,0,0,0
EDITOR| ,6503,43,3,0.6612332769491004
 مقدمة المءلف,2526,20,1,0.791765637371338
 كتاب السلطان,2,0,0,0
 محل السلطان وسيرته وسياسته,3124,242,13,7.746478873239436
 اختيار العمال,894,17,1,1.901565995525727
 باب صحبة السلطان وادابها وتغير السلطان وتلونه,1865,41,2,2.1983914209115283
 المشاورة والراي,1746,13,1,0.7445589919816723
 الاصابة بالظن والراي,408,0,0,0
 اتباع الهوي,262,0,0,0
 السر وكتمانه واعلانه,855,24,1,2.807017543859649
 الكتاب والكتابة,1920,96,5,5.0
 خيانات العمال,1953,128,8,6.554019457245264
 القضاء,1959,104,6,5.308831036242981
 في الشهادات,714,11,1,1.5406162464985995
 باب الاحكام,596,239,12,40.100671140939596
 الظلم,923,39,3,4.225352112676056
 قولهم في الحبس,624,12,1,1.9230769230769231
 الحجاب,1920,0,0,0
 التلطف في مخاطبة السلطان والقاء ms096 النصيحة اليه,147,0,0,0
 الخفوت في طاعته,84,0,0,0
 التلطف في مدحه,1285,0,0,0
 التلطف في مسالة العفو,1929,26,2,1.347848626231208
 كتاب الحرب,2,0,0,0
 اداب الحرب ومكايدها,3959,135,8,3.409952008082849
 الاوقات التي تختار للسفر والحرب,240,42,2,17.5
 الدعاء عند اللقاء,245,26,2,10.612244897959183
 الصبر وحض الناس يوم اللقاء عليه,718,17,2,2.3676880222841223
 ذكر الحرب,201,0,0,0
 في العدة والسلاح,793,33,2,4.16141235813367
 اداب الفروسية ms128,435,21,1,4.827586206896552
 المسير في الغزو والسفر,1892,163,8,8.61522198731501
 التفويز,580,9,1,1.5517241379310345
 في الطيرة «3» والفال,1444,145,8,10.041551246537397
 مذاهب العجم في العيافة والاستدلال بها,586,0,0,0
 باب في الخيل,1239,120,7,9.685230024213075
 باب البغال والحمير,262,13,1,4.961832061068702
 باب في الابل,348,0,0,0
 اخبار الجبناء,1982,27,2,1.3622603430877902
 باب من اخبار الشجعاء «2» والفرسان واشعارهم,4719,110,9,2.331002331002331
 باب الحيل في الحروب وغيرها,2580,101,7,3.914728682170543
 باب من اخبار الدولة والمنصور والطالبيين,2333,42,3,1.8002571795970854
 ذكر الامصار,1964,86,7,4.378818737270876
 كتاب السءدد,2,0,0,0
 مخايل السءدد واسبابه ومخايل السوء,913,37,1,4.052573932092004
 الكمال والتناهي في السءدد,350,17,2,4.857142857142857
 السيادة والكمال في الحداثة,458,23,1,5.021834061135371
 الهمة والخطار بالنفس,1687,18,1,1.066982809721399
 الشرف والسءدد بالمال وذم الفقر والحض علي الكسب,1276,62,4,4.858934169278997
 ذم الغني ومدح الفقر,803,0,0,0
 التجارة والبيع والشراء,988,125,7,12.651821862348179
 الدين,908,26,2,2.8634361233480177
 اختلاف الهمم والشهوات والاماني,1241,10,1,0.8058017727639
 التواضع,1342,91,3,6.780923994038749
 باب الكبر والعجب,1288,0,0,0
 باب مدح الرجل نفسه وغيره,403,0,0,0
 قول الممدوح عند المدحة,290,19,2,6.551724137931035
 باب الحياء,291,38,2,13.058419243986256
 باب العقل,684,50,3,7.309941520467836
 باب الحلم والغضب,2275,180,10,7.9120879120879115
 باب العز والذل والهيبة,728,0,0,0
 باب المروءة,370,8,1,2.1621621621621623
 باب اللباس,1244,152,8,12.218649517684888
 التختم,216,71,2,32.870370370370374
 باب الطيب,426,150,8,35.2112676056338
 باب المجالس والجلساء والمحادثة,818,60,3,7.334963325183375
 باب الثقلاء,396,15,1,3.787878787878788
 باب البناء والمنازل,805,29,1,3.602484472049689
 باب المزاح والرخص فيه,2182,341,19,15.627864344637945
 التوسط في الاشياء وما يكره من التقصير فيها والغلو. باب التوسط في الدين,526,136,7,25.85551330798479
 باب التوسط في المداراة والحلم,150,0,0,0
 باب التوسط في العقل والراي,200,0,0,0
 باب ذم فضل الادب والقول,183,0,0,0
 باب التوسط في الجدة,80,0,0,0
 باب الاقتصاد في الانفاق والاعطاء,236,47,2,19.915254237288135
