section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,10,0,0,0
 ,8,0,0,0
 (اولاد ادم) ,73,0,0,0
 (ادريس ونوح) ,191,0,0,0
 (اختلاف الالسن),116,0,0,0
 (الساميون) ,370,0,0,0
 (الضحاك) ,126,0,0,0
 (بعثه هود) ,146,0,0,0
 (نمروذ بن كنعان) ,259,0,0,0
 (قحطان) ,130,0,0,0
 (ثمود) ,62,0,0,0
 (ابراهيم) ,150,0,0,0
 هجرة جرهم والمعتمر ,123,0,0,0
 (نمروذ واولاده) ,71,0,0,0
 (اولاد اسماعيل) ,49,0,0,0
 (غلبة جرهم علي الحرم) ,45,0,0,0
 (بنو قحطان) ,31,0,0,0
 (نهاية ملك منوشهر) ,109,0,0,0
 (زاب بن بودكان) ,219,0,0,0
 كيقباذ بن زاب ,138,0,0,0
 (ابرهة) ,163,0,0,0
 (كيكاوس بن كيقباذ) ,156,0,0,0
 (ملك كيخسرو) ,117,0,0,0
 (افريقيس واليمن) ,76,0,0,0
 ملك ابن افريقيس وهلال طسم وجديس ,327,0,0,0
 (ملك الفند ذي الاذعار) ,25,0,0,0
 هجره ربيعة الي اليمامة البحرين ,249,0,0,0
 داود الملك ,505,0,0,0
 ملك بلقيس ,101,0,0,0
 (ملك سليمان) ,540,0,0,0
 (ارخبعم بن سليمان) ,34,0,0,0
 (انقسام امبراطورية سليمان) ,73,0,0,0
 (هدم مدينة (ايليا)) ,167,0,0,0
 (ملك العجم واليمن) ,219,0,0,0
 (زرادشت ودعوته) ,242,0,0,0
 (ملك اليمن) ,93,0,0,0
 (ملك العجم، وخلاص بني اسراءيل) ,236,0,0,0
 (خماني زوج بهمن) ,76,0,0,0
 (دارا بن بهمن) ,23,0,0,0
 (ملك تبع بن ابي مالك) ,126,0,0,0
 (دارا والروم) ,55,0,0,0
 (ملك داريوش) ,69,0,0,0
 (نشاة الاسكندر) ,168,0,0,0
 (غلبه الاسكندر) ,485,0,0,0
 (دارا والاسكندر) ,277,0,0,0
 (فتوح الاسكندر) ,107,0,0,0
 (الاسكندر في مكة) ,63,0,0,0
 (الاسكندر في ms024 بلاد المغرب) ,334,0,0,0
 (الاسكندر وبلاد الشرق الاقصي) ,276,0,0,0
 (ياجوج وماجوج) ,256,0,0,0
 (ملوك الطواءف) ,137,0,0,0
 (نهاية الاسكندر) ,130,0,0,0
 (ملوك اليمن) ,165,0,0,0
 (ملك اردوان بن اشه) ,90,0,0,0
 (اسعد بن عمرو) ,201,0,0,0
 (بعثه عيسي الرسول) ,40,0,0,0
 (اردشير بن بابك) ,685,0,0,0
 (ملك الموصل وجرجيس) ,115,0,0,0
 (ملكيكرب ملك اليمن) ,48,0,0,0
 (ملك التبابعة) ,168,0,0,0
 (سابور) ,78,0,0,0
 (ماني) ,20,0,0,0
 (هرمز) ,38,0,0,0
 (اولاد هرمز) ,108,0,0,0
 (سابور ذو الاكتاف) ,289,0,0,0
 (الروم وسابور) ,379,20,1,5.277044854881266
 (بهرام بن سابور) ,46,0,0,0
 (يزدجرد بن سابور) ,132,0,0,0
 (مقتل عمرو بن تبع) ,42,0,0,0
 (صهبان والعدنانيون بتهامة) ,378,0,0,0
 (ملك ربيعة بن نصر اللخمي اليمن) ,115,0,0,0
 (مسير عمرو اللخمي الي الحيرة) ,46,0,0,0
 (جذيمة والحيرة) ,69,0,0,0
 (عمرو بن عدي) ,178,0,0,0
 (ملك بهرام جور) ,540,0,0,0
 (يزدجرد بن بهرام) ,27,0,0,0
 (النزاع بين الاخوين) ,105,0,0,0
 (فيروز بن يزدجرد) ,356,0,0,0
 (ابناء فيروز) ,38,0,0,0
 (ذو نواس واليمن) ,218,0,0,0
 (الحبش واليمن),238,0,0,0
 (الحبشان وهدم الكعبة) ,42,0,0,0
 (سيف بن ذي يزن) ,252,0,0,0
 (الفرس واليمن) ,195,0,0,0
 (الديانة المزدكية) ,492,0,0,0
 (كسري انو شروان) ,167,0,0,0
 (دولتا الفرس والروم في عهد كسري) ,588,0,0,0
 (الخراج في عهد كسري) ,594,0,0,0
 (تاريخ العجم والتاريخ النبوي) ,196,0,0,0
 (ملك هرمزد),2361,0,0,0
 (تولية كسري ابرويز) ,4981,0,0,0
 (حرب ابرويز مع الروم) ,254,0,0,0
 (تولية شيرويه بن ابرويز) ,123,0,0,0
 (بين الاب والابن) ,812,0,0,0
 (بعد موت شيرويه) ,143,0,0,0
 (حروب العرب مع العجم) ,338,0,0,0
 (الفتوحات الاسلامية في عهد عمر بن الخطاب) ,1638,0,0,0
 (موقعة القادسية) ,1908,0,0,0
 (موقعه جلولاء) ,539,0,0,0
 (يوم مدينة تستر) ,959,0,0,0
 (وقعة نهاوند) ,1292,0,0,0
 (ولاية عثمان بن عفان) ,111,0,0,0
 (الفتوحات في عهد عثمان) ,272,0,0,0
 (بيعة علي بن ابي طالب) ,884,9,1,1.0180995475113122
 (وقعة الجمل) (1) ,2663,0,0,0
 (وقعة صفين) (1) ,5807,10,1,0.1722059583261581
 (مقتل عبيد الله بن عمر بن الخطاب) ,131,0,0,0
 (مقتل ذي الكلاع) ,1019,0,0,0
 (مقتل هاشم بن عتبة بن ابي وقاص المرقال) ,493,0,0,0
 (مقتل حوشب ذي ظليم) ,2056,14,1,0.6809338521400778
 (وثيقة التحكيم) ,722,23,1,3.1855955678670362
 (الخلاف بعد التحكيم) ,560,0,0,0
 (مداولة الحكمين) ,403,0,0,0
 (اعلان الحكم) ,237,0,0,0
 (مبايعة معاوية) ,53,0,0,0
 (فتنة الخوارج) ,883,0,0,0
 (قتال الخوارج (2)) ,1337,0,0,0
 (نهاية علي بن ابي طالب) ,470,0,0,0
 (مقتل علي بن ابي طالب) ,387,0,0,0
 (القصاص) ,73,0,0,0
 (محاولة قتل معاوية) ,101,0,0,0
 (محاولة قتل عمرو بن العاص) ,79,0,0,0
 (مبايعة الحسن بن علي) ,70,0,0,0
 (زحف جيوش معاوية) ,301,0,0,0
 (مبايعة معاوية بالخلافة) ,227,0,0,0
 (زياد بن ابيه) ,599,0,0,0
 (موت الحسن بن علي) ,245,0,0,0
 (بين معاوية وعمرو بن العاص) ,749,0,0,0
 (موت معاوية) ,302,0,0,0
 (مبايعة يزيد) ,585,0,0,0
 (اهل الكوفة والحسين) ,445,0,0,0
 (مسلم في الكوفة) ,2111,0,0,0
 (قتل مسلم بن عقيل) ,420,13,1,3.0952380952380953
 (خروج الحسين الي الكوفة) ,1683,0,0,0
 (نهاية الحسين) ,2297,0,0,0
 (عبد الله بن الزبير) ,1391,0,0,0
 (الخوارج) ,428,0,0,0
 (حرب المهلب مع الخوارج) ,1148,0,0,0
 (المهلب والحجاج) ,494,0,0,0
 (قتل قطري بن الفجاءة) ,82,0,0,0
 (ولاية خراسان) ,130,0,0,0
 (العراق بعد موت يزيد) ,892,0,0,0
 (خلافة مروان بن ms215 الحكم) ,158,0,0,0
 (خلافة عبد الملك بن مروان) ,149,0,0,0
 (قتل عمرو بن سعيد بن العاص) ,325,0,0,0
 (الدعوة الي العلويين) ,3654,0,0,0
 (قتل المختار) ,434,0,0,0
 (سلطان عبد الله بن الزبير) ,454,0,0,0
 (خضوع العراق لجند الشام) ,556,0,0,0
 (مقتل عبد الله بن الزبير) ,454,0,0,0
 (سك النقود العربية) ,45,0,0,0
