section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,9,0,0,0
 [مقدمة],1988,34,1,1.710261569416499
 فصل في قبول الاخبار,1241,166,6,13.376309427880742
 فصل فيمن يقبل خبره,491,100,4,20.366598778004075
 فصل,817,155,5,18.9718482252142
 فصل في المراسيل,116,0,0,0
 فضل في اختلاف الاحاديث,140,13,1,9.285714285714286
 فصل,846,204,8,24.113475177304963
 جماع ذكر الابواب والتراجم التي اشتمل عليها كتاب دلاءل النبوة ومعرفة احوال صاحب الشريعة محمد بن عبد الله خير البرية ورسول رب العزة صلي الله عليه وعلي اله وسلم,2509,0,0,0
 دلاءل النبوة ومعرفة احوال صاحب الشريعة,8,0,0,0
 بسم الله الرحمن الرحيم,441,0,0,0
 جماع ابواب مولد النبي باب بيان اليوم الذي ولد فيه رسول الله,267,195,4,73.03370786516854
 باب الشهر الذي ولد فيه رسول الله ,55,33,1,60.0
 باب العام الذي ولد فيه رسول الله,713,473,11,66.33941093969145
 باب ذكر مولد المصطفي والايات التي ظهرت عند ولادته وقبلها وبعدها $,2153,353,9,16.39572689270785
 باب ما جاء في حفر زمزم علي طريق الاختصار,640,61,1,9.53125
 باب نذر عبد المطلب,494,31,1,6.275303643724696
 باب تزوج عبد الله بن عبد المطلب ابي النبي بامنة بنت وهب وحملها برسول الله ووضعها اياه,1960,526,12,26.836734693877553
 باب كيف فعل ربك باصحاب الفيل في السنة التي ولد فيها رسول الله وما كان قبله من امر تبع علي سبيل الاختصار,1852,373,10,20.140388768898486
 باب ما جاء في ارتجاس ايوان كسري وسقوط شرفه ورءيا الموبذان وخمود النيران وغير ذلك من الايات ليلة ولد رسول الله $,654,94,1,14.37308868501529
 باب ذكر رضاع النبي ومرضعته وحاضنته Milestone300 ,3013,390,9,12.94390972452705
 باب ذكر اسماء رسول الله,1487,768,14,51.64761264290518
 باب ذكر كنية رسول الله ,263,174,4,66.15969581749049
 باب ذكر شرف اصل رسول الله ونسبه,3324,1167,25,35.108303249097474
 باب ذكر وفاة عبد الله ابي رسول الله ووفاة امه امنة بنت وهب ووفاة جده عبد المطلب بن هاشم Milestone300,1050,420,10,40.0
 جماع ابواب صفة رسول الله باب صفة وجهه,791,509,10,64.34892541087231
 باب صفة لون رسول الله,1049,642,15,61.20114394661582
 باب صفة عين رسول الله واشفاره وفمه,471,306,8,64.96815286624204
 باب صفة جبين رسول الله وحاجبيه وانفه وفمه واسنانه,200,142,3,71.0
 باب راس رسول الله وصفة لحيته,333,247,6,74.17417417417418
 باب صفة شعر رسول الله,1075,645,16,60.0
 باب ذكر شيب النبي وما ورد في خضابه,1594,835,19,52.38393977415308
 باب صفة بعد ما بين منكبي رسول الله ,202,137,3,67.82178217821783
 باب صفة كفي رسول الله وقدميه وابطيه وذراعيه وساقيه وصدره,760,424,11,55.78947368421052
 باب صفة قامة رسول الله,302,215,5,71.19205298013244
 باب طيب راءحة رسول الله وبرودة يده ولينها في يد من مسها وصف عرقه,377,190,4,50.397877984084886
 باب صفة خاتم النبوة ,1052,537,14,51.04562737642585
 باب جامع صفة رسول الله ,1209,430,10,35.566583953680734
 باب حديث ام معبد في صفة رسول الله,1432,339,6,23.6731843575419
 حديث هند بن ابي هالة في صفة رسول الله,3798,337,6,8.873091100579252
 باب ذكر اخبار رويت في شماءله واخلاقه علي طريق الاختصار تشهد لما روينا في حديث هند بن ابي هالة بالصحة وقد قال الله عز وجل,3447,1901,45,55.14940527995358
 باب ذكر اخبار رويت في زهده في الدنيا وصبره علي القوت الشديد فيها واختياره الدار الاخرة وما اعد الله تعالي له فيها علي الدنيا,2209,970,24,43.91127206880942
 باب حديث نفقة رسول الله وما في ذلك من كفاية الله تعالي همه وسعيه علي الفقراء وابن السبيل,569,75,1,13.181019332161686
 باب ما جاء في جلوسه مع الفقراء والمساكين اهل الصفة,396,139,3,35.1010101010101
 باب ذكر اجتهاد رسول الله في طاعة ربه عز وجل وخوفه منه علي طريق الاختصار,613,360,9,58.727569331158236
 باب ما يستدل به علي انه كان اجزي الناس باليد واصبرهم علي الجوع مع ما اكرمه الله به من البركة فيما دعا فيه من الاطعمة,1095,218,5,19.908675799086758
 باب ما جاء في مثل نبينا ومثل الانبياء عليهم السلام قبله واخباره بانه خاتم النبيين فكان كما اخبر,251,127,2,50.59760956175299
 باب ما جاء في مثلي ومثل امته ومثلهم ومثل ما جاء به من الهدي والبيان وان عينيه كانتا تنامان والقلب يقظان,670,219,5,32.6865671641791
 باب صفة رسول الله في التوراة والانجيل والزبور وساءر الكتب وصفة امته,1796,454,12,25.278396436525615
 باب ما وجد من صورة نبينا محمد & مقرونة بصورة الانبياء قبله بالشام,1650,178,4,10.787878787878787
 باب ما جاء في شق صدر النبي واستخراج حظ الشيطان من قلبه سوي ما مضي في باب ذكر رضاعه &,514,176,3,34.24124513618677
