section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,56,0,0,0.0
 (نسب نوح واولاده:) [1],542,78,5,14.391143911439114
 اول من تكلم ms0002 بالعربية,485,31,2,6.391752577319587
 (ابراهيم واسماعيل عليهما السلام) [1] :,881,19,1,2.1566401816118046
 نسب ولد عدنان بن ادد,3619,169,10,4.669798286819563
 وفاة نزار:,344,17,1,4.941860465116279
 مضر:,7318,106,8,1.448483192128997
 نسب بني هاشم بن عبد مناف بن قصي بن كلاب::,683,8,1,1.171303074670571
 قصة الفيل:,1888,43,3,2.277542372881356
 يوم ذات نكيف:,344,0,0,0
 136 - حفر زمزم ونذر عبد المطلب:,645,24,2,3.7209302325581395
 (ولادة النبي عليه السلام) :,1577,67,3,4.2485732403297405
 (اولاد عبد المطلب) :,835,21,2,2.5149700598802394
 عبد الله بن عبد المطلب,2112,67,4,3.172348484848485
 بناء قريش الكعبة:,449,23,1,5.122494432071269
 يوم نخلة,390,0,0,0
 يوم شمطة,373,0,0,0.0
 مبعث رسول الله صلي الله عليه وسلم,2837,636,25,22.418047232992595
 دعاء رسول الله صلي الله عليه وسلم:,2241,276,12,12.315930388219545
 امر ابي جهل,1470,60,2,4.081632653061225
 امر ابي لهب بن عبد المطلب,285,19,1,6.666666666666667
 امر الاسود بن عبد يغوث بن وهب بن عبد مناف بن زهرة بن كلاب:,172,20,1,11.627906976744185
 امر الحارث بن قيس السهمي,107,0,0,0
 امر الوليد بن المغيرة بن عبد الله بن عمر بن مخزوم بن يقظة، وابي احيحة سعيد بن العاص بن امية.,1145,0,0,0
 واما امية وابي ابنا خلف:,267,21,1,7.865168539325842
 (ابو قيس بن الفاكه),39,0,0,0
 العاص بن واءل السهمي,189,6,1,3.1746031746031744
 النضر بن الحارث العبدري,340,0,0,0
 امر ابي احيحة,50,0,0,0
 النضر بن الحارث. ,246,0,0,0
 (النضر بن الحارث),469,18,1,3.8379530916844353
 امر منبه ونبيه ms0108 ابني الحجاج,121,0,0,0
 واما زهير بن ابي امية,116,0,0,0
 واما عبد الله بن ابي امية,138,0,0,0
 (الساءب، والاسود، وعدي، والعاص:,55,0,0,0
 امر ابي البختري العاص بن هاشم (بن الحارث) [2] بن اسد بن عبد العزي بن قصي:,194,0,0,0
 امر عقبة بن ابي معيط:,390,39,2,10.0
 امر الاسود بن المطلب بن اسد بن عبد العزي,418,0,0,0
 وكان ابن [7] الاصداء الهذلي,42,0,0,0
 الحكم بن ابي العاص بن امية,145,0,0,0
 عتبة بن ربيعة بن عبد شمس بن عبد مناف,177,0,0,0
 شيبة بن ربيعة بن عبد شمس,222,0,0,0
 مطعم بن عدي بن نوفل بن عبد مناف,94,0,0,0
 طعيمة بن عدي بن نوفل بن عبد مناف,78,18,1,23.076923076923077
 الحارث بن عامر بن نوفل بن عبد مناف:,49,0,0,0
 مالك بن الطلاطلة:,118,0,0,0
 ركانة بن عبد يزيد,241,14,1,5.809128630705394
 هبيرة بن ابي وهب,36,0,0,0
