section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,54,0,0,0
 ذكر فضل الركن الاسود وما جاء فيه، وانه من حجارة الجنة,2382,976,32,40.973971452560875
 ذكر ما يقال عند استلام الركن الاسود، واستلامه ومن لم يستلمه، ورفع الايدي عنه، والرمل بالبيت,1701,906,36,53.26278659611992
 ذكر السجود علي الركن والتزامه، وتقبيله,638,283,13,44.357366771159874
 ذكر استلام الركنين: الاسود واليماني، وفضل ذلك,654,325,15,49.69418960244648
 ذكر استلام النساء الركن,235,107,5,45.53191489361702
 ذكر من اي جانب يستلم الحجر الاسود,152,79,5,51.973684210526315
 ذكر الاستلام عند دخول المسجد، وعند الخروج منه,147,85,4,57.82312925170068
" ذكر الزحام علي الركن الاسود واليماني من فعل ذلك، ومن كرهه , وذكر استلامهما",848,425,19,50.117924528301884
 ذكر اول من استلم الركن من الاءمة بعد الصلاة ,122,63,1,51.63934426229508
" ذكر ما اصاب الركن من الحريق , وذرع ما يدور الحجر الاسود من الفضة وتفسيره",200,58,3,28.999999999999996
 ذكر ذرع ما بين الحجر الاسود الي الارض ,87,0,0,0
" ذكر استلام الركن اليماني وفضله , وما جاء فيه",1085,438,18,40.36866359447004
 ذكر استلام الركنين الحجر واليماني في كل وتر,166,86,4,51.80722891566265
 ذكر ما يقال بين الركنين: الاسود واليماني,268,112,4,41.7910447761194
 ذكر من كان يطوف بالبيت ولا يستلم,326,125,7,38.34355828220859
 ذكر استلام الركنين الغربيين اللذين يليان الحجر,395,193,6,48.860759493670884
 ذكر استلام الاركان كلها وتقبيلها ومسحها، ومن لم يمسحها، وتفسير ذلك,341,195,9,57.18475073313783
 ذكر تقبيل الاركان، وتقبيل الايدي اذا مسحت بها، والتصويت بالقبلة، وما جاء في ذلك,505,292,14,57.821782178217816
 ذكر الملتزم والتزامه، والدعاء فيه، وفضل ذلك وما جاء فيه,1174,569,27,48.46678023850085
 ذكر التزام دبر الكعبة ومن كان يفعله,734,223,12,30.381471389645775
 ذكر من كان يلتزم البيت، ومن كان لا يلتزمه,277,165,7,59.56678700361011
 ذكر الدعاء بين الركن، والمقام,181,68,3,37.569060773480665
 ذكر الصلاة في وجه الكعبة,898,329,13,36.6369710467706
 ذكر حد قبلة الكعبة,303,221,4,72.93729372937293
 ذكر الطواف بالكعبة والصلاة، وما يءمر به فيه من الصمت,1293,711,24,54.988399071925755
 ذكر كثرة الطواف والثواب عليه,144,54,2,37.5
 ذكر كراهية الكلام بالفارسية في الطواف والاضطباع فيه,133,77,4,57.89473684210527
 ذكر ما ينزل علي الطواف واهل مكة من الرحمة في كل يوم، وتفسيره,227,115,5,50.66079295154186
 ذكر احصاء الطواف فيه، وما يءمر به من الصمت والسكوت فيه، والتواضع والخشوع,853,338,13,39.624853458382184
 ذكر من رخص في الكلام في الطواف بالخير والدعاء,757,364,18,48.084544253632764
 ذكر التءدة والسرعة في الطواف,582,281,10,48.281786941580755
 ذكر الاقران في الطواف، ومن رخص فيه وفعله، ومن لم يفعله، وتفسير ذلك,698,392,15,56.16045845272206
 ذكر من رخص في الاقران في الطواف,487,139,5,28.54209445585216
 ذكر القراءة في الطواف، وذكر الله عز وجل,507,276,11,54.437869822485204
 ذكر ما يقال في الطواف وتفسير ذلك,336,158,6,47.023809523809526
 ذكر القيام في الطواف وحد الطواف,118,57,3,48.30508474576271
 ذكر القيام علي باب الكعبة,222,85,4,38.288288288288285
 ذكر طواف النساء بالبيت متنقبات,415,262,9,63.132530120481924
 ذكر من نذر ان يطوف بالبيت علي اربع قواءم او مقرونا، كيف يصنع؟,288,143,6,49.65277777777778
 ذكر الصلاة والطواف للغرباء، ايهما افضل؟,472,247,10,52.33050847457628
 ذكر الطواف بالبيت علي الدواب راكبا، ومن فعله ورخص فيه,930,550,18,59.13978494623656
 ذكر الطواف في المطر وفضله,195,77,3,39.48717948717949
 ذكر الطواف بالبيت سباحة في السيل العظيم ومن فعله,112,48,2,42.857142857142854
 ذكر اول من فرق بين الرجال والنساء في الطواف ,279,11,1,3.942652329749104
 ذكر فضل الطواف عند طلوع الشمس وعند غروبها,198,83,2,41.91919191919192
 ذكر الصلاة بمكة في كل وقت,352,191,6,54.26136363636363
 ذكر من رخص في الصلاة بعد العصر، ومن كان يصلي ويامر بالصلاة حينءذ,707,465,16,65.77086280056577
 ذكر من لم ير الصلاة بعد العصر وبعد الصبح بمكة,757,402,16,53.10435931307794
 ذكر من قال: تجزء المكتوبة من ركعتي الطواف,433,199,7,45.95842956120092
 ذكر الانصراف من الطواف علي وتر,541,126,7,23.290203327171906
 ذكر الانصراف من الطواف لحاجة تبدو,155,95,4,61.29032258064516
 ذكر من كان يصلي خلف كل سبع اربع ركعات، وابتلال الكعبة من جوانبها في المطر,191,112,5,58.63874345549738
 ذكر تغميض العينين في الطواف، والطواف في القلانس,93,59,3,63.44086021505376
 ذكر التوقيت في الصلاة، والصلاة بالليل والنهار,269,159,5,59.10780669144982
 ذكر المريض والكبير يطاف به بالبيت علي ايدي الرجال,111,81,4,72.97297297297297
 ذكر ما يستحب من الذكر لله تبارك وتعالي في الطواف,363,62,3,17.079889807162534
 ذكر الرجل يقرا السجدة وهو يطوف بالبيت,149,22,1,14.76510067114094
 ذكر الطواف في الخفاف والنعال وتفسير ذلك,193,116,3,60.10362694300518
 ذكر المقيد يطوف بالبيت,86,52,3,60.46511627906976
 ذكر الشرب في الطواف,180,94,4,52.22222222222223
 ذكر الاستراحة في الطواف,109,34,2,31.19266055045872
 ذكر اين تصلي ركعتا الطواف من المسجد,102,38,2,37.254901960784316
