section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 الجزء الاول - السيرة النبوية الشريفة,162,0,0,0.0
 ذكر @Auto_ISE@ من انتمي اليه رسول الله- صلي الله عليه وسلم -,1420,560,21,39.436619718309856
 ذكر من ولد رسول الله - صلي الله عليه وسلم - من الانبياء,3661,822,34,22.452881726304287
 ذكر حواء,105,40,2,38.095238095238095
 ذكر ادريس النبي ص.,91,17,1,18.681318681318682
 ذكر نوح النبي ص.,1471,116,7,7.8857919782460915
 ذكر ابراهيم خليل الرحمن- ,690,173,9,25.072463768115945
 ذكر اسماعيل. ع,1027,286,12,27.848101265822784
 ذكر القرون والسنين التي بين ادم ومحمد. عليهما الصلاة والسلام قال:,257,43,3,16.731517509727624
 ذكر تسمية الانبياء وانسابهم - صلي الله عليه وسلم -,385,34,2,8.831168831168831
 ذكر نسب رسول الله - صلي الله عليه وسلم - وتسمية من ولده الي ادم- صلي,1070,196,9,18.317757009345794
 ذكر امهات رسول الله. عليه الصلاة والسلام,464,78,3,16.810344827586206
 ذكر الفواطم والعواتك اللاتي ولدن رسول الله- صلي الله عليه وسلم -,765,24,2,3.1372549019607843
 ذكر امهات اباء رسول الله- صلي الله عليه وسلم - قال: اخبرنا هشام بن,769,0,0,0
 ذكر قصي بن كلاب,1995,224,8,11.228070175438596
 ذكر عبد مناف بن قصي,434,39,3,8.986175115207374
 ذكر هاشم بن عبد مناف,1497,133,8,8.884435537742151
 ذكر عبد المطلب بن هاشم,1786,147,8,8.230683090705487
 ذكر نذر عبد المطلب ان ينحر ابنه,1603,231,7,14.41048034934498
 ذكر تزوج عبد الله بن عبد المطلب امنة بنت وهب ام @Auto_ISB@ رسول الله- صلي الله عليه وسلم -,217,72,2,33.17972350230415
 ذكر المراة التي عرضت نفسها علي عبد الله بن عبد المطلب,585,94,4,16.068376068376068
 ذكر حمل امنة برسول الله- صلي الله عليه وسلم - كثيرا,276,60,3,21.73913043478261
 ذكر وفاة عبد الله بن عبد المطلب,372,58,3,15.591397849462366
 ذكر مولد رسول الله- صلي الله عليه وسلم -,803,400,10,49.813200498132005
 ذكر اسماء الرسول - صلي الله عليه وسلم - وكنيته,530,265,9,50.0
 ذكر كنية رسول الله- صلي الله عليه وسلم -,412,175,7,42.4757281553398
 ذكر من ارضع رسول الله- صلي الله عليه وسلم - وتسمية اخوته واخواته من,2106,445,17,21.130104463437796
 ذكر وفاة امنة ام @Auto_ISB@ رسول الله- صلي الله عليه وسلم -,425,82,2,19.294117647058822
