section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,1791,0,0,0
 هجرة النبي صلي الله عليه وسلم من مكة الي ms006 المدينة المنورة,4050,984,37,24.296296296296298
 اموال بني النضير,1020,245,10,24.019607843137255
 اموال بني قريظة,378,86,4,22.75132275132275
 غزوة خيبر,1730,381,18,22.023121387283236
 فتح فدك,1373,213,10,15.51347414420976
 امر وادي القري وتيماء,469,61,3,13.00639658848614
 فتح مكة المكرمة,3150,410,21,13.015873015873018
 ذكر حفاءر مكة,1180,27,2,2.288135593220339
 امر السيول بمكة,440,36,2,8.181818181818182
 فتح الطاءف,1037,132,5,12.729026036644168
 فتح تبالة وجرش,53,14,1,26.41509433962264
 غزوة تبوك وايلة وذرح ومقنا والجرباء,353,17,1,4.815864022662889
 فتح دومة الجندل,468,46,3,9.82905982905983
 صلح تجران,1317,85,5,6.454062262718299
 وفود اهل اليمن الي النبي صلي الله عليه وسلم واسلامهم,1958,396,17,20.224719101123593
 فتح عمان,539,10,1,1.855287569573284
 غزوة البحرين,2128,302,14,14.191729323308271
 دعوة النبي صلي الله عليه وسلم اهل اليمامة الي الاسلام,1845,97,4,5.257452574525745
 خبر ردة العرب في خلافة ابي بكر الصديق رضي الله عنه,1510,94,3,6.225165562913907
 ردة @Auto_ISB@ بني وليعة والاشعث بن قيس ابن معدي كرب بن معاوية الكندي,1083,81,4,7.479224376731302
 امر الاسود العنسي ومن ارتد معه باليمن,641,19,1,2.9641185647425896
 فتوح الشام,625,11,1,1.76
 شخوص خالد بن الوليد الي الشام وما فتح في طريقه,556,0,0,0
 فتح بصري,136,0,0,0
 يوم اجنادين,333,0,0,0
 يوم فحل من الاردن,175,0,0,0
 امر الاردن,574,50,4,8.710801393728223
 يوم مرج الصفر,570,0,0,0
 فتح مدينة دمشق وارضها,2313,169,11,7.306528318201471
 امر حمص,1057,87,6,8.230842005676443
 يوم اليرموك,792,28,2,3.535353535353535
 امر فلسطين,1625,100,8,6.153846153846154
 امر جند قنسرين والمدن التي تدعي العواصم,1947,73,5,3.749357986646122
 امر قبرص,1389,78,4,5.615550755939525
 امر السامرة,229,33,2,14.41048034934498
 امر الجراجمة,1028,51,4,4.961089494163424
 فتح الثغور الشامية,2180,80,7,3.669724770642202
 فتوح الجزيرة,2425,136,9,5.608247422680412
 امر نصاري بن تغلب بن واءل,588,120,6,20.408163265306122
 غزو الثغور الجزرية,397,0,0,0
 فتح ملطية,1970,44,3,2.233502538071066
 نقل ديوان الرومية,137,0,0,0
 فتوح ارمينية,4318,44,4,1.0189902732746643
 فتوح مصر والمغرب,2066,422,19,20.42594385285576
 فتح الاسكندرية,995,65,4,6.532663316582915
 فتح برقة وزويلة,411,85,4,20.68126520681265
 فتح اطرابلس,135,19,1,14.074074074074074
 فتح افريقية,1012,39,3,3.8537549407114624
 فتح طنجة,87,0,0,0
 فتح الاندلس,1230,9,1,0.7317073170731708
 فتح جزاءر في البحر,292,7,1,2.3972602739726026
 صلح التوبة,612,51,2,8.333333333333332
 امر القراطيس,192,0,0,0
 فتوح سواد العراق (خلافة ابي بكر الصديق رضي الله عنه),2398,135,8,5.629691409507923
 خلافة عمر بن الخطاب رضي الله عنه,162,0,0,0
 يوم قس الناطف وهو يوم الجسر,354,0,0,0
 يوم مهران وهو يوم النخيلة,484,19,1,3.925619834710744
 يوم القادسية,1638,60,4,3.6630036630036633
 فتح المداءن,404,48,2,11.881188118811881
 يوم جلولاء الوقيعة,2729,769,32,28.17882008061561
 ذكر تمصير الكوفة,3563,498,22,13.976985686219479
 امر واسط العراق,539,10,1,1.855287569573284
 امر البطاءح,629,15,2,2.384737678855326
 امر مدينة السلام,1294,54,4,4.1731066460587325
 نقل ديوان الفارسية,275,13,1,4.7272727272727275
 فتح الجبال (حلوان),207,19,1,9.178743961352657
 فتح نهاوند,1126,140,6,12.433392539964476
 صلح الدينور وماسبذان ومهرجا نقذف,428,39,3,9.11214953271028
 فتح همذان,623,14,1,2.247191011235955
 فتح قم وقاشان واصبهان,733,68,4,9.27694406548431
 مقتل @Auto_ISB@ يزدجرد بن شهريار بن كسري ابرويز بن هرمز بن انوشروان,482,12,1,2.4896265560165975
 فتح الري وقومس,883,38,4,4.303510758776897
 فتح قزوين ونجبار,1124,58,4,5.160142348754448
 فتح اذربيجان,1331,109,6,8.189331329827198
 فتح الموصل,426,36,3,8.450704225352112
 فتح شهرزور والصامغان ودراباذ,158,38,2,24.050632911392405
 فتح جرجان وطبرستان ونواحيها,1469,36,3,2.450646698434309
 فتوح كور دجلة,1473,107,6,7.26408689748812
 تمصير البصرة,6744,162,11,2.4021352313167257
 امر الاساوة والزط,984,0,0,0
 فتح كور الاهواز,2219,157,10,7.0752591257323125
 فتح كور فارس وكرمان,1600,78,5,4.875
 فتح سجستان وكابل,2495,87,4,3.486973947895792
 فتوح خراسان,7093,45,4,0.6344283096010152
 فتوح السند,3438,52,5,1.5125072716695753
 في احكام ارض الخراج,459,0,0,0
 العطاء في خلافة عمر بن الخطاب رضي الله عنه,3485,835,34,23.959827833572454
 امر الخاتم,943,115,8,12.195121951219512
 امر النقود,1394,259,16,18.579626972740314
 امر الخط,976,138,8,14.139344262295081
