section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,21373,31,3,0.14504281102325364
 [مقدمة المءلف],864,0,0,0
 مبتدا الخلق,1022,21,1,2.054794520547945
 حلية ادم,5485,247,2,4.503190519598906
 عدد الرسل,102,0,0,0
 28/ التاريخ,250,32,1,12.8
 ذكر من كان علي Milestone300 دين قبل مبعث النبي صلي الله عليه وسلم [1],554,0,0,0
 انساب العرب [1],619,0,0,0
 قريش,498,0,0,0
 نسب [2] بني هاشم,131,0,0,0
 نسب بني Milestone300 امية,2424,26,1,1.0726072607260726
 ثقيف,1505,0,0,0
 نسب اليمن,1145,0,0,0
 نسب الاوس والخزرج,165,0,0,0
 نسب الاوس بن حارثة,843,0,0,0
 ابو النبي وعمومته وعماته صلي الله عليه وسلم,85,0,0,0
 57/ اسماء عماته صلي الله عليه وسلم,33,0,0,0
 [الامهات [1],103,0,0,0
 اخوال عمومته وابيه صلي الله عليه وسلم,1524,0,0,0
 ذكر عماته صلي الله عليه وسلم,160,0,0,0
 ام النبي صلي الله عليه وسلم,80,0,0,0
 جدات النبي صلي الله عليه وسلم,217,0,0,0
 جدات النبي لامه صلي الله عليه وسلم,137,0,0,0
 اظار النبي صلي الله عليه وسلم,100,0,0,0
 65/ ازواج النبي صلي الله عليه وسلم,1272,86,3,6.761006289308176
 اولاد النبي صلي الله عليه وسلم,424,19,1,4.481132075471698
 موالي رسول الله صلي الله عليه وسلم,964,25,2,2.5933609958506225
 خيل رسول الله ومراكبه صلي الله عليه وسلم,110,0,0,0
 احوال الرسول صلي الله عليه وسلم,430,0,0,0
 غزوة بدر,157,0,0,0
 اسماء المتخلفين عن بدر,133,0,0,0
 اسماء المطعمين من قريش في غزوة بدر,66,0,0,0
 عدة من قتل ومن اسر يوم بدر,376,0,0,0
 ذكر من استشهد من المسلمين يوم بدر,710,0,0,0
 يوم الخندق وما بعده,971,48,3,4.94335736354274
 ابو ابي بكر وامه,140,0,0,0
 اسلام ابي بكر والاختلاف في ذلك,179,62,3,34.63687150837989
 حلية ابي بكر,35,0,0,0
 بيعة ابي بكر وخلافته ووفاته,323,0,0,0
 سن ابي بكر,111,0,0,0
 ولد ابي بكر لصلبه واعقابهم,495,0,0,0
 موالي ابي بكر وولده [1] رضي الله عنه,437,0,0,0
 ابو عمر وامه واخوه زيد وامه,257,0,0,0
 حلية عمر رضي الله عنه,79,17,1,21.518987341772153
 خلافة عمر بن الخطاب رضي الله عنه,199,0,0,0
 سن عمر بن الخطاب رضي الله عنه,84,45,2,53.57142857142857
 ولد عمر بن الخطاب لصلبه واعقابهم,197,0,0,0
 ولد عبد الله بن عمر رضي الله عنهم,506,0,0,0
 موالي عمر بن الخطاب رضي الله عنه,262,0,0,0
 نسب عثمان,45,0,0,0
 ابو عثمان وامه,51,0,0,0
 حلية عثمان واخباره,71,0,0,0
 اذا دعا بالميزان,259,0,0,0
 خلافة عثمان رضي الله عنه,619,0,0,0
 ولد عثمان رضي الله عنه,630,0,0,0
 102/ موالي عثمان رضي الله عنه,66,0,0,0
 نسب علي بن ابي طالب رضي الله عنه,26,0,0,0
 ابوه واخوته واخواته,902,0,0,0
 خلافة علي بن ابي طالب رضي الله عنه,295,0,0,0
 حلية علي وسنه رضي الله عنه,89,0,0,0
 ولد علي رضي الله عنه,144,0,0,0
 بنات علي رضي ‪@ISB@‬ الله عنه,1366,12,2,0.8784773060029283
 موالي ال ابي طالب [1],86,0,0,0
 نسب الزبير,286,0,0,0
 حلية الزبير رضي الله عنه,57,0,0,0
 ولد الزبير رضي الله عنه,892,0,0,0
 117/ موالي الزبير واله,117,0,0,0
 نسب طلحة,327,0,0,0
 سن طلحة وحليته رضي الله عنه,137,18,1,13.138686131386862
 ولد طلحة بن عبيد الله [1],529,0,0,0
 موالي طلحة رضي الله عنه,138,0,0,0
 نسب عبد الرحمن بن عوف,205,0,0,0
 حلية عبد الرحمن بن عوف رضي الله عنه,62,0,0,0
 ولد عبد الرحمن بن عوف رضي الله عنه,537,0,0,0
 نسب سعد,298,0,0,0
 حلية سعد رضي الله عنه,44,0,0,0
 ولد سعد,173,0,0,0
 نسب سعيد,303,0,0,0
 حلية سعيد رضي الله عنه,196,0,0,0
 حلية ابي عبيدة رضي الله عنه,156,13,1,8.333333333333332
 حلية عبد الله بن مسعود رضي الله عنه,34,0,0,0
 ولد عبد الله بن مسعود رضي الله عنه,116,0,0,0.0
 عتبة بن مسعود اخو عبد الله بن مسعود Milestone300 رضي الله عنه,13150,268,10,2.038022813688213
 من تاخر موته من الصحابة رضي الله عنهم,179,0,0,0
 اسماء المءلفة قلوبهم,98,21,1,21.428571428571427
 اسماء المنافقين,104,0,0,0
 اسماء الثلاثة الذين خلفوا ونزل فيهم القران,18,0,0,0
 175/ اسماء الخلفاء,8008,42,4,0.5244755244755245
 المشهورون من الاشراف واصحاب [1] السلطان والخارجين عليهم,4677,18,1,0.38486209108402825
 التابعون ومن بعدهم,10071,377,37,3.743421705888194
 اصحاب الراي,970,0,0,0
 اصحاب [1] الحديث,3326,77,3,2.3150932050511126
 اصحاب القراءات,733,28,2,3.819918144611187
 النسابون واصحاب الاخبار,804,13,1,1.616915422885572
 رواة الشعر واصحاب الغريب والنحو,925,25,3,2.7027027027027026
 المعلمون [1],326,0,0,0
 المتهاجرون,133,0,0,0.0
 الاواءل,1274,10,1,0.7849293563579277
 المساجد [1],1,0,0,0
 الكعبة,371,19,2,5.121293800539084
 بيت المقدس,147,0,0,0
 مسجد المدينة,196,0,0,0
 البصرة ومسجدها وانهارها,186,0,0,0
 الكوفة ومسجدها,112,0,0,0
 مسجد دمشق,12,0,0,0.0
 جزيرة العرب,66,7,1,10.606060606060606
 السواد,28,0,0,0
 الجزيرة,10,0,0,0
 نجد وتهامة والحجاز,106,6,1,5.660377358490567
 الفتوح خراسان,64,0,0,0
 طبرستان وجرجان والري,54,0,0,0
 كرمان وسجستان,17,0,0,0
 الجبل,19,0,0,0
 الاهواز وفارس واصبهان,33,0,0,0
 السواد,13,0,0,0
 الجزيرة,11,0,0,0
 الشام,46,0,0,0
 مصر,10,0,0,0
 المغرب,26,0,0,0
 الاندلس,13,0,0,0
 هجر واليمامة والبحرين,28,0,0,0
 الهند,13,0,0,0
 تسمية من ولي العراقين,74,0,0,0
 فرق ما بين المهاجرين الاولين والاخرين,56,21,1,37.5
 معرفة المخضرمين,39,7,1,17.94871794871795
 سبب اضعاف الصدقة علي نصاري تغلب,59,0,0,0
 صناعات الاشراف,274,5,1,1.824817518248175
 اهل العاهات,130,0,0,0
 البرص,266,0,0,0
 العرج,92,0,0,0
 الصم,25,0,0,0
 الجدع,15,0,0,0
 286/ الجذمي,18,0,0,0
 الحول,52,0,0,0
 الزرق,29,0,0,0
 الصلع,26,0,0,0
 الكواسج,8,0,0,0
 الفقم,9,0,0,0
 البخر,40,0,0,0
 العور,160,0,0,0
 المكافيف,127,0,0,0
 ثلاثة مكافيف في نسق,41,0,0,0
 ستة مقتولين في نسق,52,0,0,0
 ثلاثة قضاة في نسق,71,0,0,0
 ثلاثة اسماء في نسق,39,0,0,0
 خمسة موالي في نسق,55,0,0,0
 اربعة راوا رسول الله صلي الله عليه وسلم في نسق,30,0,0,0
 اربعة اخوة شهدوا بدرا,35,0,0,0
 ثلاثة سادة في نسق,78,0,0,0
 289/ اخوان تفاوت ما بينهما في السن,28,0,0,0
 اب وابن Milestone300 تقارب ما بينهما في السن,19,0,0,0
 الطوال,233,0,0,0
 القصار,85,12,1,14.117647058823529
