section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,8509,104,7,1.2222352802914562
 [مقدمة الكتاب],574,0,0,0
 القول في خلق الارض,799,0,0,0
 القول في البحار واحاطتها بالارض,378,0,0,0
 القول في البحار وعجاءب ما فيها,1146,0,0,0
 الصين,223,0,0,0
 الفرق ما بين بلاد الصين وبلاد الهند,672,0,0,0
 القول في مكة,472,0,0,0
 ذكر البيت الحرام وما جاء فيه,768,0,0,0
 مدينة الطاءف,105,0,0,0
 القول في المدينة,297,0,0,0
 ذكر مسجد المدينة,677,0,0,0
 الفرق بين تهامة والحجاز,229,0,0,0
 القول في اليمامة,120,0,0,0
 صفة اليمامة واوديتها,442,0,0,0
 القول في البحرين,110,0,0,0
 الحزون,53,0,0,0
 والحرات,36,0,0,0
 والسروات,55,0,0,0
 والبراق,44,0,0,0
 والدارات,67,0,0,0
 القول في اليمن,2040,21,1,1.0294117647058822
 باب في تصريف الجد الي الهزل والهزل الي الجد,1153,0,0,0
 باب في مدح الغربة والاغتراب,2042,0,0,0
 القول في مصر والنيل,2506,8,1,0.3192338387869114
 صفة الهرمين,2113,0,0,0
 القول في المغرب,2901,0,0,0
 القول في الشام,372,0,0,0
 القول في بيت المقدس,2613,0,0,0
 القول في دمشق,3131,6,1,0.19163206643244968
 افتخار الشاميين علي البصريين وفضل الحبلة علي النخلة,1861,0,0,0
 القول في الجزيرة,1434,0,0,0
 القول في الروم,4321,9,1,0.20828511918537373
 القول في العراق,201,0,0,0
 القول في الكوفة,959,0,0,0
 افتخار الكوفيين والبصريين,1455,0,0,0
 ما جاء في مسجد الكوفة,465,0,0,0
 ذكر الخورنق,621,0,0,0
 قصة الغريين,1017,0,0,0
 ما جاء في ذم الكوفة,1761,0,0,0
 القول في البصرة,2680,51,1,1.9029850746268655
 ذم اهل البصرة:,876,10,1,1.141552511415525
 مجلس الكوفيين والبصريين عند المامون (1),4751,0,0,0
 القول في واسط,2393,19,1,0.7939824488090262
 ذكر النبط وما جاء فيهم (1),1959,34,2,1.7355793772332824
 القول في مدينة السلام بغداد,20398,36,3,0.1764878909697029
 ما ذكر في ذم بغداد وكراهة نزولها,2230,18,1,0.8071748878923767
 القول في سرمري,1972,9,1,0.4563894523326572
 القول في السواد وصفته واعلام حدوده وكوره وطساسيجه وسبب مساحة الارض وتقدير خراجه وطوله وعرضه,1806,0,0,0
 تقدير السواد (1),1930,10,1,0.5181347150259068
 القول في الاهواز,1729,13,1,0.7518796992481203
 القول في فارس,2016,39,1,1.9345238095238095
 القول في كرمان,840,0,0,0
 القول في الجبل,2682,0,0,0
 في ابنية البلدان وخواصها وعجاءبها,6658,20,1,0.30039050765995795
 القول في همذان,3431,26,1,0.757796560769455
 --- مجاراة عبد القاهر والحسين بن ابي سرح في ms357 مدح همذان والعراق وذمهما,2580,9,1,0.3488372093023256
 ذكر حب الاوطان,2007,0,0,0
 ومن العجاءب التي بهمذان:,1665,7,1,0.42042042042042044
 المملحة بفراهان:,1812,0,0,0
 ذكر ما خص الله تعالي كل بلدة بشء من الامتعة دون غيرها,1318,0,0,0
 منارة ذات الحوافر,993,0,0,0
 ناووس الظبية وقصر بهرام جور,817,0,0,0
 القول في نهاوند,219,0,0,0
 القول في اصبهان,502,26,1,5.179282868525896
 * قم,1191,0,0,0
 القول في الري والدنباوند,4304,0,0,0
 القول ms415 في قزوين وابهر وزنجان,1466,8,1,0.5457025920873124
 القول في طبرستان,3801,22,1,0.5787950539331754
 القول في اذربيجان,392,0,0,0
 القول في ارمينية,4631,0,0,0
 القول في خراسان,6554,124,6,1.8919743667989013
 القول في الترك,2582,27,1,1.0457010069713402
 ذكر بعض مدن الاتراك وعجاءبها,1039,14,1,1.3474494706448508
