section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
EDITOR|,806,0,0,0
 [مقدمات المءلف],169,0,0,0
 المقدمة الاولي في بيان تقسيم اهل العالم جملة مرسلة,331,0,0,0
 المقدمة الثانية في تعيين قانون يبني عليه تعديد الفرق الاسلامية,374,0,0,0
 كبار الفرق الاسلامية اربع,117,0,0,0
 المقدمة الثالثة في بيان اول شبهة وقعت في الخليقة، ومن مصدرها في الاول ومن مظهرها في الاخر,1033,0,0,0
 المقدمة الرابعة في بيان اول شبهة وقعت في الملة الاسلامية، وكيفية انشعابها، ومن مصدرها، ومن مظهرها,2956,20,1,0.6765899864682002
 المقدمة الخامسة في السبب الذي اوجب ترتيب هذا الكتاب علي طريق الحساب وفيها اشارة الي مناهج الحساب,920,0,0,0
 مذاهب اهل العلم من ارباب الديانات والملل واهل الاهواء والنحل,264,0,0,0
 تمهيد: ارباب الديانات والملل من المسلمين، واهل الكتاب، وممن له شبهة كتاب,366,0,0,0
 الباب الاول: المسلمون,735,0,0,0
 الفصل الاول: المعتزلة,416,0,0,0
 1- الواصلية,743,0,0,0
 2- الهذيلية,743,0,0,0
 3- النظامية,1333,0,0,0
 4- الخابطية والحدثية,634,0,0,0
 5- البشرية,362,0,0,0
 6- المعمرية,654,0,0,0
 7- المردارية,276,0,0,0
 8- الثمامية,256,0,0,0
 9 - الهشامية,409,0,0,0
 10- الجاحظية,351,0,0,0
 11- الخياطية والكعبية,216,0,0,0
 12- الجباءية والبهشمية,1377,0,0,0
 الفصل الثاني: الجبرية,124,0,0,0
 1- الجهمية,410,0,0,0
 2- النجارية,352,0,0,0
 3- الضرارية,216,0,0,0
 الفصل الثالث: الصفاتية,407,0,0,0
 1- الاشعرية,2525,21,1,0.8316831683168318
 2- المشبهة,1064,0,0,0
 3- الكرامية,1389,0,0,0
 الفصل الرابع: الخوارج,291,0,0,0
 1- المحكمة الاولي,720,0,0,0
 2- الازارقة,462,0,0,0
 3- النجدات العاذرية,592,0,0,0
 4- البيهسية,559,0,0,0
 5- العجاردة,616,0,0,0
 6- الثعالبة,72,0,0,0
" ""ا"" الاخنسية",79,0,0,0
" ""ب"" المعبدية",52,0,0,0
" ""ج"" الرشيدية",52,0,0,0
" ""د"" الشيبانية",137,0,0,0
" ""ه"" الكرمية",176,0,0,0
" ""و"" المعلومية والمجهولية",109,0,0,0
 7- الاباضية,292,0,0,0
" ""ا"" الحفصية ms088 1",53,0,0,0
