section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 القسم الاول,2,0,0,0
 حلب قبل الاسلام,3,0,0,0
 اسمها زمن ابراهيم الخليل,380,0,0,0
 عند اليونانيين,61,0,0,0
 بناءها في قديم الزمان,360,0,0,0
 قنسرين,136,0,0,0
 حكامها,1,0,0,0
 من اليونان,280,0,0,0
 من الرومان,353,0,0,0
 القسم الثاني ,2,0,0,0
 حلب في صدر الاسلام</span>,4,0,0,0
 قنسرين,257,0,0,0
 حلب,186,0,0,0
 خالد بن الوليد,74,0,0,0
 امارة ms007 خالد,320,0,0,0
 عمر وخالد بن الوليد,345,0,0,0
 ولاية حبيب بن مسلمة,227,0,0,0
 موقعة صفين,84,0,0,0
 القسم الثالث ,2,0,0,0
 حلب في العصر الاموي,4,0,0,0
 خلافة معاوية بن ابي سفيان,253,0,0,0
 خلافة يزيد بن معاوية,43,0,0,0
 خلافة مروان بن الحكم,79,0,0,0
 خلافة عبد الملك في مروان,86,0,0,0
 خلافة الوليد بن عبد الملك,120,0,0,0
 خلافة سليمان,30,0,0,0
 خلافة عمر بن عبد العزيز,58,0,0,0
 خلافة يزيد بن عبد الملك,113,0,0,0
 خلافة هشام,49,0,0,0
 خلافة الوليد بن يزيد,69,0,0,0
 خلافة يزيد بن الوليد,51,0,0,0
 خلافة ابراهيم بن الوليد ومروان بن محمد,146,0,0,0
 القسم الرابع ,2,0,0,0
 حلب في العصر العباسي,4,0,0,0
 خلافة ابي العباس,580,0,0,0
 خلافة ابي جعفر المنصور,487,0,0,0
 خلافة المهدي,217,0,0,0
 خلافه هارون الرشيد,399,11,1,2.756892230576441
 خلافة الامين,187,0,0,0
 خلافة المامون,434,0,0,0
 خلافة المعتصم,214,0,0,0
 خلافة الواثق,240,0,0,0.0
 خلافة المتوكل,204,15,1,7.352941176470589
 خلافة المنتصر,115,0,0,0
 خلافة المستعين,88,0,0,0
 خلافة المعتز,129,0,0,0
 خلافة المعتمد,1333,0,0,0
 خلافة المعتضد,470,0,0,0
 خلافة المكتفي,714,0,0,0
 خلافة المقتدر,568,0,0,0
 خلافة القاهر بالله,55,0,0,0
 خلافة الراضي,353,0,0,0
 خلافة المتقي,1080,0,0,0
 خلافة المستكفي,93,0,0,0
 القسم الخامس ,2,0,0,0
 حلب والحمدانيون,2,0,0,0
 سيف الدولة الحمداني 333 - 356 هجرية,5044,37,2,0.7335448057097541
 القسم السادس ,2,0,0,0
 حلب في ايام سعد الدولة الحمداني 356 - 381 هجرية,3238,0,0,0
 القسم السابع ,2,0,0,0
 سعيد الدولة الحمداني 381 - 392 هجرية,1000,0,0,0
 موت سعيد الدولة,48,0,0,0
 القسم الثامن ,2,0,0,0
 ولدا سعيد الدولة علي وشريف,45,0,0,0
 لءلء الكبير,35,0,0,0
 منصور بن لءلء,325,0,0,0
 ابو الهيجاء بن سعد الدولة,402,0,0,0
 مرتضي الدولة وصالح بن مرداس,1319,0,0,0
 القسم التاسع ,2,0,0,0
 حلب والفاطميون,2,0,0,0
 فتح القلعي مبارك الدولة,337,0,0,0
 فاتك الحاكمي عزيز الدولة,674,0,0,0
 محمد الكتامي صفي الدولة,128,0,0,0
 ابن ثعبان سند الدولة,63,0,0,0
 ثعبان سديد الملك,189,0,0,0
 القسم العاشر ,2,0,0,0
 حلب والمرداسيون,2,0,0,0
 صالح بن مرداس,564,0,0,0
 نهاية صالح بن مرداس,81,0,0,0
 في الوزير تاذرس,399,0,0,0
 القسم الحادي ,2,0,0,0
 عشر ثانيا نصر بن صالح بن مرداس,7,0,0,0
 حرب الاخوين,301,0,0,0
 نصر والروم,1233,0,0,0
 نهاية نصر بن صالح ms092 بن مرداس,292,0,0,0
 القسم الثاني عشر,3,0,0,0
 ثمال بن صالح بن مرداس,784,0,0,0
 نهاية الدزبري,63,0,0,0
 ثمال حاكما في حلب,783,0,0,0
 قدوم رفق الخادم ونهايته,213,0,0,0
 السيدة والمستنصر,202,0,0,0
 المرداسيون والروم,93,0,0,0
 في الوزارة,109,0,0,0
 خلع الفاطميين,115,0,0,0
 البساسيري وثمال,120,0,0,0
 خصاءل ثمال,364,0,0,0
 تسليمه حلب وخروجه الي مصر,183,0,0,0
 حكم ابن ملهم,102,0,0,0
 حلب بين محمود بن نصر وناصر الدولة,537,0,0,0
 حلب بين عطية بن صالح ومحمود بن نصر,306,0,0,0
 ثمال في حلب,643,0,0,0
 وساطة ومصالحة,248,0,0,0
 حرب الروم,253,0,0,0
 القسم الثالث عشر,3,0,0,0
 عطية بن صالح بن مرداس,5,0,0,0
 عطية وابن اخيه,546,0,0,0
 استنجاد المرداسيين بالترك,289,0,0,0
 حلب من عطية الي محمود,187,0,0,0
 القسم الرابع عشر,3,0,0,0
 محمود بن نصر بن صالح,288,0,0,0
 هزيمة الروم,199,0,0,0
 بين المرداسيين والروم,548,0,0,0
 السلطان العادل ومحمود,924,0,0,0
 وقعة منازكرد,867,0,0,0
 خبر عطية بن صالح,163,0,0,0
 الوزير ابو بشر,435,0,0,0
 ابن منقذ,346,0,0,0
 خبر الخفاجي,660,0,0,0
 الشاعر ابن حيوس,297,0,0,0
 وفاة محمود بن نصر,56,0,0,0
 القسم الخامس عشر,3,0,0,0
 نصر بن محمود بن نصر بن صالح,625,0,0,0
 مقتل نصر,54,0,0,0
 القسم السادس عشر,3,0,0,0
 سابق بن محمود بن نصر,209,0,0,0
 هزيمة وثاب,221,0,0,0
