section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 [مقدمة المصنف رحمه الله],1600,128,5,8.0
 [فصل في خلق السماوات والارض],744,105,4,14.112903225806454
 [فصل فيما ورد في صفة خلق العرش والكرسي],1913,186,7,9.722948248823837
 [فصل في ذكر اللوح المحفوظ],171,58,2,33.91812865497076
 [باب ما ورد في خلق السماوات والارض وما بينهما] ,9,0,0,0
 [ابتداء خلق السماوات والارض],3255,406,17,12.473118279569892
 [فصل في البحار والانهار],2594,46,3,1.7733230531996915
 [فصل ما خلق الله في الارض من الجبال والاشجار والثمار. . .],360,31,1,8.61111111111111
 [باب ذكر ما يتعلق بخلق السماوات وما فيهن من الايات],10,0,0,0
 [خلق السماوات وعظمة اتساعها وارتفاعها وما فيها من الايات],3434,151,5,4.397204426324985
 [فصل في الكلام علي المجرة وقوس قزح],548,79,4,14.416058394160583
 [باب ذكر خلق الملاءكة وصفاتهم عليهم السلام],4272,404,17,9.45692883895131
 [فصل اقسام الملاءكة],2385,435,18,18.238993710691823
 [فصل اختلاف الناس في تفضيل ms0071 الملاءكة علي البشر],278,0,0,0
 [باب ذكر خلق الجان وقصة الشيطان],6150,1035,51,16.82926829268293
 [باب ما ورد في خلق ادم عليه السلام],5943,350,17,5.889281507656066
 [ذكر احتجاج ادم وموسي عليهما الصلاة والسلام],1760,466,16,26.477272727272727
 [ذكر الاحاديث الواردة في خلق ادم عليه الصلاة والسلام],3377,577,24,17.086171157832393
 [ذكر قصة ابني ادم قابيل وهابيل],2409,122,6,5.06434205064342
 [ذكر وفاة ادم ووصيته الي ابنه شيث],642,0,0,0
 [ذكر ادريس عليه السلام],616,0,0,0
 [قصة نوح عليه السلام],4,0,0,0
 [قصته مع قومه والطوفان الذي حل بمن كفر منهم],7403,223,13,3.0122923139267863
 [ذكر شء من اخبار نوح نفسه عليه الصلاة والسلام],9,0,0,0
 [ذكر حمده وشكره لربه سبحانه وتعالي],104,29,1,27.884615384615387
 [ذكر صومه عليه السلام],130,69,2,53.07692307692308
 [ذكر حجة نوح عليه السلام],75,26,1,34.66666666666667
 [ @Auto_ISB@ ذكر وصيته لولده عليه الصلاة والسلام],512,61,2,11.9140625
 [قصة هود عليه السلام],4364,97,4,2.222731439046746
 [قصة صالح نبي ثمود عليه الصلاة والسلام],7,0,0,0
 [قصته مع قومه والمعجزة التي ايده الله بها],3361,97,5,2.886045819696519
 [ذكر مرور النبي صلي الله عليه وسلم بوادي الحجر من ارض ثمود عام تبوك],616,58,2,9.415584415584416
 [قصة ابراهيم الخليل عليه الصلاة والسلام],3622,177,7,4.8868028713418
 [ذكر مناظرة ابراهيم الخليل مع من ادعي الربوبية],764,0,0,0
 [ذكر هجرة الخليل الي بلاد الشام ودخوله الديار المصرية] واستقراره في الارض المقدسة,1653,41,2,2.4803387779794313
 [ذكر مولد اسماعيل عليه الصلاة والسلام ms0217 من هاجر],562,0,0,0
 [ذكر مهاجرة ابراهيم عليه السلام بابنه اسماعيل وامه هاجر الي مكة وبناءه البيت العتيق],1261,21,1,1.6653449643140366
 [قصة الذبيح عليه السلام],1480,38,2,2.5675675675675675
 [ذكر مولد اسحاق ms0228 عليه الصلاة والسلام],906,0,0,0
 [ذكر بناء البيت العتيق],1307,0,0,0
 [ذكر ثناء الله ورسوله الكريم علي عبد الله وخليله ابراهيم],2887,385,15,13.335642535503982
 [ذكر قصره في ms0245 الجنة],124,62,2,50.0
 [ذكر صفة ابراهيم عليه السلام],221,54,3,24.43438914027149
 [ذكر وفاة ابراهيم الخليل عليه السلام وما قيل في عمره],813,83,4,10.209102091020911
 [ذكر اولاد ابراهيم الخليل عليه وعليهم الصلاة والسلام],78,0,0,0
 ومما وقع في حياة ابراهيم الخليل من الامور العظيمة ,9,0,0,0
 قصة قوم لوط عليه السلام وما حل بهم من النقمة العميمة,3456,0,0,0
 [قصة مدين قوم شعيب عليه الصلاة والسلام],3463,23,2,0.6641640196361537
 [باب ذكر ذرية ابراهيم عليه الصلاة والسلام],7,0,0,0
 [ذكر اسماعيل عليه السلام],934,48,2,5.139186295503212
 [ذكر اسحاق بن ابراهيم عليهما الصلاة والتسليم],1681,13,1,0.7733491969066032
 ذكر ما وقع من الامور العجيبة في حياة اسراءيل عليه السلام فمن ذلك قصة يوسف ابن راحيل ms0281,10537,122,6,1.1578248078200626
 [قصة نبي الله ايوب عليه السلام],1979,127,5,6.417382516422436
 وهذه قصة ذي الكفل الذي زعم قوم انه ابن ايوب عليه السلام,777,69,4,8.880308880308881
 [باب ذكر امم اهلكوا بعامة],5,0,0,0
 [اصحاب الرس],939,51,2,5.431309904153355
 [قصة قوم يس] وهم اصحاب القرية,1080,21,1,1.9444444444444444
 [قصة يونس عليه الصلاة والسلام],5,0,0,0
 [قوم يونس وما حل بهم من العذاب],2148,72,3,3.35195530726257
 [فضل يونس عليه السلام],374,120,4,32.0855614973262
 [قصة موسي الكليم عليه الصلاة والسلام],10211,161,7,1.5767309763980022
 فصل [تحريض فرعون علي قتل موسي واسلام السحرة],4427,21,2,0.47436187034108873
 [هلاك فرعون وجنوده],2682,80,4,2.982848620432513
 [فصل فيما كان من امر بني اسراءيل بعد هلاك فرعون],2680,85,4,3.171641791044776
 [فصل في دخول بني اسراءيل التيه وما جري لهم فيه من الامور العجيبة],1450,0,0,0
 [سءال الرءية],1357,0,0,0
 [قصة عبادتهم العجل في غيبة كليم الله موسي عليه السلام],2951,80,3,2.7109454422229753
 [ذكر حديث اخر بمعني ما ذكره ابن حبان],747,116,4,15.528781793842034
 [قصة بقرة بني اسراءيل],679,0,0,0
 [قصة موسي والخضر عليهما الصلاة والسلام],2431,143,6,5.88235294117647
 [ذكر الحديث الملقب بحديث الفتون المتضمن قصة موسي مبسوطة من اولها الي اخرها],3482,30,1,0.8615738081562321
 [ذكر بناء قبة الزمان],698,0,0,0
 [قصة قارون مع موسي عليه السلام],1547,0,0,0
 [ذكر فضاءل موسي عليه السلام وشماءله وصفاته ووفاته],1831,109,5,5.953031130529765
 [ذكر حج موسي عليه السلام الي البيت العتيق وصفته],378,49,3,12.962962962962962
 [ذكر وفاته عليه السلام],1222,133,6,10.88379705400982
 [ذكر نبوة يوشع وقيامه باعباء بني اسراءيل بعد موسي وهارون عليهم السلام],3064,254,9,8.28981723237598
 [ذكر قصتي الخضر والياس عليهما السلام],6,0,0,0
 [قصة الخضر],5452,564,20,10.344827586206897
 [قصة الياس عليه السلام],1145,94,4,8.209606986899564
 [باب ذكر جماعة من انبياء بني اسراءيل بعد موسي عليه السلام],116,0,0,0
 قصة حزقيل,760,37,1,4.868421052631579
 [قصة اليسع عليه السلام],238,17,1,7.142857142857142
 [فصل],172,0,0,0
 [قصة شمويل] وفيها بدا امر داود، عليهما السلام,1909,9,1,0.47145102147721324
 [قصة داود عليه السلام] وما كان في ايامه وذكر فضاءله وشماءله ودلاءل نبوته واعلامه,3134,369,15,11.77409061901723
 [ذكر كمية حياته وكيفية ms0523 وفاته عليه السلام],703,71,3,10.099573257467995
 [قصة سليمان بن داود عليهما السلام],6,0,0,0
 [نسبه وما اتاه الله من المعجزات],5739,317,14,5.52361038508451
 [ذكر وفاته ومدة ملكه وحياته],885,39,3,4.406779661016949
 [باب ذكر جماعة من انبياء بني اسراءيل بعد داود وسليمان] وقبل زكريا ويحيي عليهم السلام,15,0,0,0
 [شعيا بن امصيا],459,0,0,0
 ومنهم ارميا بن حلقيا من سبط لاوي بن يعقوب,117,0,0,0
 [ذكر خراب بيت المقدس],2636,59,2,2.2382397572078907
 [ذكر شء من خبر دانيال عليه السلام],946,80,4,8.456659619450317
 [ذكر عمارة بيت المقدس بعد خرابها],507,0,0,0
 [قصة العزير],2,0,0,0
 [هل كان عزير نبيا ام لا],1121,82,2,7.314897413024085
 [الزمن الذي بعث فيه العزير],523,49,3,9.369024856596559
 [قصة زكريا ويحيي عليهما السلام],5,0,0,0
 [قصتهما كما حكاها القران],3268,279,14,8.537331701346389
 [بيان سبب قتل يحيي عليه السلام],929,17,1,1.829924650161464
