section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
,6,0,0,0
 مقدمة الصفدي,1844,0,0,0
 المقدمة ,1,0,0,0
 وفيها فصول ,476,0,0,0
 اقدم التواريخ التي بايدي الناس ,1111,0,0,0
 الفصل الثاني ,1123,0,0,0
 الفصل الثالث في كيفية كتابة التاريخ ,729,16,1,2.194787379972565
 الفصل الرابع - النسب مما يضطر اليه المورخ ,2024,0,0,0
 الفصل الخامس في بيان العلم والكنية واللقب ,1032,10,1,0.9689922480620154
 الفصل السادس - في الهجاء ,1539,0,0,0
 الفصل السابع ,342,0,0,0
 الفصل الثامن - الوفاة يحتاج الي معرفة اصلها ,306,0,0,0
 الفصل التاسع - في فواءد التاريخ ,414,9,1,2.1739130434782608
 الفصل العاشر - في ادب المورخ ,306,0,0,0
 الفصل الحادي عشر - في ذكر شء من اسماء كتب التواريخ المءلفة لمن تقدم من ارباب هذا الفن ,1742,52,3,2.9850746268656714
 الترجمة الشريفة النبوية,3,0,0,0
 باب محمد ,166,0,0,0
 محمد رسول الله صلي الله عليه وسلم ,11557,54,3,0.4672492861469239
 محمد بن محمد ,50544,1032,33,2.0417853751187085
 فصل الالف وما بعدها في الاباء ,132,0,0,0
 فصل الهمزة وما بعدها في الاباء ,40299,590,27,1.4640561800540957
 [بن احريس],3588,8,1,0.2229654403567447
 ابن اسحاق,2816,30,2,1.065340909090909
 [ابن اسد],82,0,0,0
 [ابن اسعد],435,0,0,0
 [ابن اسلم],142,0,0,0
 ابن [اسماعيل],5543,10,1,0.18040772145047806
 [ابن اياس],224,15,1,6.696428571428571
 [ابن اياك],306,0,0,0
 [ابن ايوب] ,1216,36,2,2.9605263157894735
 [ابن باجة],730,0,0,0
 [ابن بحر],187,0,0,0
 [ابن بختار],568,21,1,3.697183098591549
 ابن بركة ,485,0,0,0
 ابن بشر ,918,12,1,1.3071895424836601
 ابن بكار ,702,0,0,0
 ابن ابي بكر ,3759,72,2,1.9154030327214684
 ابن التابلان ,27,0,0,0
 [ابن تركانشه] ,132,0,0,0
 [ابن تركش],528,0,0,0
 [ابن تمام],88,24,1,27.27272727272727
 [ابن تمليح],93,0,0,0.0
 ابن تميم ,489,0,0,0.0
 ابن ثابت ,247,0,0,0
 git st[ابن ثعلبة],133,0,0,0
 [ابن ابي الثلج] ,18,0,0,0
 ابن جابر ,212,0,0,0
 [ابن جبير],30,0,0,0
 [ابن جحاحة],40,0,0,0
 [ابن جرير],722,0,0,0
 ابن جعفر ,8314,86,4,1.0343998075535241
 [ابن حرب],1064,0,0,0
 ابن الحسن ,8160,329,6,4.0318627450980395
 ابن الحسن ,6169,109,4,1.766899011184957
 ابن حماد ,386,0,0,0
 ابن حمزة ,603,0,0,0
 ابن حميد ,295,0,0,0
 ابن حيان ,189,0,0,0
 ابن حيدرة ,583,51,2,8.747855917667238
 ابن خالد ,578,0,0,0.0
 ابن الخضر ,773,22,1,2.846054333764554
 ابن خطاب ,485,0,0,0
 ابن خلف ,1088,0,0,0
 ابن خليل ,1323,26,1,1.9652305366591083
 ابن داود ,1831,41,2,2.239213544511196
 ابن ذاكر ,1808,83,4,4.59070796460177
 ابن زكرياء ,626,0,0,0
 ابن زهير ,26,0,0,0
 ابن زياد ,409,0,0,0
 ابن زيد ,674,43,1,6.379821958456973
 ابن سالم ,966,71,3,7.349896480331262
 ابن سعد ,1272,0,0,0
 ابن سعيد ,4042,9,1,0.2226620484908461
 ابن سلام ,276,0,0,0
 ابن سلامة ,267,0,0,0
 ابن سلطان ,832,0,0,0
 ابن سليمان ,3746,78,3,2.08222103577149
 ابن سهيل ,256,0,0,0
 ابن سوار ,1140,37,2,3.245614035087719
 ابن شجاع ,726,88,2,12.121212121212121
 ابن شريف ,822,0,0,0
 ابن صالح ,856,0,0,0
 ابن صدقة ,753,8,1,1.0624169986719787
 ابن طالب ,553,0,0,0.0
 ابن طاهر ,2298,15,1,0.6527415143603132
 ابن طلحة ,872,0,0,0
 ابن ظفر ,911,0,0,0
 ابن عباد ,1576,0,0,0
 ابن عباس ,2824,0,0,0
 ابن عبدون ,510,0,0,0
 ابن عبد الاعلي ,88,0,0,0
 ابن عبد الباقي ,1175,22,1,1.872340425531915
 ابن عبد الجبار ,388,17,1,4.381443298969072
 ابن عبد الجليل ,329,0,0,0
 ابن عبد الحق ,218,0,0,0
 ابن عبد الخالق ,295,0,0,0
 ابن عبد الرحمن ,5363,106,4,1.9765056871154203
 ابن عبد الرحيم ,1241,0,0,0
 ابن عبد الرزاق ,428,0,0,0.0
 ابن عبد الرشيد ,311,0,0,0.0
 ابن عبد السلام ,707,19,1,2.6874115983026874
 ابن عبد الصمد ,267,0,0,0
 ابن عبد العزيز ,1417,8,1,0.5645730416372619
 ابن عبد الغني ,615,0,0,0
 ابن عبد القادر ,637,43,2,6.750392464678178
 ابن عبد القاهر ,1300,0,0,0.0
 ابن عبد القوي ,114,0,0,0
 ابن عبد الكريم ,1159,0,0,0
 ابن عبد اللطيف ,2181,32,1,1.4672168729940394
 ابن عبد الله ,18542,144,7,0.7766152518606407
 ابن عبيد الله ,4228,81,4,1.9157994323557237
 ابن عبد المتكبر ,224,23,1,10.267857142857142
 ابن عبد المحسن ,917,37,1,4.0348964013086155
 ابن عبد الملك ,2892,25,1,0.8644536652835408
 ابن عبد المنعم ,2720,78,5,2.8676470588235294
 ابن عبد الواحد ,2315,66,3,2.85097192224622
 ابن عبد الولي ,75,0,0,0
 ابن عبد الوهاب ,914,0,0,0
 ابن عتاب ,154,0,0,0
 ابن عتيق ,337,0,0,0
 ابن عثمان ,3131,30,1,0.9581603321622485
 ابن عقيل ,305,0,0,0
 ابن علي ,6269,58,4,0.925187430212155
 [ابن العظيمي التنويخي الحلبي],148,0,0,0
 [ابن الصباغ الصقلي],21090,280,11,1.327643432906591
 ابن عمران ,699,0,0,0
 ابن عمر ,10468,90,6,0.8597630875047766
 ابن عمرو ,1100,0,0,0
 ابن ms0986 عوف ,123,0,0,0.0
 ابن عيسي ,2197,203,2,9.23987255348202
 ابن غازي ,255,0,0,0
 ابن غالب ,904,0,0,0
 ابن غسان ,38,0,0,0
 ابن فارس ,207,0,0,0
 ابن فتح ,953,0,0,0
 ابن الفرج ,533,0,0,0
 ابن الفضل ,1445,0,0,0
 ابن فضل الله ,1925,0,0,0
 ابن القاسم ,9976,250,5,2.5060144346431437
 ابن المبارك ,2328,30,3,1.2886597938144329
 ابن محمود ,57432,1060,43,1.8456609555648418
 حرف الالف ,2,0,0,0
 من اسمه ادم ,726,0,0,0
 من اسمه اباجو ,96,0,0,0
 من اسمه ادينة ,31,0,0,0
 من اسمه ابان ,795,0,0,0
 من اسمه ابراهيم ,42498,598,30,1.4071250411784084
 الالقاب ,1206,0,0,0
 الالقاب ,1159,0,0,0
 [الالقاب],130,0,0,0
 من اسمه [اجمد] ,43,0,0,0
 من اسمه احمد ,44206,586,24,1.3256119078858073
 [تتمة حرف الالف],78715,1615,62,2.0517055199136123
 [تنمة حرف الالف],29034,386,18,1.329475787008335
 احمد بن محمود ,1919,11,1,0.5732152162584679
 احمد بن مرزوق ,184,0,0,0
 احمد بن مروان,836,0,0,0
 احمد بن مسلم,158,0,0,0
 احمد بن مطرف,302,0,0,0
 احمد بن معد ,490,0,0,0
 احمد بن المقدام,148,0,0,0
 احمد بن منصور ,2060,9,1,0.4368932038834952
 احمد بن مهدي ,213,0,0,0
 احمد بن موسي,1266,91,4,7.187993680884676
 احمد بن المءمل ,631,33,1,5.229793977812995
 احمد بن نصر ,1238,10,1,0.8077544426494345
 @Auto_ISB@ احمد بن نعمة ,679,28,1,4.123711340206185
 احمد بن هارون ,532,0,0,0
 احمد بن هبة الله ,1357,18,1,1.3264554163596167
 احمد بن الوليد ,136,0,0,0
 احمد بن يحيي ,8446,45,3,0.5327965901018233
 احمد بن يزيد ,1028,0,0,0
 احمد بن يعقوب ,570,0,0,0
 احمد بن يوسف ,5972,14,1,0.23442732752846618
 [الالقاب] ,246,0,0,0
 اخرم ,190,0,0,0
 الاخفش ,129,0,0,0
 ادرع ,59,0,0,0
 من اسمه ادريس ,3141,0,0,0
 الالقاب ,69,0,0,0
 اذينه ,797,0,0,0
 الالقاب ,103,0,0,0
 ارتق ,698,0,0,0
 الالقاب ,57,0,0,0
 ارسلان ,1400,10,1,0.7142857142857143
 ارطاة ,489,0,0,0
 ارغون ,3037,0,0,0
 الارقم ,307,0,0,0
 الالقاب ,40,0,0,0
 اروي ,311,0,0,0
 ازبك ,253,0,0,0
 ازدشير ,479,15,1,3.1315240083507305
 ازدمر ,167,0,0,0
 الازرق ,17,0,0,0
 ازهر ,343,13,1,3.7900874635568513
 الالقاب ,39,0,0,0
 اسامة ,1749,27,2,1.5437392795883362
 اسباط ,426,0,0,0
 اسحاق ,7809,162,9,2.0745293891663468
 من اسمه اسد ,985,0,0,0
 الالقاب ,37,0,0,0
 من اسمه ms2081 اسراءيل ,216,0,0,0
 اسعد ,5704,202,7,3.541374474053296
 الالقاب ,41,0,0,0
 اسفنديار ,278,0,0,0
 الالقاب ,48,0,0,0
 اسلع ,74,0,0,0
 اسلم ,613,0,0,0
 اسماء ,1797,24,1,1.335559265442404
 اسمر ,39,0,0,0
 من اسمه اسماعيل [بن ابراهيم],3180,41,2,1.289308176100629
 [اسماعيل بن احمد],10363,266,9,2.5668242786837787
 [اسماعيل بن عبد الجبار] ,105,0,0,0
 [اسماعيل بن عبد الرحمان],368,0,0,0
 [اسماعيل بن عبد القوي],242,0,0,0
 [اسماعيل بن عبد الله],1624,0,0,0
 [اسماعيل بن عثمان],192,39,1,20.3125
 [اسماعيل بن علي],4014,83,3,2.0677628300946687
