section heading,section tok cnt,isnad tok cnt,isnad cnt,isnad percent
 المجلد الاول,2,0,0,0
EDITOR|,10745,0,0,0
 مقدمة المصنف,634,0,0,0
 الفيشداذية ومن عاصرهم,3,0,0,0
 اوشهنج,148,0,0,0
 طهومرت,55,0,0,0
 جم شيذ ,2,0,0,0
 جم شيذ,298,0,0,0
 بيوراسب وما جري بينه وبين كابي الاصبهاني,464,0,0,0
 ثم ملك افريذون,270,0,0,0
 منوشهر,160,0,0,0
 خطبة منوشهر,814,0,0,0
 منوشهر والرايش بن قيس,145,0,0,0
 ظهور موسي في ايام منوشهر,228,0,0,0
 زو بن طهماسب,210,0,0,0
 الكيية ومن عاصرهم,3,0,0,0
 كيقباذ بن زو,208,0,0,0
 كيقابوس وما جري علي ابنه سياوخش,816,0,0,0
 ثم ملك كيخسرو [6] بن سياوخش [7] بن كيقابوس,975,0,0,0
 لهراسب وما كان من امر بختنصر,417,0,0,0
 كيرش,56,0,0,0
 اخشوارس [3],26,0,0,0
 كيرش,291,0,0,0
 وملك كي بشتاسف بن كي لهراسف,110,0,0,0
 ظهور زردشت,591,0,0,0
 ياسر انعم,96,0,0,0
 تبع,164,0,0,0
 اردشير بهمن,104,0,0,0
 خماي,103,0,0,0
 دارا [6] بن بهمن,85,0,0,0
 دارا الاصغر,170,0,0,0
 مما يحكي عن الاسكندر وحيله ,5,0,0,0
 الاسكندر ودارا,416,0,0,0
 ذكر حيلة للاسكندر,48,0,0,0
 حيلة اخري,102,0,0,0
 حيلة اخري له,130,0,0,0
 الاسكندر وارسطوطالس,433,0,0,0
 الاسكندر وملك الصين,454,0,0,0
 البطالسة,42,0,0,0
 الاشغانية [1] ومن عاصرهم,97,0,0,0
 ثم ملك جوذرز بن اشكان,133,0,0,0
 ذكر حيلة لبعض ملوك الروم,255,0,0,0
 ذكر سبب طمع العرب في اطراف الفرس,395,0,0,0
 من عاصر الاشغانيين من ملوك العرب,170,0,0,0
 عمرو بن ظرب,49,0,0,0
 : الزباء [1],172,0,0,0
 قصير بن سعد [1],288,0,0,0
 ذكر حيلة لقصير علي الزباء تمت له عليها,586,0,0,0
 عمرو بن عدي,203,0,0,0
 طسم وجديس,180,0,0,0
 حدة بصر اليمامة,122,0,0,0
 الساسانية [1] ومن عاصرهم ,3,0,0,0
 اردشير بن بابك,236,0,0,0
 عهد اردشير,3747,0,0,0
 ثم انتهي الملك الي سابور بن اردشير [7],377,0,0,0
 توالي ستة ملوك,129,0,0,0
 سابور الملقب بذي الاكتاف [5],653,0,0,0
 ذكر حيلة لقسطنطين,133,0,0,0
 ثم ملك من الروم لليانوس [1],34,0,0,0
 عاقبة سرف سابور في القتل,105,0,0,0
 تخلصه بحسن الاتفاق,145,0,0,0
 سوء تحفظ لليانوس,374,0,0,0
 اردشير بن هرمز [3],47,0,0,0
 سابور بن سابور ذي الاكتاف,28,0,0,0
 بهرام بن سابور ذي الاكتاف,23,0,0,0
 يزدجرد المعروف بالاثيم ابن بهرام بن سابور ذي الاكتاف [3],299,0,0,0
 بهرام جور [6],366,0,0,0
 كسري,488,0,0,0
 بهرام يتناول التاج والزينة من بين اسدين مشبلين,459,0,0,0
 خاقان يغزو بهرام,90,0,0,0
 حيلة بهرام جور علي خاقان [3],338,0,0,0
 قصده الهند والروم والسند والسودان,154,0,0,0
 ارتطام بهرام في سبخة,66,0,0,0
