begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
563	129	710	287	-5511799060026991176	1684180232976004576	JK001259-ara1.ms001	EShia0071536-ara1.completed.ms412	93	شه-د- ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله -ا--رسله بالهدي ودين ال---حق -ليظهره علي -ا--لدين --ك-له و---لو -كره- المشركون -صلي الله عليه وسلم ا	شهادة ا--لا اله الا الله وحده لا شريك له و-----ان محمدا عبده ورسوله وانه يستحب ل-من -حضر المنازع ان يقرا عند راسه اية الكرسي وايتين بعدها ويقرا ان ربكم الله الذي -خلق ا	1	412	-2933587653086872244	1427639531648608445	30	30	123324	123332	66	168	55.35714340209961	14	JK001259-ara1	EShia0071536-ara1.completed
1031	1350	1134	1477	-5511799060026991176	1684180232976004576	JK001259-ara1.ms008	EShia0071536-ara1.completed.ms104	74	قو----له تعالي ولقد خلقنا الانسان من سلالة من طين فلما ال- الامر --ال---ي- تعلق- ---ال---روح با-لبدن --قال- ثم انشا-ن-اه خلقا	قول الله تعالي ولقد خلقنا الانسان من سلالة من طين يعني خلق الدين وكذلك ايضا خلقه في الظاهر انما يكون عن الغذاء من النبات الذي	8	104	-2107291570121346702	-2510114271130774700	2121	2121	30926	30926	56	127	58.26771545410156	9	JK001259-ara1	EShia0071536-ara1.completed
1083	40	1165	139	-5511799060026991176	1684180232976004576	JK001259-ara1.ms014	EShia0071536-ara1.completed.ms682	56	ا-ل وتلك حجتنا اتيناها ابراهيم علي قومه نرفع --درجا-ت-- من نشا-ء ولو --كان ال-ه ----العالم -جس--ما	انه وتلك حجتنا اتيناها ابراهيم علي قومه وذلك مثل لالتقاطها صحاحا كما خلقها الله عز وجل ولا تكسر من	14	682	-5784711605029879854	-1480549512705424795	3916	3916	204307	204319	41	99	56.56565475463867	6	JK001259-ara1	EShia0071536-ara1.completed
1018	221	1110	334	-5511799060026991176	1684180232976004576	JK001259-ara1.ms018	EShia0071536-ara1.completed.ms412	73	ق-ا لن---فسه --وكذلك--- -اي-ضا قوله- تعالي ان ربكم الله الذي خلق السماوات والارض في ستة ايام --ي--دل عل-ي- --ما-	قرا عند راسه اية الكرسي وايتين بعدها ويقرا ان ربكم الله الذي خلق السماوات والارض في ستة ايام الي اخر الاية وثلاث	18	412	-592925830899492019	1427639531648608445	5119	5119	123322	123322	54	113	64.60176849365234	10	JK001259-ara1	EShia0071536-ara1.completed
767	165	875	298	-5511799060026991176	1684180232976004576	JK001259-ara1.ms019	EShia0071536-ara1.completed.ms267	70	الية -الحجة ال-ثان---ية عشرة -قوله تعالي ويحمل عرش ربك فوقهم يومءذ ثمانية --ول--و كا----ن ---الخال-ق في- -العرش ل--كان حامل- ال--عرش-	الله عز وجل الرحمن علي العرش استوي وقوله ويحمل عرش ربك فوقهم يومءذ ثمانية فقال له ما يقول هءلاء الملاعين قال يقولون ان -الله خلق عرشه	19	267	-8277682757726698217	-6425569275832533049	5420	5420	79826	79826	53	134	52.238807678222656	6	JK001259-ara1	EShia0071536-ara1.completed
1242	208	1408	393	-5511799060026991176	1684180232976004576	JK001259-ara1.ms019	EShia0071536-ara1.completed.ms412	103	ال---سموات مقدم علي ---تخليق العر-ش --قوله تع--ا-لي--- ان ربكم الله الذي خلق السماوات والارض في ستة ايام ثم استوي علي العرش وكلمة -ثم للتراخي ال-حجة ------الرابعة عشرة قوله تعالي- -كل- -شء هال	المنازع ان يقرا عند راسه اية الكرسي وايتين بعدها ويقرا ان ربكم الله الذي خلق السماوات والارض في ستة ايام--- ا--لي اخر الاية وثلاث ايات من اخر البقرة وعن رسول الله -صلي الله -ع-ليه واله انه قال	19	412	-8277682757726698217	1427639531648608445	5432	5432	123337	123337	73	193	53.36787414550781	11	JK001259-ara1	EShia0071536-ara1.completed
763	470	895	642	-5511799060026991176	1684180232976004576	JK001259-ara1.ms060	EShia0071536-ara1.completed.ms021	79	و--ا-- -علي اطلاق هذا ال-لفظ بالقران-- والاخبار اما القران -فقوله تعالي في حق موسي عليه السلام و--اصطنعتك -ل-نفسي و---قال- ---------------حاكيا----- ------ع-ن عيسي عليه السلام	و ثاني اولي العزم وهي الصلاة -ال-ثانية وال-مغرب وهي الصلاة الثالثة مثل- لدعوة موسي عليه السلام وهي الدعوة الثالثة وهو ثالث اولي العزم والعشاء الاخرة مثل لدعوة عيسي عليه السلام	60	21	-3456997926765623026	1590316902082660556	17724	17724	6030	6030	57	176	44.8863639831543	6	JK001259-ara1	EShia0071536-ara1.completed
793	217	967	405	-5511799060026991176	1684180232976004576	JK001259-ara1.ms060	EShia0071536-ara1.completed.ms524	86	والاخبار ا-م--ا ا--لقران فقوله تعالي -في حق--- موسي عليه السلام واصطنعتك لنفسي وقال حاكيا عن عيسي عليه السلام ----تعلم --م-ا في نفسي و-لا اعلم ما- --في -نفسك وقا-ل -في صفة -اهل ال-ثواب --كتب ربك-م علي	وجل وبعثنا منهم اثني عشر نقيبا وكذلك كان نقباء موسي عليه السلام -------كذلك اي--ضا- -نقبا--ء عيسي عليه السلام اثني عشر وهم الحواريون واحد ا-لنقباء يكون اساسا لصاحب الشريعة يوصي اليه في حياته ويكون ولي	60	524	-3456997926765623026	4890485800419838153	17736	17736	156935	156935	58	202	42.574256896972656	7	JK001259-ara1	EShia0071536-ara1.completed
468	1202	604	1361	-5511799060026991176	1684180232976004576	JK001259-ara1.ms063	EShia0071536-ara1.completed.ms256	86	--الا -ما-- -ذكر-ناه- --وب-ال--له -ال--تو-فيق الفصل السادس في -لفظ ا-لنو-ر قال الله تعالي الله نور السماوات والارض مثل نوره كمشكاة وروي -اب-ن --خزيمة في كتابه	عباده وباطن القران هو صاحب الزمان كذلك هو نور ال-له الذي يهدي به عباده ومن ذلك قوله تعالي الله نور السماوات والارض مثل نوره كمشكاة فيها مصباح المصباح في زجاجة	63	256	6441950185747518816	-6280094583046746746	18626	18626	76531	76531	62	160	53.75	10	JK001259-ara1	EShia0071536-ara1.completed
1141	32	1189	92	-5511799060026991176	1684180232976004576	JK001259-ara1.ms067	EShia0071536-ara1.completed.ms682	46	قال -------وتلك حجتنا اتيناها ابراهيم علي قومه و---ام-ا -ال	قال سبحانه وتلك حجتنا اتيناها ابراهيم علي قومه وذلك مثل لال	67	682	-7935053002843468128	-1480549512705424795	19809	19809	204306	204311	37	60	76.66666412353516	7	JK001259-ara1	EShia0071536-ara1.completed
