begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
32	1137	86	1194	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0141	46	ال--كتا--ب -قال الشيخ الامام فخر الدين محمد بن عمر الرازي	الي خراسان وقرا عل-ي- الامام فخر الدين محمد بن عمر الرازي	1	141	-2933587653086872244	-2332063562969945946	5	11	42012	42012	35	59	77.96610260009766	8	JK001259-ara1	Shamela19Y0145334-ara1
553	224	682	365	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0180	100	يل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ا-رسله بالهدي- ودين -الحق -ل--ي-----ظهره علي الدين كل-ه و-لو كره -ا	يه ورجع واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله الذي سن ال-دين وشرع واظهر الاعياد والجمع صلي ال-له عليه وعلي اله ما	1	180	-2933587653086872244	-6162675967787713684	27	27	53729	53729	74	143	69.93006896972656	15	JK001259-ara1	Shamela19Y0145334-ara1
563	597	683	715	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0289	67	شه-د- ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله --ارسله -با-لهدي و-دين الحق ليظهره ------علي --ا--ل-دين -كله ولو كره ال	شهادة ان لا اله الا الله ----------------و-----ان محمدا عبده ورسوله ثم نادي مناد ادخلوه من باب المغفرة فدخلت الي هذا الموضع فقلت فما هذه ال	1	289	-2933587653086872244	-5519131702274600575	25	25	86424	86424	49	139	48.201438903808594	10	JK001259-ara1	Shamela19Y0145334-ara1
442	357	699	589	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0439	105	واصطفاءه ولا يجري في الدارين من افعال-ه الا ما يريده ويشاءه العظمة ازاره والكبرياء رداءه احمده علي جزيل نعمه وجميل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده --ورسوله ارسله بال-هدي ودين الحق ليظهره علي الدين- -كله --ولو -كره ا---ل-مشر-----كون صلي الله	بالشبا-ك -فا--ثبت ---القاضي- ---المالكي انه زنديق وحكمبقتله --فاخذ -يصيح ويقول يا مسلمين ا--نا كنت ----كافرا و-اسلمت انا اشهد ان لا اله الا ا-ل---------------له واشهد ان محمدا رسول الله فلم يقبل- -القاضي --المالكي اسلامه --وقال انا حكمت بقتلك فقال اتقتلون رجلا يقول ربي الله	1	439	-2933587653086872244	7713830107361665921	49	49	131443	131443	71	275	38.181819915771484	9	JK001259-ara1	Shamela19Y0145334-ara1
529	1253	705	1463	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0529	121	احمده علي ------جزيل---- ----نعمه -----وجميل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله باله--دي- ودين الحق ليظهره -علي ال---دين --كله ول-----و --كر--ه المشركون صلي ال--له عليه و	احمده علي السراء والضراء واستنصره علي دفع الاعداء واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله --صلي الله عليه وعلي ال-ه -وصحبه نجوم الاهتداء واءمة الاقتداء الاربعة الخلفاء وعلي العباس ع-مه و	1	529	-2933587653086872244	7241750038921840175	36	36	158439	158439	87	215	56.27906799316406	19	JK001259-ara1	Shamela19Y0145334-ara1
767	557	879	700	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0530	79	عت ا--هل المشرق والمغرب مطبقين --متفقين علي ان السلطان الم----عظ--م ------------العالم العادل المجاهد ----سيف ----الدنيا والدين -سلطا---ن-- الاسلام-	عن اعداء ال-دين والم--حاماة عن المسلمين -وهذا- السلطان الملك الظاهر السيد الاجل العالم العادل المجاهد المرابط ركن الدنيا والدين قد قام بنصر الا-مامة	1	530	-2933587653086872244	62289175788391252	18	18	158723	158723	63	149	53.02013397216797	4	JK001259-ara1	Shamela19Y0145334-ara1
42	507	98	566	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0535	45	ل الشيخ الامام فخر الدين محمد بن عمر الرازي --تغمده ال-له ب	ل تفسير الامام فخر الدين محمد بن عمر الرازي وناب في الحكم ب	1	535	-2933587653086872244	-1846908627403658077	8	11	160212	160212	34	59	76.27118682861328	9	JK001259-ara1	Shamela19Y0145334-ara1
484	65	724	331	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0579	168	ما -ي-ريده و----يشاءه العظمة --ازا-ره وال-----كبر-ي----ا--ء --رداءه احمد--ه -علي جزيل نعمه وجميل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ارسله بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون صل---ي -الله ------ع-ليه وسلم -اما بعد فان-ي-- وا	ما هي عليه ونسخة كتاب الوصية بسم الله -الرحمن الرحيم هذا ما اوصي به احمد بن حنبل رضي- الله --عنه -انه -يشهد ان لا اله الا الله وحده لا شريك له و-----ان محمدا رسول --الله ارسله بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون التوبة واوصي من اطاعه من اهله واقارب-ه -ان يعبدوا	1	579	-2933587653086872244	-7803610917723086623	47	47	173413	173455	124	281	59.786476135253906	25	JK001259-ara1	Shamela19Y0145334-ara1
555	139	677	279	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0725	94	-كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله ا-رسله با-لهدي و---دين -الحق -ليظهره --علي -ال-دي----ن كل-ه ول-و	قدرته واشهد ان لا اله الا الله وحده لا شريك له واشهد ان محمدا عبده ورسوله اختاره وانتخبه وارتضاه وكرمه واصطفاه وبعثه بالهدي ودين الحق الذي	1	725	-2933587653086872244	-5472597062651063886	26	26	217226	217227	68	140	67.14286041259766	16	JK001259-ara1	Shamela19Y0145334-ara1
499	607	671	812	-5511799060026991176	8581614112480461348	JK001259-ara1.ms001	Shamela19Y0145334-ara1.ms0728	94	ه العظمة -ازاره والكبرياء ر-دا-ءه احمده عل-ي- جزيل -نعم-ه و----جم---ي-ل كرمه واشهد ان لا اله الا الله وحده لا شريك له واشهد -ان محمدا --عبده ورسوله -ارسله بال--هدي و----دين -الحق --ليظهره -عل----ي- ال-دين كل	ه ال-حمد والملك والخلق تبارك الله رب العالمين مدبر الامور وباعث من في القبور واشهد ان لا اله الا الله وحده لا شريك له -الذي لبس العزة وارتدي العظمة وانفرد بالجبروت والازلية وتوحد بالملكوت والربوبية العزيز ال	1	728	-2933587653086872244	-7233536833008869358	33	33	218136	218136	64	207	45.41062927246094	11	JK001259-ara1	Shamela19Y0145334-ara1
