id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
Shamela0005880-ara1.completed.ms001	8881356503179492579	121	300	634	1555	1555	300	ارتفاع النهار لا ربع عشرة ليلة بقيت من صفر سنة اربع وماءتين وكان لباسه ولباس اصحابه جميعا اقبيتهم وقلانسهم وطراداتهم واعلامهم ا-----لخضرة قالوا فلما قدم نزل الرصافة وقد كان قبل ذلك قدم الي النهروان يوم السبت فاقام به ثمانية ايام وخرج اليه اهل بيته ووجوه اهل بغداد فسلموا عليه فلما كان يوم السبت الاخر دخل الي بغداد وكان قد كتب الي طاهر بن الحسين وكان بالرقة ان يوافيه بالنهروان فقدم---- طاهر ودخل عليه وامره ان ينزل الخيزرانية هو واصحابة ثم انه تحول فنزل قصره علي شاطء دجلة وامر حميد بن عبد الحميد وعلي بن هشام وكل من --كان في عساكر هما ان ينزلوا في عسكره قالوا جميعا فكانوا يختلفون الي---- المامون في كل يوم مسلمين ولباسهم-------------- الثياب الخضر ولم يكن احد يدخل عليه الا في خضرة ولبس ذلك اهل بغداد---------- اجمعون وكانوا يخرقون كل شء راو-ه من السواد علي احد --الا القل------انس فان الو-------احد بعد الواحد كان يلبسها متخوفا ووجلا فاما قباء او علم فلم يكن احد يجترء ان يلبس شيءا من ذلك ولا يحمله فمكثوا بذلك ثمانية ايام وتكلم فيها-- بنو هاشم من ولد العباس خاصة وقالوا له	1	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4114	-9169104430284076041	127	256	646	1310	1536	300	ارتفاع النهار لا-ربع عشرة ليلة بقيت من صفر سنة اربع وماءتين ول----باسه ولباس اصحابه------ اقبيتهم وقلانسهم وطراداتهم واعلامهم كلها الخضرة ف------لما قدم نزل الرصاف---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ة وقدم معه طاهر ف----------امره بنزو--ل الخيزرانية مع -اصحابه ثم---- تحول فنزل قصره علي شط-- دجلة وامر حميد بن عبد الحميد وعلي بن هشام وكل قاءد كان في عس-كر---ه ان ي--قيم في عسكره فكانو------------ا يختلفون الي دار المامون في كل يوم ولم يكن يدخل عليه احد الا في الثياب الخضر---------------------------------- ولبس ذلك اهل بغداد وبنو هاشم اجمعون فكانوا يخرقون كل شء يرونه من السواد علي انسان الا القلنسوة فانه كان يلبسها الواحد بعد الواحد علي خوف---------- ووجل- فاما قباء او علم فلم يكن احد يجترء ان يلبس شيءا من ذلك ولا يحمله فمكثوا بذلك ثمانية ايام فتكلم في ذلك بنو هاشم و--ولد العباس خاصة وقالوا له	4114	5710629428098846620	549	896.5	436	978	56.13496780395508	86	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms002	-3447119359442469299	37	83	192	438	1556	300	له في لباس الخضرة وكراهتهم لها جلس يوم السبت و--------عليه ثياب خضر فلما اجتمعوا عنده دعا بسواد فلبسه ودعا بخلعة سواد فكسا-ها طاهر بن الحسين وخلع علي عدة من قواده-------- اقبية وقلانس سودا فلما خرجوا من عنده وعليهم السواد طرح ساءر القواد الخض-----------رة ولبسوا السواد وقد -	2	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4115	-4279013566498465341	2	50	12	273	1523	300	له في لب-س الخضرة وكراهتهم لها وجاء--- السبت قعد لهم وعليه ثياب خضر فلما اجتمعوا عنده دعا بسواد فلبسه ودعا بخلعه سواد فالبسها طاهرا ثم دعا ب----------عدة من قواده فالبسهم اقبية وقلانس سودا فلما خرجوا من عنده وعليهم السواد طرح ساءر القواد والجند لبس الخضرة ولبسوا السواد وذلك	4115	5710629428098846620	206	351.0	167	275	74.90908813476562	33	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms002	-3447119359442469299	159	291	838	1509	1556	300	يحيي بن الحس--ن لبس المامون الخضرة بعد دخوله بغداد تسعة وعشرين يوما ثم مزقت قالوا جميعا ولم يزل امير المءمنين مقيما ببغداد في الرصافة حتي بني منازل علي شط دجلة عند قصره الاول وفي بستان موسي فاقام فيه قالوا ولما كان بعد دخول المامون بايام وثب ابن لاسحاق بن موسي الهادي يوم السبت لليلة بقيت من شهر ربيع الاول بابيه وهو الذي كان ابراهيم بن المهدي ولي عهده من بعده هو وخصي لابيه اسحاق بن موسي فوجياه بسكين حتي قتلاه فاخذا فاتي بهما المامون فامر بقتل الخصي فاخذه عبد الله بن موسي فقتله وحبس الابن فقال اخوه اسحاق لا نرضي حتي يقتل مع الخصي فامر بقتله فاخذه عبد الله بن موسي فضرب عنقه وكان قتله لهما يوم الاحد لا نسلاخ شهر ربيع الاخر ذكر ابراهيم بن العباس الكاتب عن عمرو بن مسعدة	2	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4115	-4279013566498465341	57	100	304	518	1523	300	-قيل ان المامون لبس الثياب- الخضر- بعد دخوله بغداد سبعة وعشرين----- ثم مزقت وقيل انه ----لم يزل-------------- مقيما ببغداد في الرصافة حتي بني منازل علي شط دجلة عند قصره الاول وفي بستان موسي وذكر ع--------------------------------------------------------------------------------------------------------------------------------ن ابراهيم ب-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ن العباس الكاتب عن عمرو بن مسعده	4115	5710629428098846620	185	286.5	145	673	27.488855361938477	30	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms003	203826582132243641	2	145	11	720	1487	300	احمد -بن ابي خالد الاحول قال لما قدمنا من خراسان مع المامون فصرنا في عقبة حلوان وكنت زميله قال لي المامون يا احمد اني اجد راءحة العراق قال فاجبته بغير جوابه وقلت له ما اخلقه فقال ليس هذا جوابي ولكني احسبك سهوت او كنت مفكرا قال قلت نعم يا امير المءمنين قال فيم فكرت قال قلت ف-----------------كرت في هجومنا علي بغ----داد وليس معنا الا خمسون الف درهم مع فتنة غلبت علي قلوب الناس واستعذبوها فكيف يكون حالنا ان هاج هاءج او تحرك متحرك قال فاطرق مليا ثم قال صدقت يا احمد ما احسن ما فكرت ولكني اخبرك الناس علي طبقات ثلاث في هذه المدينة يعني بغداد ظالم ومظلوم ولا ظالم ولا مظلوم فاما الظالم فليس يتوقع الا عفونا وامساكنا واما المظلوم فليس يتوقع ان ين-صف الا بنا ومن كان لا ظالما ولا مظلوما فبيته يسعه فو-الله ما كان الا كمال قال وذكر اسماعيل	3	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4115	-4279013566498465341	101	244	521	1225	1523	300	احمد ابن ابي خالد الاحول قال لما قدمنا من خراسان مع المامون وصرنا في عقبة حلوان وكنت زميله قال لي-------- يا احمد اني اجد راءحة العراق---- فاجبت- بغير جوابه وقلت ---ما اخلقه قا-ل ليس هذا جوابي ولكني احسبك سهوت او كنت مفكرا قال قلت نعم يا امير المءمنين قال فيم فكرت قال قلت يا امير المءمنين فكرت في هجومنا علي اهل بغداد وليس معنا الا خمسون الف درهم مع فتنة غلبت علي قلوب الناس فاستعذبوها فكيف يكون حالنا ان هاج هاءج او تحرك متحرك قال فاطرق مليا ثم قال صدقت يا احمد ما احسن ما فكرت ولكني اخبرك الناس علي طبقات ثلاث في هذه المدينة ظا-----------لم ومظلوم ولا ظالم ولا مظلوم فاما الظالم فليس يتوقع الا عفونا وامساكنا واما المظلوم فليس يتوقع ان ينتصف الا بنا ومن كان لا ظالما ولا مظلوما فبيته يسعه فو الله ما كان الا كما -قال وامر المامون	4115	5710629428098846620	664	1255.5	527	733	90.58663177490234	125	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms014	3086151232553208833	52	282	280	1474	1561	300	حماد بن الحسن قال حدثني بشر بن غياث المريسي قال حضرت عبد الله المامون انا وثمامة ومحمد ابن ابي العباس وعلي بن الهيثم فتناظر وافي التشيع فنصر محمد بن ابي العباس الامامية ونصر علي بن الهيثم الزيدية وجري الكلام بينهما الي ان قال محمد لعلي يا نبطي ما انت والكلام قال فقال المامون وكان متكءا فجلس الشتم عي- والبذاء لءم انا قد ابحنا الكلام واظهرنا المقالات فمن قال بالحق حمدناه ومن جهل ذلك وقفناه ومن جهل الامرين حكمنا فيه بما يجب فاجعلا بينكما اصلا فان الكلام فروع فاذا افتر عتم شيءا رجعتم الي الاصول قال فانا نقول لا اله الا ال----------------له وان محمدا ------رسول الله صلي الله عليه وسلم واذكروا الفراءض والشراءع في الاسلام وتناظروا بعد ذلك فاعاد محمد لعلي بمثل المقالة الاولي فقال علي--- والله لولا جلالة مجلسة وما وهب الله من خلافته ورافته ولولا ما نهي عنه لاعرقت جبينك وبحسبك من جهلك غسلك المنبر بالمدينة قال فجلس المامون وكان متكءا فقال وما غسلك المنبر التقصير مني في امرك ام لتقصير المنصور كان في امر ابيك لولا ان الخليفة اذا وهب شيءا استحي- ان يرجع فيه لكان اقرب شء بيني وبينك الي الارض راسك قم واياك وما عدت قال فخرج محمد بن ابي العباس ومضي الي طاهر بن الحسين وكان زوج اخته فقال له كان من قصتي كيت وكيت وكان يحجبه -------علي النبيذ فتح الخادم وياسر يتولي الخلع وحسين يسقي وابو مريم غلام سعيد الجوهري يتخلف في الحواءج فركب	14	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4116	8543085676621662043	71	300	368	1551	1551	300	حماد بن الحسن عن------- بشر بن غياث المريسي قال حضرت عبد الله المامون انا وثمامة ومحمد ابن ابي العباس وعلي بن الهيثم فتناظروا في التشيع فنصر محمد بن ابي العباس الامام-ة ونصر علي بن الهيثم الزيدية وجري الكلام بينهما الي ان قال محمد لعلي يا نبطي ما انت والكلام قال فقال المامون وكان متكءا فجلس الشتم علي والبذاء لءم انا قد ابحنا الكلام واظهرنا المقالات فمن قال بالحق حمدناه ومن جهل ذلك وقفناه ومن جهل الامرين حكمنا فيه بما يجب فاجعلا بينكما اصلا فان الكلام فروع فاذا افتر-عتم شيءا رجعتم الي الاصول قال فانا نقول لا اله الا الله وحده لا شريك له وان محمدا عبده ورسوله وذكر-------------------------ا الفراءض والشراءع في الاسلام وتناظر-ا بعد ذلك فاعاد محمد لعلي بمثل المقالة الاولي فقال له علي والله لولا جلالة مجلسه وما وهب الله من --------رافته ولولا ما نهي عنه لاعرقت جبينك وبحسبك من جهلك غسلك المنبر بالمدينة قال فجلس المامون وكان متكءا فقال وما غسلك المنبر التقصير مني في امرك او لتقصير المنصور كان في امر ابيك لولا ان الخليفة اذا وهب شيءا استحيا ان يرجع فيه لكان اقرب شء بيني وبينك الي الارض راسك قم واياك -ما عدت قال فخرج محمد بن ابي العباس ومضي الي طاهر بن الحسين وهو- زوج اخته فقال له كان من قصتي كيت وكيت وكان يحجب المامون علي النبيذ فتح الخادم وياسر يتولي الخلع وحسين يسقي وابو مريم غلام سعيد الجوهري يختلف في الحواءج فركب	4116	5710629428098846620	1126	2162.0	907	1228	91.69380950927734	205	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms015	-1680374394831030091	1	279	5	1354	1450	300	عليه السلام وقال اسقوه رطلا فاخذه في يده اليمني وقال له اجلس فخرج وشربه ثم عاد وقد شرب المامون رطلا اخر فقال اسقوه الثاني ف-فعل كفعله الاول ثم دخل فقال له المامون اجلس فقال يا امير المءمنين ليس لصاحب الشرطة ان يجلس بين يدي سيده -قال--- المامون ذاك في مجلس العامة فاما مجلس الخاصة فطلق قال وبكي المامون وتغرغرت عيناه فقال له طاهر يا امير المءمنين لم تبكي لا ابكي الله عين-ك فو الله لقد دانت لك البلاد واذعن لك العباد وصرت الي المحبة في كل امرك فقال ابكي لا مر ذكره ذل وستره حزن ولن يخلو احد من شجن فتكلم بحاجة ان كانت لك قال يا امير المءمنين محمد بن ابي العباس اخطا فاقله عثرته وارض عنه قال قد رضيت عنه وامرت بصلته ورد------- مرتبته ولولا انه ليس من اهل الانس لاحضرته قال وانصرف طاهر فاعلم ابن ابي العباس ذلك ثم دعا بهارون بن جيغويه فقال--- ان للكتاب عشيرة وان اهل خراسان يتعصب بعضهم لبعض فخذ معك ثلاثماءة الف درهم فاعط الحسين الخادم ماءتي الف واعط كاتبه محمد بن هارون ماءة الف وسله ان يسال المامون لم بكي قال ففعل ذلك قال فلما تغدي قال يا حسين اسقني قال لا والله لا سقيتك او تقول لي لم بكيت حين دخل عليك طاهر قال يا حسين وكيف عنيت بهذا حتي سالتني عنه قال لغمي بذلك قال-------- هو امر ان خرج من راسك قتلتك قال يا سيدي ومتي اخرجت لك سرا قال اني ذكرت محمدا اخي وما ناله من الذلة فخنقتني العبرة فاسترحت الي الافاضة ولن يفوت طاهر -مني ما يكره قال فاخبر حسين طاهرا بذلك فركب طاهر الي احمد بن ابي خالد فقال له ان الثناء مني ليس برخيص وان المعروف عندي ليس بضاءع فغيبني عن عينه فقال	15	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4117	-2524993827554620162	18	299	88	1455	1458	300	عليه -فرد ع وقال اسقوه رطلا فاخذه في يده اليمني وقال له اجلس فخرج فشربه ثم عاد وقد شرب المامون رطلا اخر فقال اسقوه --ثانيا ففعل كفعله الاول ثم دخل فقال له المامون اجلس فقال يا امير المءمنين ليس لصاحب الشرطة ان يجلس بين يدي سيده فقال له المامون ذلك في مجلس العامة فاما مجلس الخاصة فطلق قال وبكي المامون وتغرغرت عيناه فقال له طاهر يا امير المءمنين لم تبكي لا ابكي الله عينيك فو الله لقد دانت لك البلاد واذعن لك العباد وصرت الي المحبة في كل امرك فقال ابكي لا-مر ذكره ذل وستره حزن ولن يخلو احد من شجن فتكلم بحاجة ان كانت لك قال يا امير المءمنين محمد بن ابي العباس اخطا فاقله عثرته وارض عنه قال قد رضيت عنه وامرت بصلته ورددت عليه مرتبته ولولا انه ليس من اهل الانس لاحضرته قال وانصرف طاهر فاعلم ابن ابي العباس ذلك و--دعا بهارون بن جبغويه فقال له ان للكتاب عشيرة وان اهل خراسان يتعصب بعضهم لبعض فخذ معك ثلاثماءة الف درهم فاعط الحسين الخادم ماءتي الف واعط كاتبه محمد بن هارون ماءة الف وسله ان يسال المامون لم بكي قال ففعل ذلك قال فلما تغدي قال يا حسين اسقني قال لا والله لا-سقينك او تقول لي لم بكيت حين دخل عليك طاهر قال يا حسين وكيف عنيت بهذا حتي سالتني عنه قال لغمي بذاك قال يا حسين هو امر ان خرج من راسك قتلتك قال يا سيدي ومتي اخرجت لك سرا قال اني ذكرت محمدا اخي وما ناله من الذلة فخنقتني العبرة فاسترحت الي الافاضة ولن يفوت طاهرا مني ما يكره قال فاخبر حسين طاهرا بذلك فركب طاهر الي احمد بن ابي خالد فقال له ان الثناء مني ليس برخيص وان المعروف عندي ليس بضاءع فغيبني عن عينه فقال	4117	5710629428098846620	1328	2576.5	1055	1374	96.65210723876953	263	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms016	-5592051487850361938	0	258	1	1246	1445	300	فقال له ولم ويحك ق-ال لانك وليت غسان خراسان وهو ومن معه اكلة راس فاخاف ان يخرج عليك خارجة من الترك فتصطلمه فقال--- لقد فكرت فيما فكرت فيه قال فمن تري قال طاهر بن الحسين قال ويلك يا احمد هو والله خالع قال انا الضامن له قال له فانفذه قال فدعا بطاهر من ساع----------------------ته فنزل في بستان خليل بن هاشم فحصل اليه في كل يوم--- اقام فيه ماءة الف فاقام شهرا فحملت اليه عشرة الاف الف التي تحمل الي صاحب خراسان قال ابو حسان الزيادي وكان قد عقد له علي خراسان والجبال من حلوان الي خراسان وكان شخوصه من بغداد يوم الجمعة لليلة بقيت من ذي القعدة سنة خمس وماءتين وقد كان عسكر قبل ذلك بشهرين فلم يزل مقيما في عسكره قال ابو حسان وكان سبب ولايته فيما اج-مع الناس عليه ان عبد الرحمن المطوعي جمع جموعا بنيسابور ليقاتل بهم الحرورية بغير امر والي خراسان فتخوفوا ان يكون ذلك لاجل عمل عمل-----ه وكان غسان بن عباد يتولي خراسان من قبل الحسن بن سهل وهو ابن عم الفضل بن سهل وذكر ابو العباس محمد بن علي بن طاهر عن علي بن هارون ان طاهر ابن الحسين قبل خروجه الي خراسان وتوليته لها ندبه الحسن به سهل للخروج الي محاربة نصر بن شبث فقال حاربت خليفة وسقت الخلافة الي خليفة واومر بمثل هذا وانما كان ينبغي ان توجه لهذا قاءدا من قوادي فكان سبب المصارمة بين طاهر والحسن ق------ال وخرج طاهر الي خراسان لما تولاها وهو لا يكلم الحسن بن سهل فقيل له في ذلك فقال ما كنت لاحل عقدة عقدها لي في مصارمته ذكر خروج عب---------د الله بن طاهر	16	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4118	1627166254276165748	18	276	87	1332	1464	300	فقال ----لم ويحك فقال لانك وليت غسان خراسان وهو ومن معه اكلة راس فاخاف ان يخرج عليه خارجة من الترك فتصطلمه فقال له لقد فكرت فيما فكرت فيه قال فمن تري قال طاهر بن الحسين قال ويلك يا احمد هو والله خالع قال انا الضامن له قال--- فانفذه قال فدعا بطاهر من ساعته فعقد له فشخص من ساعته فنزل في بستان خليل بن هاشم فحمل اليه في كل يوم ما اقام فيه ماءة الف فاقام شهرا فحمل ا-ليه عشرة الاف الف التي تحمل الي صاحب خراسان قال ابو حسان الزيادي وكان قد عقد له علي خراسان والجبال من حلوان الي خراسان وكان شخوصه من بغداد يوم الجمعة لليلة بقيت من ذي القعدة سنة خمس وماءتين وقد كان عسكر قبل ذلك بشهرين فلم يزل مقيما في عسكره قال ابو حسان وكان سبب ولايته فيما اجتمع الناس عليه ان عبد الرحمن المطوعي جمع جموعا بنيسابور ليقاتل بهم الحرورية بغير امر والي خراسان فتخوفوا ان يكون ذلك لاصل---- عمله عليه وكان غسان بن عباد يتولي خراسان من قبل الحسن بن سهل وهو ابن عم الفضل بن سهل وذك-------------------------------ر عن علي بن هارون ان طاهر -بن الحسين قبل خروجه الي خراسان وولايته لها ندبه الحسن بن سهل للخروج الي محاربة نصر بن شبث فقال حاربت خليفة وسقت الخلافة الي خليفة واومر بمثل هذا وانما كان ينبغي ان توجه لهذا قاءدا من قوادي فكان سبب المصارمة بين ------الحسن وطاهر قال وخرج طاهر الي خراسان لما تولاها وهو لا يكلم الحسن بن سهل فقيل له في ذلك فقال ما كنت لاحل عقدة عقدها لي في مصارمته وفي هذه السنة ورد عبد الله بن طاهر	4118	5710629428098846620	1174	2255.0	929	1295	90.6563720703125	226	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms017	-2602590678223251574	0	63	1	323	1516	300	عبد الله اني استخير الله منذ شهر وارجو ان يخير الله لي ورايت الرجل يصف ابنه ليطريه لرايه فيه وليرفعه ورايتك فوق ما قال ابوك فيك وقد مات يحيي -بن معاذ واستخلف ابنه احمد بن يحيي وليس بشء وقد رايت توليتك مضر ومحاربة نصر بن شبث فقال السمع والطاعة يا امير المءمنين وارجو ان يجعل الله لامير المءمنين الخيرة--------------- وللمسلمين قال فعقد له	17	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4119	-652794185778341359	237	299	1197	1516	1519	300	عبد الله---- استخير الله منذ شهر وارجو ان يخير الله لي ورايت الرجل يصف ابنه ليطريه لرايه فيه وليرفعه ورايتك فوق ما قال ابوك فيك وقد مات يحيي ابن معاذ واستخلف ابنه احمد بن يحيي وليس بشء وقد رايت توليتك مضر ومحاربة نصر بن شبث فقال السمع والطاعة يا امير المءمنين وارجو ان يجعل الله--------------- الخيرة لامير المءمنين وللمسلمين قال فعقد له	4119	5710629428098846620	303	570.5	243	338	89.64497375488281	58	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms017	-2602590678223251574	64	300	326	1516	1516	300	امر ان تقطع حبال القصارين عن طريقه وتنحي عن الطرقات المظال لءلا يكون في طريقه ما يرد لواءه ثم عقد له لواء مكتوبا عليه بصفرة ما يكتب علي الالوية وزاد فيه المامون يا منصور وخرج ومعه الناس فصار الي منزله ولما كان من غد ركب اليه الناس وركب ال-----فضل بن الربيع فاقام عنده---- الليل قال فقام الفضل فقال عبد الله يا ابا العباس قد تفضلت واحسنت وقد تقدم ابي واخوك الي ان لا اقطع امرا دونك واحتاج ان استطلع رايك واستضء بمشورتك فان رايت ان تقيم عندي الي ان نفطر فافعل قال فقال الفضل ان لي حالات ليس يمكنني معها الافطار ه-هنا قال ان كنت تكره طعام اهل خراسان فابعث الي مطبخك ياتوا بطعامك فقال له ان لي ركعات بين العشاء والعتمة قال ففي حفظ الله قال وخرج معه الي صحن داره يشاوره في خالص اموره قال وكان خروج عبد الله الصحيح الي مضر لقتال نصر بن شبث بعد خروج ابيه الي خراسان بستة اشهر واستخلف اسحاق بن ابراهيم علي بغداد والسندي ابن يحيي علي الجانب الشرقي وعياش بن القاسم علي الجانب الغربي قال ولما ولي ط----اهر ابنه عبد ا--------------------------------لله ديار ربيعة كتب اليه كتابا نسخته ع-----------------------ليك بتقوي الله وحده لا شريك له وخشيته ومراقبته ومزايلة سخطه وحفظ رعيتك ولزوم ما البسك الله من العافية بالذكر لمعادك وما انت صاءر اليه وموقوف عليه ومسءوول عنه والعمل في ذلك كله بما يعصمك الله وينجيك يوم لقاءه-- من عذابه واليم عقابه فان الله قد احسن اليك وواجب عليك	17	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4120	-2019947775924036099	0	226	1	1131	1536	300	امر ان تقطع حبال القصارين عن طريقه وتنحي عن الطرقات المظال كيلا يكون في طريقه ما يرد لواءه ثم عقد له لواء مكتوبا عليه بصفرة ما يكتب علي الالوية وزاد فيه المامون يا منصور وخرج ومعه الناس فصار الي منزله ولما كان من غد ركب اليه الناس وركب اليه الفضل بن الربيع فاقام عنده الي الليل---- فقام الفضل فقال عبد الله يا ابا العباس قد تفضلت واحسنت وقد تقدم ابي واخوك الي ا--لا اقطع امرا دونك واحتاج ان استطلع رايك واستضء بمشورتك فان رايت ان تقيم عندي الي ان نفطر فافع----ل فقال له ان--- لي حالات ليس يمكنني معها الافطار هاهنا قال ان كنت تكره طعام اهل خراسان فابعث الي مطبخك ياتون بطعامك فقال له ان لي ركعات بين العشاء والعتمة قال ففي حفظ الله و----خرج معه الي صحن داره يشاوره في خا-ص اموره وقيل كان خروج عبد الله الصحيح الي مضر لقتال نصر بن شبث بعد خروج ابيه الي خراسان بسته اشهر وصيه ط----------------------------------------------------------------------------------------------------------------اهر الي ابنه عبد الله وكان طاهر حين ولي ابنه عبد الله ديار ربيعه كتب اليه كتابا نسخته بسم الله الرحمن الرحيم عليك بتقوي الله وحده لا شريك له وخشيته ومراقبته ومزايلة سخطه وحفظ رعيتك والزم ما البسك الله من العافية بالذكر لمعادك وما انت صاءر اليه وموقوف عليه ومسء-ول عنه والعمل في ذلك كله بما يعصمك الله وينجيك يوم القيامة من عذابه واليم عقابه فان الله قد احسن اليك واوجب عليك	4120	5710629428098846620	1025	1952.5	816	1261	81.28469848632812	190	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
Shamela0005880-ara1.completed.ms018	9044781773524196823	0	74	1	404	1606	300	الرافة بمن استرعاك امرهم من عباده والزمك العدل عليهم والقيام بحقه وحدوده فيهم والذب عنهم والدفع عن حريمهم وبيضتهم والحقن لدماءهم والامن لسب-لهم وادخال الراحة عليهم في معايشهم ومءاخذك بما فرض عليك من ذلك وموقفك عليه و-ساءلك عنه ومثيبك عليه بما قدمت واخرت ففرغ لذلك فكرك وعقلك وبصرك ورءيتك ولا يذهلك عنه ذاهل ولا يشغلك عنه شاغل فانه راس امرك وملاك شانك واول ما يوفقك الله به لرشدك وليكن اول ما تلزم به نفسك	18	-5651286706953341018	Shamela0009783BK1-ara1.completed.ms4120	-2019947775924036099	226	300	1131	1536	1536	300	الرافة بمن استرعاك امرهم من عباده والزمك العدل عليهم والقيام بحقه وحدوده فيهم والذب عنهم والدفع عن حريمهم وبيضتهم والحقن لدماءهم والامن لسبيلهم وادخال الراحة عليهم في معايشهم ومءاخذك بما فرض عليك من ذلك وموقفك عليه ومساءلك عنه ومثيبك عليه بما قدمت واخرت ففرغ لذلك فكرك وعقلك وبصرك ورءيتك ولا يذهلك عنه ذاهل ولا يشغلك عنه شاغل فانه راس امرك وملاك شانك واول ما يوفقك الله به لرشدك وليكن اول ما تلزم به نفسك	4120	5710629428098846620	403	796.0	329	405	99.50617218017578	72	Shamela0005880-ara1.completed	Shamela0009783BK1-ara1.completed
