id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
GVDB20200120-ara1.completed.ms030	4201749925338352265	68	297	387	1663	1680	300	بالقاهر--ة انه الامام احمد بن الامام بن الظاهر بن الامام الناصر وشهدوا عند قاضي القضاة تاج الدين عبد الوهاب بن الاعز خلف بذلك فاسجل علي نفسه بالثبوت وقام قاضي القضاة في ذلك المحفل قاءمة علي قدميه واشهد علي نفسه بالثبوت بحضور السلطان وسمي بالامام المستنصر بالله اسم اخيه رحمه الله تعالي وبايعه مولانا السلطان علي كتاب الله------ وسنة رسول الله صلي الله عليه وسلم وعلي الامر بالمعروف والنهي عن المنكر والجهاد في سبيل الله واخذ اموال الله بحقها وصرفها في مستحقها وبعد ذلك قلد مولانا الخليفة مولانا السلطان----- البلاد الاسلامية وما سيفتحه من ايدي الكفار علي ما سيذكر في التقليد الشريف ثم بايعه الناس علي اختلاف طبقاتهم----------- وكتب السلطان الي البلاد--------------------------------- باخذ البيعة له وان يخطب باسمه علي المنابر وتنقش الصلة باسمه ولما كان يوم الجمعة سابع عشر رجب--------- المذكور خطب الخليفة بالناس في جامع القلعة واهتم السلطان بذلك ونثرت جمل من الذهب والفضة وحصل له توقف في الخطبة وفي يوم الاثني------------------------ن رابع شعبان زكب السلطان الي خيمة ضربت في البستان الكبير وساءر الناس في خدمته وحملت----- الخلع صحبة الامير مظهر الدين وشاح الخفاجي وخادم الخليفة ودخل السلطان الي خيمة اخري ولبس وخرج وهو كالبدر اذا طلع في الليلة الظلماء وعليه عمامة سوداء مذهبة مزركشة------- ودراعة بنفسجية وطوق وعدة وسيوف تقلد منها واحدا وحملت البقية خلفه و-------------------لواءان وبهمان كبيرانه وترس وغير ذلك مما جرت العادة به وقدم له فرس اشهب في رقبته مشدة سوداء وعليه كنبوش اسود وطلب الامراء	30	6689038429691934196	LMN20200820-ara1.completed.ms10	-8043187786207964429	0	169	1	967	1645	300	بالاستفاضة انه الامام احمد وادوه-------------------------------------ا عند قاضي القضاة تاج الدين بن بنت------- الاعز فعند ذلك -اسجل علي نفسه بالثبوت وانتصب------------------------ قاءما واعلن بثبوته عنده فعند ذلك لقب ب----------------------------المستنصر -------------------بالله------ وبايعه السل-------طان علي كتاب الله تعالي وسنة رسول الله صلي الله عليه وسلم وعلي الامر بالمعروف والنهي عن المنكر والجهاد في سبيل الله واخذ اموال الله بحقها وصرفها في مستحقها وبعد ذلك قلد------- الخليفة------- السلطان امور البلاد والعباد وبايع-------------------------------------------------------------ه الناس واحدا واحدا وانفصل هذا المجلس وكتب الي ساءر الملوك والنواب بما استقر عليه الحال والامر باخذ البيعة له وان يخطب باسمه علي المنابر وتنقش السكة باسمه ولما كان يوم الجمعة سابع عشره خطب الخليفة المذكور------------ بالناس في جامع القلعة------------------- ونثر عليه--- الذهب والفضة وجهز للسلطان الخلع العباسية والامراء الخلع علي العادة ولما كان رابع شعبان ضرب للسلطان---- خيمة ب-------البستان الك---------------------بير وحملت اليه الخلع ف-----------------------------------------------------------------------------لبس وخرج وهي--------------------------------------- عمامة سوداء------ مزركشة بالذهب ودراعة بنفسجي- وطوق ذهب و------تقلد بسيف من جملة سيوف بداوية حملت اليه وشيل علي راسه لواءان وسهمان كبيران- وترس وركب فرسا----------------------------- اشهب ب--رقبته مشدة سوداء وعليه كنبوش اسود ولبس الامراء	10	8028615966053176907	645	858.0	521	1397	46.17036437988281	91	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms031	6348036392736090698	2	130	13	679	1624	300	قاضي القضاة تاج الدين والصاحب بهاء الدين و--صاحب دیوان الانشاء فخر الدين بن لقمان منشي التقليد الشريف وطلع علي المنبر الشريف المجلل بالاطلس الاصفر وقراه علي الناس كافة-------------- ونسخته------- الحمد لله الذي اصطفي الاسلام بملابس الشرف واظهر بهجة درره وكانت خافية بما استحكم عليها من ال-------------صدف وشيد ما وهي من علاءه حتي انسي ذكر ما سلف وقيض لنصره ملوكا اتفق علي طاعتهم من اختلف احمده علي نعمة التي رتعت الاعين منها في الروض الانف والطافه التي وقف- الشكر عليها فليس له عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده ا-------لذي جبر من الدين وهنا ورسوله الذي اظهر من المكارم فنونا لا فنا صلي الله عليه وعلي اله الذين اضحت	31	6689038429691934196	LMN20200820-ara1.completed.ms10	-8043187786207964429	171	300	978	1645	1645	300	عل-ي القاضي تاج الدين والصاحب بهاء الدين والصاحب-------------- فخر الدي---ن لقمان منشء التقليد وقارءه عل-----ي المنبر------- المجلل بالاطلس الاصفر وحضر ساءر الناس علي اختلاف طبقاتهم ونسخة التقرير الحمد لله الذي اضفي ----------ملابس الشرف واظهر بهجة درره وكانت خافية بما استحكم عليها من صدف من عن الحق صدف وشيد ما وهي من علاءه حتي انسي ذكر من سلف وقيض لنصره ملوكا اتفق علي طاعتهم من اختلف احمده علي نعمه التي رتعت الاعين منها في الروض الانف والطافه التي وقفت الشكر عليها فليس--- عنها منصرف واشهد ان لا اله الا الله وحده لا شريك له شهادة توجب من المخاوف امنا وتسهل من الامور ما كان حزنا واشهد ان محمدا عبده ورسوله الذي جبر من الدين وهنا ورسوله الذي اظهر من المكارم فنونا لا فنا صلي الله عليه وعلي اله الذين اضحت	10	8028615966053176907	587	1063.0	468	710	82.67605590820312	103	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms031	6348036392736090698	130	300	679	1624	1624	300	مناقبهم باقية لا تفي واصحابه الذين احسنوا في الدين فاستحقوا الزيادة من الحسني وسلم تسليما كثيرة وبعد فان اولي الاولياء بتقديم ذكره واحقهم ان يصبح القلم راكعة وساجدة في تسطير مناقبه وبره من سعي فاضحي بسعيه الحميد متقدما ودعا الي طاعته فاجاب من كان منجدة ومتهما وما بدت يد من المكرمات الا كان لها زندا ومعصمة ولا استباح------ حمي وغي الا اضرمه نارة واجراه دما ولما كانت هذه المناقب الشريفة مختصة بالمقام العالي المولوي السلطاني الملكي الظاهري الركني شرفه الله واعلاه ذكره --الديوان العزيز النبوي الامامي المستنصري اعز الله سلطانه تنويها بشر-ف قدره واعترافا بصنعه الذي تنفد العبارة المسهبة ولا تقوم بشكره وكيف لا وقد اقام الدولة العباسية بعد ان اقعدتها زمانة الزمان واذهبت ما كان لها من محاسن واحسان واعتب دهرها الم--سء لها فاعتب-------------- وارضي عنها زمنها وقد كان صال عليها صولة مغضب فاعاده لها سلما بعد ان كان عليها حربا وصرف اليها اهتمامه فرجع كل متضايق من اموره------ا رحبة ومنح امير المءمنين عند القدوم عليه حنوا وعطفة واظهر من الولاء رغبة في ثواب الله ما لا يخفي وابدي	31	6689038429691934196	LMN20200820-ara1.completed.ms11	-821800838187357141	0	171	1	949	1647	300	مناقبهم باقية لا تفني اصحابه الذي- احسنوا في الدين فاستحقوا الزيادة من الحسني------------------ وبعد فان اولي الاولياء بتقديم ذكره واحقهم ان يصبح القلم راكعا وساجدا في تسطير مناقبه وبره من سعي فاصبح بسعيه الحميد متقدما ودعا الي طاعته فاجاب من كان منجدا ومتهما وما بدت يد في المكرمات الا كان لها زندا ومعصما ولا استباح بسيفه حمي وغي الا اضرمه نارا واجراه دما ولما كانت هذه المناقب الشريفة مختصة بالمقام العالي المولوي السلطاني الملكي الظاهري الركني شرفه الله واعلاه ذكر في الديوان العزيز النبوي الامامي المستنصري اعز الله سلطانه تنويها لشريف قدره واعترافا بصنعه الذي تنفذ العبارة المسهبة ولا تقوم بشكره وكيف لا وقد اقام الدولة العباسية بعد ان اقعدتها زمانة الزمان واذهب- ما كان لها من محاسن واحسان واعتب دهرها المنتمي لها وقد كان اوسعها عتبا وارضي عنها زمنها وقد كان صال عليها صولة مغضب فاعاده لها سلما بعد ان كان ل--ها حربا وصرف اليها اهتمامه فرجع كل متضايق من امورها واسعا رحبا ومنح امير المءمنين عند القدوم----- حنوا وعطفا واظهر من الولاء رغبة في ثواب الله ما-لا يخفي وابدي	11	8028615966053176907	890	1681.5	727	976	91.18852233886719	144	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms032	-7316920462634901045	0	128	1	703	1617	300	من الاهتمام بامر الشريعة والبيعة امرا لو رامه غيره لامتنع عليه ولو تمسك بحبله متمسك الانقطع به قبل الوصول اليه ولكن الله ادخر هذه الحسنة ليثقل بها ميزان ثوابه ويخفف بها------ يوم القيامة حسابه والسعيد من خفف حس---ابه فهذه منقبة ابي الله الا ان يخلدها في صحيفة صنعه ومكرمة قضت لهذا البيت الشريف بجمعه بعد ان حصل الاياس من جمعه وامير المءمنين يشكر لك هذه الصناءع ويعترف انه لولا اهتمامك بامره لاتسع الحرق علي الراقع وقد قلدك الديار المصرية والبلاد-------- والديار بكرية والحجازية واليمنية والفراتية وما يتجدد من الفتوحات غورة ونجدة وفوض امر جندها ورعاياها اليك حين اصبحت بالمكارم فردا وما جعل منها بلدة من البلاد ولا حصنا من الحصون مست-ني ولا جهة من الجهات تعد في الاعلي ولا في الادني فلاحظ امور الامة فقد اصبحت لها حاملا	32	6689038429691934196	LMN20200820-ara1.completed.ms11	-821800838187357141	171	300	949	1647	1647	300	من الاهتمام بامر ---------البيعة امرا لو رامه غيره لامتنع عليه ولو تمسك بحبله متمسك لا نقطع به قبل الوصول اليه -لكن الله ادخر هذه الحسنة ليثقل بها ميزان ثوابه ويخفف بها حسابه يوم القيامة------ والسعيد من خفف من حسابه فهذه منقبة ابا الله الا ان يخلدها في صحيفة صنعه ومكرمة قضت لهذا البيت الشريف بجمعه بعد ان حصل الاياس من جمعه وامير المءمنين يشكر لك هذه الصناءع ويعترف انه لولا اهتمامك------ لاتسع الخرق علي الراقع وقد قلدك الديار المصرية والبلاد الشامية والديار بكرية والحجازية واليمنية والفراتية وما يتجدد من الفتوحات غورا ونجدا وفوض امر جندها ورعاياها اليك حين اصبحت بالمكارم فردا ولا جعل منها بلدا من البلاد ولا حصنا من الحصون مستثني ولا جهة من الجهات تعد في الاعلي ولا في الادني فلاحظ امور الامة فقد اصبحت لها حاملا	11	8028615966053176907	669	1277.0	544	720	92.91666412353516	112	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms032	-7316920462634901045	128	300	703	1617	1617	300	وخلص نفسك من التبعات اليوم ففي غد تكون مسءولا لا ساءلا ودع الاغترار بامر الدنيا فما نال احد منها طاءلا وما راها احد بعين الحق الا راها خيالا زاءلا فالسعيد من قطع منها اماله الموصولة وقدم لنفسه زاد التقوي فتقدمة غير التقوي مردودة لا مقبولة وابسط يدك بالاحسان والعدل فقد امر الله بالعدل والاحسان وكرر ذكره في مواضع من القران وكفر به عن المرء ذنوبة----- كتبته عليه واثا------ما وجعل يوما واحدا منه كعبادة العابد ستين عاما وما سلك احد سبيل العدل الا واجتنبت ثماره من افنان ورجع الامر به بعد تداعي اركانه وهو مشيد الاركان وتحصن به من حوادث زمانه والسعيد من تحصن من حوادث الزمان وكانت ايامه في الايام ابهي من الاعياد واحسن في العيون من الغرر في اوجه الحياد واحلي من العقود اذا حلي بها عطل الاجياد وهذه الاقاليم المنوطة بك تحتاج الي نواب وحكام واصحاب راي من اصحاب السيوف والاقلام فاذا استعنت باحد منهم في امورك فنقب عليه تنقيبا واجعل عليه في تصرفاته رقيبا وسل عن احواله ففي يوم القيامة تكون عنه مسءولا وبما اج-رم مطلوبة ولا تول منهم	32	6689038429691934196	LMN20200820-ara1.completed.ms12	5644220894951980097	0	170	1	906	1615	300	وخلص نفسك من التبعات اليوم ففي غد تكون مسءولا لا ساءلا ودع الاغترار بامر الدنيا فما نال احد منها طاءلا وما راها احد بعين الحق الا راها ظ--لا زاءلا فالسعيد من قطع منها اماله الموصولة وقدم لنفسه زاد التقوي فتقدمة غير التقوي مردودة لا مقبولة وابسط يدك بالاحسان والعدل فقد امرك---- بالعدل والاحسان---------- في مواضع من القران وكفر به عن المرء ذنوبا كانت كتبت- عليه ليالي واياما وجعل يوما واحدا منه كعبادة العابد ستين عاما وما سلك احد سبيل العدل الا واجني-ت ثماره من افنان ورجع الامر--- بعد تداعي اركانه وهو مشتد الاركان وتحصن به من حوادث زمانه والسعيد من تحصن من حوادث الزمان وكانت ايامه في الايام ابهي من الاعياد واحسن في العيون من الغرر في اوجه الجياد واجلي من العقود اذا حلي بها عطل الاجياد وهذه الاقاليم المنوطة بك تحتاج الي نواب وحكام واصحاب راي من اصحاب السيوف والاقلام فاذا استعنت باحد منهم في امورك فنقب عليه تنقيبا واجعل عليه في تصرفاته رقيبا وسل عن احواله ففي يوم القيامة تكون عنه مسءولا وبما اجترم مطلوبا ولا تول منهم	12	8028615966053176907	880	1702.0	712	926	95.03239440917969	158	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms033	-433144177148863267	0	134	1	727	1591	299	الا من تكون مساعيه حسنات لك لا ذنوبا وامرهم بالاناة في الامور والرفق ومخالفة الهوي اذا ظهرت ادلة الحق وان يقابلوا الضعفاء في حواءجهم بالثغر الباسم والوجه الطلق وان لا يعاملوا احدة علي الاحسان والاباءة الا بما يستحق وان يكونوا لمن تحت ايديهم من الرعية اخوانا وان يوسعوهم برا واحسانا وان لا يستحلوا حرماتهم اذا استحل الزمان لهم حرمانا والمسلم اخو المسلم ولو كان اميرة عليه او سلطانة فالسعيد من نسج ولاته في الخير علي منواله واستنوا بسنته في تصرفاته واحواله وتحملوا عنه ما تعجز قدرته عن حمل اثقاله ومما يءمرون به ان يمحي ما احدث من س-ء السنن وجدد من المظالم التي هي علي الخلاءق من اعظم المحن وان يشتري بابطالها المحامد فان المحامد رخيصة باغلي --ثمن ومهما جبي منها من الاموال فانما هي باقية في الذمم حاصلة واجياد الخزاءن -ان اضحت بها	33	6689038429691934196	LMN20200820-ara1.completed.ms12	5644220894951980097	170	300	906	1615	1615	300	الا من تكون مساعيه حسنات لك لا ذنوبا وامرهم بالاناة في الامور والرفق ومخالفة الهوي اذا ظهرت ادلة الحق وان يقابلوا الضعفاء في حواءجهم بالثغر الباسم والوجه الطلق وان لا يعاملوا احدا علي الاحسان والاساءة الا بما يستحق وان يكونوا لمن تحت ايديهم من الرعية اخوانا وان يوسعوهم برا واحسانا وان لا يستحلوا حرماتهم اذا استحل الزمان لهم حرمانا والمسلم اخو المسلم ولو كان اميرا عليه و--سلطانا فالسعيد من نسج ولاته في الخير علي منواله واستسن- بسنته في تصرفاته واحواله وتحمل-- عنه ما تعجز قدرته--- حمل اثقاله ومما يءمرون به ان يمحي ما احدث من سيء السنن وجدد من المظالم التي هي ------------من اعظم المحن وان يشتري بابطالها المحامد فان المحامد رخيصة باغلي الثمن ومهما جبي منها من الاموال فانما هي باقية في الذمم حاصلة واجياد الخزاءن وان اضحت به -	12	8028615966053176907	697	1336.0	568	730	95.47945404052734	120	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms033	-433144177148863267	134	299	727	1591	1591	299	حالية فانما عل--ي الحقيقة منها عاطلة وهل اشقي ممن احتقب اثما واكتسب بالمساعي الذميمة ذمة وجعل السواد الاعظم يوم القيامة خصمة وتحمل ظلم الناس فيما صدر عنه من اعمال ووقد خاب من حمل ظلما وحقيق بالمقام الشريف السلطاني الملكي الظاهري الركني -ان تكون ظلامات الانام مردودة بعدله وعزاءمه تخفف ثقلا لا طاقة لهم بحمله فقد اضحي علي الاحسان قادرة وصنعت له الايام ما لم تصنعه الغيره ممن تقدم من الملوك وان جاء اخرة فا-حمد الله علي ان وصل الي جنابك امام هدي اوجب لك مزية التعظيم ونبه الخلاءق علي ما خص--لك الله به من هذا الفضل العظيم وهذه امور يجب ان تلاحظ وترعي وان يوالي عليها حمد الله فان الحمد ------يجب عليها عقلا وشرعا وقد تبين انك صرت في الامور اصلا وصار غيرك فرعا ومما يجب ايضا تقديم ذكره----- امر الجهاد الذي اضحي علي الامة فرضا وهو العمل الذي يرجع به مسود الصحاءف مبيضة وقد وعد الله المجاهدين بالاجر العظيم واعد لهم عنده المقام الكريم وخصهم بالجنة التي لا لغو فيها ولا تاثيم وقد تقدمت	33	6689038429691934196	LMN20200820-ara1.completed.ms13	887483344544956865	0	166	1	865	1560	300	حالية فانها هي في الحقيقة منها عاطلة وهل اشقي ممن احتقب اثما واكتسب بالمساعي الذميمة ذما وجعل السواد الاعظم يوم القيامة خصما وتحمل ظلم الناس فيما صدر عنه من اعماله وقد خاب من حمل ظلما وحقيق بالمقام الشريف السلطاني الملكي الظاهري الركني وان تكون ظلامات الايام مردودة بعدله وعزاءمه تخفف ثقلا لا طاقة لهم بحمله فقد اضحي علي الاحسان قادرا وصنعت له الايام ما لم تصنع --لغيره ممن تقدم من الملوك وان جاء اخرا فالحمد -لله علي ان وصل الي جنابك امام هدي اوجب لك مزية التعظيم ونبه الخلاءق علي ما خصك به الله--- من هذا الفضل العظيم وهذه امور يجب ان تلاحظ وترعي وان يوالي عليها حمد الله فان الحمد عليها يجب------ عقلا وشرعا وقد تبين انك صرت في الامور اصلا وصار غيرك فرعا ومما يجب----- تقديم ذكره ايضا امر الجهاد الذي اضحي علي الامة فرضا وهو العمل الذي يرجع به مسود الصحاءف مبيضا وقد وعد الله المجاهدين بالاجر العظيم واعد لهم عنده المقام الكريم وخصهم بالجنة التي لا لغو فيها ولا تاثيم وقد تقدمت	13	8028615966053176907	833	1587.0	673	881	94.55164337158203	145	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms034	-4441918762565877480	0	133	1	687	1611	300	لك في الجهاد يد بيضاء اسرعت في سواد الحساد وعرفت منك عزمة هي امضي مما تجنه ضماءر الاغماد واشتهرت لك مواقف في القتال هي اشهر واشهي الي---- القلوب من الاعياد وبك صان الله حمي الاسلام من ان يبتذل وبعز مل-----ك حفظ علي المسلمين نظام هذه الدول وسيفك اثر في قلوب الكافرين قروحة لا تندمل وبك يرجي ان يرجع مقر الخلافة الي ما كان عليه في الايام الاول فايقظ لنصرة الاسلام جفنة ما كان غاغية ولا هاجعة وكن في مجاهدة اعداء الله اماما متبوعة لا تابعا وايد كلمة التوحيد فما تجد في تاييدها الا مطيعا سامعا ولا تخل- الثغور من اهتمام بامرها تبتسم له الثغور واحتفال يبدل ما دجي من ظلماتها بالنور واجعل امرها علي الامور مقدمة وشيد منها كل ما غادره العدو متهدمة فهذه حصون بها يحصل---- الانتفاع وهي علي العدو داعية افتراق	34	6689038429691934196	LMN20200820-ara1.completed.ms13	887483344544956865	166	300	865	1560	1560	300	لك في الجهاد يد بيضاء اسرعت في سواد الحساد وعرفت منك عزمة هي امضي مما تجنه ضماءر الاغماد واشتهرت لك مواقف في القتال هي اشهر واشهي اليك في القلوب من الاعياد وبك صان الله حمي الاسلام من ان يبتذل وبعظمتك وعزمك حفظ عن- المسلمين نظام هذه الدول وسيفك اثر في قلوب الكافرين قروحا لا تندمل وبك يرجي ان يرجع مقر الخلافة الي ما كان عليه في الايام الاول فايقظ لنصرة الاسلام جفنا ما كان غافيا ولا هاجعا وكن في مجاهدة اعداء الله اماما متبوعا لا تابعا وايد كلمة التوحيد فما تجد في تاييدها الا مطيعا سامعا ولا تخلي الثغور من اهتمام بامرها تبتسم له الثغور واحتفال يبدل ما دجي من ظلماتها بالنور واجعل امرها علي الامور مقدما وشيد منها كل ما غادره الغدر متهدما فهذه حصون---- يحصل بها الانتفاع وهي علي العدو داعية افتراق	13	8028615966053176907	666	1280.5	535	700	95.14286041259766	118	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms034	-4441918762565877480	134	293	690	1572	1611	300	اجتماع واولاها بالاهتمام ما كان البحر له مجاورة والعدو له ملتفتا ناظرة لا سيما ثغور الديار المصرية فان العدو وصل اليها رابحة وراح خاسرة واستاصلهم الله فيها حتي ما اقال منهم عاثر- وكذلك الاسطول الذي تری خیله کالاهلة وركاءبه ساءقة بغير ساءق مستقلة وهو اخو الجيش السليماني فان ذاك غدت الرياح له حاملة وهذا تكفلت بحمله المياه الساءلة واذا لحظها الطرف جارية في البحر كانت كالاعلام واذا شبهها---- قال هذه ليال تقلع بالايام وقد سني لك الله م---ن السعادة كل مطلب واتاك من اصالة الراي الذي بريك المغي----------ب وبسط بعد القبض منك الامل ونشط بالسعادة ما كان من كسل وهداك الي مناهج الحق وما زلت مهتديا اليها والزملك المراشد فلا تحتاج الي تنبيه عليها والله يمدك باسباب نصره ويوزعك شكر نعمه فان النعمة تستثمر بشكره ان شاء الله تعالي وركب السلطان وشق المدينة بعد ان زينت وكان لبسه الخلعة والطوق الذهب والقيد الذهب والطالع السنبك وحمل التقليد الامير جمال الدين النجيبي استاذ الدار والصاحب بهاء الدين في بعض الطريق	34	6689038429691934196	LMN20200820-ara1.completed.ms14	-5535349599801164726	1	148	5	805	1701	300	اجتماع واولاها بالاهتمام ما كان البحر له مجاورا والعدو له ملتفتا ناظرا لا سيما ثغور الديار المصرية فان العدو وصل اليها رابحا وراح خاسرا واستاصلهم الله فيها حتي ما اقال منهم عاثرا وكذلك الاسطول الذي تري خيله كالاهلة وركاءبه ساءرة بغير ساءق مستقلة وهو اخو الجيش السليماني فان ذاك غدت الرياح له حاملة وهذا تكفلت ---له المياه الساءلة واذا لحظها الطرف جارية في البحر كانت كالاعلام واذا شبهها احد قال هذه ليال تقلع بالايام وقد سني--- الله لك من السعادة كل -طلب واتاك من اصالة الراي الذي يزيل من العتب كل معتب وبسط بعد القبض عنك الامل ونشط بالسعادة ما كان من كسل وهداك الي مناهج الحق وما زلت مهتديا اليها والزمك- المراشد فلا تحتاج الي تنبيه عليها والله يمدك باسباب نصره ويوزعك شكر نعمه فان النعمة تستتم- بشكره------------------ وركب السلطان وشق المدينة وقد--- زينت---------------------------------------------------------- وحمل التقليد الامير جمال الدين النجيبي------------ والصاحب بهاء الدين في بعض الطريق	14	8028615966053176907	760	1417.0	618	900	84.44444274902344	123	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
GVDB20200120-ara1.completed.ms035	3813465280164534963	60	229	340	1346	1749	300	سابق الدين بوزبا اثابك العسكر بالف فارس والطواشي بهاء الدين صندل الشرابي بخمسماءة فارس والا------------------------------------------------مير ناصر الدين بن صير م الخزندار بماءتي فارس والامير الشريف نجم الدين استاذ الدار بخمسماءة فارس و-------سيف الدين بلبان الشمسي الدوادار بخمسماءة فارس وكذلك جماعة من العربان امرهم وحملت اليهم الطبلخاناه والسناجق وانفقت فيهم الاموال بعدة شهور--------- واشتري----- السلطان ما--------------ءة مملوك جمدارية وسلاحدارية واعطي كلا منهم ثلاثة اروس خيلا وجملا---- لعدته فلم يبق ممن تدعو الحاجة اليه من صاحب دیوان ولا كاتب انشاء ولا ديوان ولا اءمة ولا غلمان الا استخدموا حتي الحكماء والحراءحية وصارت بيوته اكبر البيوت لما جمعت من الخيول والاسلحة والجناءب ولما تكامل ذلك تقدم بالاستخدام وبخروج العساكر وفي يوم الاربعاء تاسع عشر رمضان سنة تسع وخمسين وستمءة ركب الخل---------يفة والسلطان صحبته في السادسة من النهار وساقا فنزل كل منهما في دهليزه واستمرت النفقة في الاجناد الخليفية ويوم العيد ركب السلطان صحية الخليفة تحت المظلة وصليا العيد وفي هذه الليالي حضر الخليفة الي خيمة السلطان بالمنزلة والبسه -------الفتوه وحضرت جماعة يعتبر حضورهم في ذلك وفي يوم---- السبت --سادس شوال رحلا متوجهين	35	6689038429691934196	LMN20200820-ara1.completed.ms14	-5535349599801164726	176	300	974	1701	1701	300	سابق الدين بوزبا اتابك العسكر بالف فارس والطواشي بهاء الدين صندل الشرابي بخمسم-ءة فارس والامير فتح الدين سليمان امير جاندار بمءتي فارس والامير ناصر الدين بن صير-م الخزندار بم-ءتي فارس و-------الشريف نجم الدين استاد الدار بخمسم-ءة فارس والامير سيف الدين بلبان الشمسي--------- بخمسم-ءة فارس وكذلك جماعة من العربان-------------------------------------- وانفقت فيهم الاموال وامروا بالطبلخانات واشتري برسم السلاح والبقج وغير ذلك مءة مملوك------------------- واعطي كل ملوك- ثلاثة ارءس خيل- وجمل واحد لعدته وجهز معه كتا--------------------------------------ب انشاء و-----------------------------------------------حكماء ومءذنين---------------------------------------------------------------- ولما كان يوم----------------------------------------- الاربعاء تاسع عشر رمضان سنة تسع وخمسين وستمءة برز السلطان والخليفة واقاما ظاهر البلد حتي عيدا واكلا طعا--------------------------------------------------------------------م العيد كل في خيمته وحضر الخليفة ------------------------في هذه المنزلة------------ الي خيمة السلطان ---------والبسه سراويل الفتوة بحضور الفتيان وهي عادة بني العباس ورحلا يوم السبت السادس شوال----- متوجهين	14	8028615966053176907	479	621.0	389	1115	42.95964050292969	59	GVDB20200120-ara1.completed	LMN20200820-ara1.completed
