id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
JK000911-ara1.mARkdown.ms0810	8052579093671568851	73	235	376	1251	1611	300	مريم جاثليق مصر ومعه الاسقف------------------------- بعثه المقوقس---------------- لمنع بلادهم فلما ---نزل بهم عمرو قاتلوه فارسل اليهم لا تعجلونا حتي نعذر اليكم وترون رايكم بعد وليبرز الي ابو مريم وابو مريام فكفوا وخرجا -----------اليه فدعاهما الي -----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------الاسلام او--------------------------------------- الجزية واخبرهما بوصية النبي باهل مصر بسبب هاجر ام اسماعيل------------------------------------------------------------------------------------------------------------------------------- عليه السلام --------------------------------------فقالوا قرابة بعيدة لا يصل مثلها الا الانبياء -------------------------------------------------------------------------------------------------------------------------------------------------------------------امنا حتي نرجع اليك فقال عمرو--- مثلي لا يخدع ولكنني اءجلكما ثلاثا لتنظرا ---------------------------------------------------فقالا زدنا فزادهم يوما فرجعا الي المقوقس فهم فابي ارطبون ان يجيبهما وامر بمناهدتهم فقال لاهل مصر اما نحن فسنجهد ان ندفع عنكم ولا نرجع اليهم------------------------------------------------------ فلم يفجا عمرا الا البيات وهو علي عدة فلقوه فقتل ارطبون وكثير ممن معه وانهزم الباقون وسار عمرو والزبير الي عين الشمس وبها جمعهم وبعث الي فرما ابرهة بن الصباح فنزل عليها وبعث عوف بن مالك الي الاسكندرية فنزل عليها قيل وكان الاسكندر وفرما اخوين ونزل عمرو بعين الشمس فقال اهل مصر لملكهم ما تريد الا قتال يوم قوم هزموا كسري وقيصر وغلبوهم علي بلادهم فلا -	810	5274941812924222394	JK001330-ara1.completed.ms0017	-7712661770420850331	0	235	1	1282	1629	300	مريم جاثليق مصر ومعه الاسقف ابو مريام في اهل البنيات بعثه المقوقس صاحب الاسكندرية لمنع بلادهم فلما تصافوا قال عمرو بن العاص---------- لا تعجلو-ا حتي نعذر اليكم -----------------ليبرز الي ابو مريم وابو مريام راهبا هذه البلاد فبرزا اليه فقال لهما عمرو انتما راهبا هذه البلاد فاسمعا ان الله بعث محمدا بالحق وامره به وامرنا به محمد وادي الينا كل الذي امر به ثم مضي وتركنا علي الواضحة وكان مما امرنا به الاعذار الي الناس فنحن ندعوكم الي الاسلام فمن اجابنا فمثلنا ومن لم يجبنا عرضنا عليه الجزية و--بذلنا له المنعة وقد اعلمنا اننا مفتتحوكم واوصينا بكم حفظا لرحمنا منكم وان لكم ان اجبتمونا بذلك ذمة الي ذمة ومما عهد الينا اميرنا استوصوا بالقبطيين خيرا فان رسول الله صلي الله عليه وسلم اوصانا بالقبطيين خيرا لان لهم ذمة ورحما فقالوا قرابة بعيدة لا يصل مثلها الا الانبياء معروفة شريفة كانت ابنة ملكنا وكانت من اهل منف والملك منهم فاديل عليهم اهل عين شمس فقتلوهم وسلبوهم ملكهم واغربوا فلذلك صارت الي ابراهيم عليه السلام مرحبا به واهلا وامنا حتي نرجع اليك فقال عمرو ان مثلي لا يخدع ولك-ني اءجلكما ثلاثا لتنظرا ولتناظرا قومكما والا ناجزتكم قالا زدنا فزادهم يوما فقالا زدنا فزادهم يوما فرجعا الي المقوقس---- فابي ارطبون ان يجيبهما وامر بمناهدتهم وقال لاهل مصر اما نحن فنجتهد ان ندفع عنكم ولا نرجع اليهم وقد بقيت اربعة ايام واشار عليهم بان يبيتوا المسلمين ف------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------قال الملا من----هم ما تقاتلون من------- قوم قتلوا كسري وقيصر وغلبوهم علي بلادهم فالح	17	-3989277145859078998	457	533.5	366	1591	28.72407341003418	72	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms0811	-696441239873094877	48	87	273	487	1607	300	دخل في صلحهم من الروم والنوبة مجري اهل مصر--------------------- ومن ----------اختار الذهاب فهو امن حتي يبلغ مامنه-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- واجتمعت --خيول المسلمين بمصر وبنو-ا الفسطاط ونزلوه وجاء ابو مريم وابو مريام --الي عمرو وطلبا منه السبايا التي اصيبت بعد المعركة فطردهما	811	5274941812924222394	JK001330-ara1.completed.ms0018	-4680357254989480251	72	185	370	956	1521	300	دخل في صلحهم من الروم والنوبة فله مثل ما لهم وعليه مثل ما عليهم ومن ابي منهم واختار الذهاب فهو امن حتي يبلغ مامنه او يخرج من سلطاننا عليهم ما عليهم اثلاثا في كل ثلث جباية ثلث ما عليهم علي ما في هذا الكتاب عهد الله وذمة رسوله وذمة الخليفة امير المءمنين وذمم المءمنين وعلي النوبة الذين استجابوا ان يعينوا بكذا وكذا راسا وكذا وكذا فرسا علي الا يغزوا ولا يمنعوا من تجارة صادرة ولا واردة وشهد عليه الزبير وعبد الله ومحمد ابناه وكتب وردان وحضر فدخل في ذلك اهل مصر كلهم وقبلوا الصلح واجتمعت الخيول--------- بمصر وعمروا الفسطاط وظهر------- ابو مريم وابو مريام فكلما عمرا في------- السبايا التي اصيبت بعد المعركة فابي ---	18	-3989277145859078998	160	222.5	127	612	26.14379119873047	25	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms0880	-8484453828917370027	44	146	243	779	1551	300	فعرفته بهذا وفي هذه السنة غزا حبيب بن مسلمة سورية من ارض الروم------------- وفيها تزوج عثمان ناءلة بنت الفرافصة وكانت نصرانية فاسلمت قبل ان يدخل بها وفيها بني عثمان الزوراء وحج بالناس --------------عثمان---------------------------------- هذه السن-------------------------------------------------------------------------------------------ة حرام بالحاء المهملة والراء والجاسي بالجيم والسين المهملة والفرافصة بفتح الفاء الا الفرافصة بن الاحوص الكلبي الذي من ولده ناءلة زوج عثمان ثم دخلت- سنة تسع وعشرين ذكر عزل ابي موسي عن البصرة واستعمال ابن عامر عليها قيل في هذه السنة ---------------------------------------------------------عزل عثمان ابا موسي الاشعري عن البصرة واستعم-------------------------------ل عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس وهو ابن خال عثمان وقيل	880	5274941812924222394	JK001330-ara1.completed.ms0065	8646121275074164200	76	201	391	1016	1505	300	--ففتح الله علي يده وفيها غزا حبيب بن مسلمة سورية من ارض الروم قاله الواقدي وفيها غزا الوليد بن عقبة اذربيجان فصالحهم مثل صلح حذيفة وفيها ------------------------------------حج بالناس امير المءمنين عثمان بن عفان رضي الله عنه امر النيل في هذه السنة الماء القديم ثلاثة عشر ذراعا وثمانية عشر اصبعا مبلغ الزيادة تسعة عشر ذراعا االسنة الخامسة------------------------------------------------------------------------------------------------------------------ من ولاية ابن ابي سرح علي مصر وهي سنة تسع وعشرين فيها افتتح عبد الله بن عامر اصطخر في قول عنوة فقتل وسبي وكان علي مقدمته عبد الله بن معمر بن عثمان التيمي وكلاهما صحابي وفيها عزل عثمان ابا موسي الاشعري عن البصرة بعد عمالة ست سنين وقيل ثلاث وولي عليها عبد الله بن عامر بن كريز بن ربيعة بن حبيب بن عبد شمس وهو ابن خال عثمان وجمع	65	-3989277145859078998	221	153.0	166	777	28.44272804260254	40	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms0883	7289574443915389037	37	105	193	546	1508	300	عثمان في----- مسجد النبي في ربيع الاول وكان ينقل الجص من بطن نخل وبناه ب-------------------------------------الحجارة المنقوشة وجعل عمده من حجارة فيها رصاص وسقفه ساجا و--جعل طوله ستين وماءة ذراع وعرضه خمسين وماءة ذراع وجعل ابوابه---- علي ما كانت ايام------- عمر ستة ابواب ذكر اتمام عثمان الصلاة بجمع واول ما تكلم الناس فيه حج بالناس هذه السنة عثمان--------------------- وضرب فسطاطه بمني و------كان اول فسطاط ضربه عثمان بمني واتم الصلاة	883	5274941812924222394	JK001330-ara1.completed.ms0065	8646121275074164200	223	294	1116	1477	1505	300	عثمان بن عفان مسجد النبي صلي الله عليه وسلم--------------------- وبناه بالقصة وهي الكلس كان يءتي به من نخلة والحجارة المنقوشة وجعل عمده--- حجارة مرصعة---- وسقفه بالساج وجعل طوله ستين وماءة ذراع وعرضه خمسين وماءة ذراع وجعل ابوابه ستة علي ما كانت عليه في زمن عمر بن الخطاب رضي الله عنه وفيها-------------------------------- حج بالناس---------- عثمان بن عفان رضي الله عنه وضرب ل----ه بمني فسطاط فكان اول فسطاط ضربه عثمان بمني واتم الصلاة	65	-3989277145859078998	222	299.5	175	435	51.034481048583984	33	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1009	-4434787571837951455	6	214	31	1052	1468	300	جاء بالحق وامات الباطل وكب الظالمين ايها الناس انا بايعنا خير من نعلم بعد نبينا------------------- فقوموا ايها الناس فبايعوه علي كتاب الله وسنة رسوله------------------- فان نحن لم نعمل لكم بذلك فلا بيعة لنا عليكم فقام الناس فبايعوا واستقامت له مصر وبعث عليها عماله الا قرية منها يقا------ل لها خربتا فيها -ناس قد اعظموا قتل عثمان عليهم رجل من بني كنانة ثم من بني مدلج اسم---ه يزيد بن الحارث -----------فبعث الي قيس يدعو ال-----------------------------------------------------------------------------------------------------------------------------------------ي الطلب بدم عثمان وكان مسلمة بن مخلد قد اظهر الطلب ايضا بدم عثمان فارسل اليه قيس------- ويحك اعلي تثب فوالله ما احب ان لي-------- ملك الشام الي مصر واني قتلتك فبعث اليه مسلمة----- اني كاف عنك ما دمت وانت والي مصر وبعث قيس وكان حازما الي اهل خر----------------بتا اني لا اكرهكم علي البيعة واني كاف عنكم فهادنهم و-------------------------------جبي الخراج ليس احد ينازعه------------- وخرج امير المءمنين الي----- الجمل ورجع وهو ب-----------مكانه فكان---- اثقل خلق الله علي معاوية---------------------------- مخافة ان يقب-----ل علي في اهل-------- العراق وقيس في --------اهل مصر فيقع------- بينهما معاوية---- فكتب معاوية الي قيس----------------------------------------------- سلام عليك اما بعد فانك--------م نقمتم علي عثمان-------------------- ضربة بسوط------ او شتيمة رجل او تسيير اخر و---------استعمال فتي و--قد علمتم ان دمه لا يحل ------لكم فقد ركبتم عظيما--------- وجءتم امرا ادا فتب الي الله يا قيس -------فانك -من المجليين علي---- عثمان	1009	5274941812924222394	JK001330-ara1.completed.ms0076	7947899146155454062	7	289	34	1394	1448	300	جاء -الحق وزهق- الباطل و---------------------------بايعنا خير من نعلم بعد نبينا صلي الله عليه وسلم فقوموا----------- فبايعوا علي كتاب الله وسنة رسوله صلي الله عليه وسلم فان نحن لم نعمل---- بذلك فلا بيعة لنا عليكم فقام الناس وبايعوا واستقامت--- مصر وبعث عليها عماله الا قرية من قري مصر يقال لها خربتا فيها اناس قد اعظموا قتل عثمان وبها -رجل من---- كنانة من ---بني مدلج يقال له يزيد بن الحارث بن مدلج فارسلوه الي قيس بن سعد انا لا نقاتلك فابعث عمالك فالارض ارضك ولكن اقرنا علي حالنا حتي ننظر ما يصير اليه امر الناس ووثب مسلمة بن مخلد الانصاري فنعي عثمان ودعا الي الطلب بدمه ف-----------------------------------------------------ارسل اليه قيس بن سعد ويحك -علي تثب فوالله ما احب ان لي ملك مصر الي الشام و--------اني قتلتك فبعث اليه مسلمة يقول اني كاف عنك ما دم-----ت والي مصر وكان قيس بن سعد له راي وحزم فبعث الي الذين بخربتا اني لا اكرهكم علي البيعة واكف---- عنكم فهادنهم وهادن مسلمة ابن مخلد واقام قيس يجبي الخراج ولا---- ينازعه احد من الناس وخرج امير المءمنين الي وقعة الجمل ورجع الي الكوفة وقيس مكانه فكان قيس اثقل خلق الله علي معاوية بن ابي سفيان لقربه من الشام مخافة ان يقفل عليه علي بن ابي طالب من العراق ويقبل اليه قيس باهل مصر فيقع معاوية بينهما فاخذ يخدعه فكتب معاوية الي قيس من معاوية بن ابي سفيان الي قيس بن سعد بن عبادة سلام عليك اما بعد فانكم ان كنتم نقمتم علي عثمان في امور رايتموها او ضربة -سوط ضربها او شت-مة شتمها او في سير سيره او في استعماله الفء فقد علمتم ان دمه لم يكن حلالا لكم فقد ركبتم عظيما من الامر وجءتم شيءا ادا فتب الي الله يا قيس بن سعد فانك ممن ا----عان علي قتل عثمان	76	-3989277145859078998	768	1108.0	602	1496	51.33689880371094	124	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1009	-4434787571837951455	217	298	1068	1462	1468	300	استيقنا انه الذي اغري به الناس وحملهم--------- حتي قتلوه وانه لم يسلم من دمه عظم قومك فان استطعت يا قيس ان تكون ممن يطالب بدم عثمان فافعل وتابع----نا علي ------امرنا ولك سلطان العراقيين اذا ظهرت ما بقيت ولمن احببت من اهلك سلطان الحجاز ما دام لي سلطان وسلني ---------ما شءت فاني اعطيك-------------------- واكتب الي برايك-------------------------- فلما جاءه الكتاب------- احب---- ان يدافعه ولا يبدي له امره ولا يتعجل الي حربه فكتب اليه اما بعد فقد -------------فهمت ما ذكرته من قتلة عثم---------------ان فذلك	1009	5274941812924222394	JK001330-ara1.completed.ms0077	2768586107714518777	0	96	1	464	1521	300	--تيقنا انه الذي اغري به------ وحملهم علي قتله حتي قتلوه وانه لم يسلم من دمه عظم قومك فان استطعت------- ان تكون ممن يط-لب بدم عثمان فافعل فان بايعتنا علي هذا الامر-- فلك سلطان العراقين------------------ ولمن شءت --من اهلك سلطان الحجاز ما دام لي سلطان وسلني غير هذا مما تحب فانك لا تسالني شيءا الا اوتيته واكتب الي برايك فيما كتبت به اليك والسلام فلما جاءه --كتاب معاوية احب قيس ان يدافعه ولا يبدي له امره ولا يتعجل---- حربه فكتب اليه اما بعد فقد بلغني كتابك وفهمت ما ذكرت فيه فاما ما ذكرت من امر عثمان فذلك	77	-3989277145859078998	319	486.0	248	507	62.919132232666016	53	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1010	-2742603809608237043	2	192	14	994	1533	300	ان صاحبي هو الذي اغري به حتي قتلوه وهذا مما لم اطلع عليه وذكرت ان -عظم عشيرتي لم تسلم-- من دم عثمان فاول الناس كان فيه قياما عشيرتي و----------------اما -------------------------ما عرضته من متابعتك فهذا امر لي فيه نظر وفكرة وليس هذا مما يس-رع اليه وانا كاف عنك وليس ياتي-ك من قبلي شء---- تكرهه حتي تري ونري ان شاء الله تعال---ي فلما قرا------ معاوية كتابه راه مقاربا مباعدا----------------------------- فكتب اليه------ اما بعد فقد قرات كتابك فلم ارك تدنو فاعدك سليما ولا متباع---دا فاعدك حربا وليس مثلي يصانع المخادع وينخدع للمكايد ومعه عدد الرجال وبيده اعنة الخي------------------ل والسلام فلما راي قيس كتابه وراي انه لا يفيد معه المدافعة والمماطلة اظهر له ما في نفسه فكتب اليه اما بعد فالعجب من اغترارك بي---------- وطمعك في واستسقاطك اياي اسومني الخروج عن طاعة اولي الناس بالاما-----------------رة واقولهم بالحق واهداهم سبيلا واقربهم -من رسول الله وسي--------------لة وتامرني بالدخول في طاعتك كطاعة ابعد الناس من هذا الامر واقولهم بالزور واضلهم سبيلا وابعدهم من رسول الله وسي-------لة ولد ضالين مضلين طاغوت من طواغيت ابليس واما قولك اني مالء عليك مصر خيلا ورجالا فوالله ان لم اشغلك بنفسك حتي تكون اهم اليك انك لذو جد والسلام فلما راي معاوية	1010	5274941812924222394	JK001330-ara1.completed.ms0077	2768586107714518777	104	292	501	1491	1521	300	ان صاحب--------ي اغري الناس بعثمان فهذا امر لم اطلع عليه وذكرت ان معظم عشيرتي لم يسلموا من دم عثمان فاول الناس ----فيه قياما عشيرتي ولهم اسوة غيرهم واما ما ذكرت من مبايعتي اياك وما عرضت علي ف----------------لي فيه نظر وفكرة وليس هذا مما يسارع اليه وانا كاف عنك ولن يبدو لك من قبلي شء مما-------------------------- تكره -والسلام فلما قرا كتابه معاوية لم يره ال------ا مباعدا مفارقا فلم يامن مكره ومكيدته فكتب اليه ثانيا اما بعد فقد قرات كتابك فلم ارك تدنو فاعدك سل-ما ولم ارك مباعدا فاعدك حربا وليس مثلي من يخدع------------------------------------- وبيده اعنة الخيل ومعه اعداد الرجال والسلام فلما قرا قيس كتابه وراي انه لا يقبل منه المدافعة والمماطلة اظهر له ما في نفسه وكتب اليه اما بعد فالعجب من اغترارك بي يا معاوية وطمعك في ت---------------سومني الخروج عن طاعة اولي الناس بالام-رة واقربهم بالخلافة واقولهم بالحق واهداهم سبيلا واقربهم الي رسو----له وسيلة واوفرهم فضيلة وتامرني بالدخول في طاعتك طا-عة ابعد الناس من هذا الامر واقولهم بالزور واضلهم سبيلا وابعدهم من----- الله ورسوله وسيلة ولد ضالين مضلين طاغوت من طواغيت ابليس واما قولك معك اعنة الخيل واعداد الرجال لتشتغلن------------ بنفسك حتي العدم وقال هشام ولما -----------------راي معاوية	77	-3989277145859078998	707	1115.5	560	1144	61.80070114135742	111	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1072	-5890085293918309332	164	269	807	1328	1480	300	عنده فاخبره خبر اهل مصر وق------------ال ليس لها غيرك فاخرج اليها---- فاني لو لم اوصك اكتفيت برايك واستعن بالله------------ واخلط الشدة باللين وارفق ما كان الرفق ابلغ وتشدد حين لا يغني الا الشدة فخرج الاشتر يتجهز الي مصر واتت معاوية--------------------- عيونه بذلك فعظم عل-----------------------------------------يه وكان قد طمع في مصر فعلم ان الاشتر ان- قدمها كان اشد عليه من محمد بن ابي بكر فبعث معاوية الي المقدم علي ------اهل الخراج --------------بالقلزم وقال له ان الاشت-------------ر قد ولي مصر فان---- كفيتني----ه لم اخذ منك خراجا ما بقيت وب------------------------------قيت فخرج الحابس-ات حتي---- اتي القلزم واقام به وخرج الاشتر من العراق الي- مصر فلما انتهي الي القلزم -استقبله ذلك ------	1072	5274941812924222394	JK001330-ara1.completed.ms0080	8363625922314965494	170	295	833	1463	1485	300	عن-ه فاخبره بحديث محمد وما جري عليه وقال ليس لها غيرك فاخرج رحمك الله فاني ان لم اوصك اكتفيت برايك فاستعن بالله علي ما اهمك واخلط الشدة باللين وارفق ما كان الرفق ----------------------------ابلغ فخرج الاشتر من عند علي واتي رحله وتهيا للخروج الي مصر وكتب عيون معاوية اليه بولاية الاشتر علي مصر فشق عليه وعظم ذلك لديه وكان قد طمع في مصر وعلم ان الاشتر متي قدمها كان اشد عليه------------------- فكتب معاوية الي الخانسيار رجل من اهل الخراج وقيل كان دهقان القلزم يقول--- ان الاشتر واصل الي مصر قد وليها-- فان انت كفيتني اياه لم اخذ منك خراجا ما ب------قيت فاقبل لهلاكه بكل ما تقدر عليه فخرج الخانسيار حتي قدم الي القلزم فاقام به وخرج الاشتر من العراق يريد مصر -------حتي قدم القلزم فاستقبله الخانسيار	80	-3989277145859078998	354	495.0	277	696	50.86206817626953	55	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1075	-8136289679681056826	89	142	456	715	1529	300	-العجلة و-سار عمرو فنزل ادان-ي مصر فاجتمعت اليه العثمانية فاقام بهم وكتب الي محمد بن ابي بك---------ر اما بعد فتنح عني بدمك يا بن ابي بكر فاني لا احب ان يصيبك مني------ ظفر ان الناس بهذه البلاد قد اجتمعوا علي خلافك وهم مسلموك فاخرج منها اني لك من الناصحين وبعث معه كتاب معاوية	1075	5274941812924222394	JK001330-ara1.completed.ms0085	5156852269870133547	0	50	1	252	1530	300	والجماعة فسار عمرو حتي وصل الي مصر واجتمعت----- العثمانية عليه فكتب عمرو الي محمد بن ابي بكر صاحب مصر اما بعد ف-نح عني بدمك-------------- فاني لا احب ان يصيبك مني قلامة ظفر و--الناس بهذه البلاد قد اجتمعوا علي خلافك وهم مسلموك فاخرج منها اني لك من الناصحين و----معه كتاب معاوية	85	-3989277145859078998	203	325.5	160	277	73.28520202636719	33	JK000911-ara1.mARkdown	JK001330-ara1.completed
JK000911-ara1.mARkdown.ms1076	3685436098701452901	0	212	1	1057	1490	300	عمرو بن العاص حتي دخل الفسطاط وخرج معاوية بن حديج في طلب محمد بن ابي بكر فانتهي الي جماعة علي قارعة---- الطريق فسالهم عنه فقال احدهم دخلت------------------------------- تلك الخربة فرايت فيها رجلا-- جالسا فقال ابن ح------ديج هو --------هو فدخلوا عليه فاستخرجوه وقد كاد يموت عطشا واقبلوا به نحو الفسطاط فوثب اخوه عبد الرحمن بن ابي بكر -------الي عمرو بن العاص وكان في جنده وقال اتقتل اخي صبرا------ ابعث الي ------ابن حديج فانهه عنه فبعث اليه يامره ان ياتيه بمحمد فقال قتلتم---------------------------------------------------- كنانة بن بشر واخلي انا محمدا اكفاركم خير من اولءكم ام لكم براءة في الزبر هيهات هيهات فقال لهم محمد بن ابي بكر اسقوني ماء فقال له معاوية بن حديج لا سقاني الله ان سقيتك قطرة ابدا انكم منعتم عثمان شرب الماء وال---------------------------------------------له لاقتلنك حتي يسقي----------ك الله من الحميم والغساق فقال له محمد يا ب-------ن اليهودي--------ة ليس ذلك اليك انما ذلك الي الله يسقي اولياءه ويظمء اعداءه انت وامثالك اما والله لو كان سيفي بيدي ما بلغتم مني هذا ثم قال له------- اتدري ما اصنع بك ادخلك--- جوف حمار ثم احرقه عليك بالنار فقال محمد ان فعلت بي ذلك فلطالما فعلتم ذلك باولياء الله واني لارجو ان يجعلها عليك وعلي اولياءك ومعاوية وعمرو نارا تلظي كلما خبت زادها الله سعيرا فغضب منه وقتله ثم القاه في جيفة حمار ثم اح---رقه بالنار	1076	5274941812924222394	JK001330-ara1.completed.ms0086	6577969173989827492	10	213	49	1079	1525	300	عمرو بن العاص و---دخل الفسطاط وخرج معاوية بن حديج في طلب محمد بن ابي بكر فسال قوما من العلوج وكانوا علي الطريق فقال هل رايتم رجلا من صفته كذا وكذا فقال واحد منهم قد دخل تلك الخربة فدخلوها فاذا برجل جالس- فقال معاوية بن حديج هو ورب الكعبة فدخلوها و----استخرجوه وقد كاد يموت عطشا فاقبلوا به علي الفسطاط ووثب اخوه عبد الرحمن بن ابي بكر الصديق الي عمرو بن العاص وكان في جنده فقال ايقتل اخي صبرا فارسل عمرو الي معاوية بن حديج-------------------- يامره ان ياتيه بمحمد بن ابي بكر كرامة لاخيه عبد الرحمن بن ابي بكر فقال معاوية ايقتل كنانة بن بشر واخلي انا محمدا هي--------------------------------------------هات هيهات فقال---- محمد----------- اسقوني ماء فقال--- معاوية بن حديج لا سقاني الله ان سقيتك قطرة----- انكم منعتم عثمان---- الماء ثم قتلتموه صاءما فتلقاه الله بالرحيق المختوم والله لاقتلنك يابن ابي بكر فليسقك الله من الجحيم-------- فقال--- محمد لمعاوية يابن اليهودية النساجة ليس ذلك الي--------------------------------------------------------ك اما والله لو كان سيفي بيدي ما بلغتم ب-ي هذا --فقال له معاوية اتدري ما اصنع بك ادخلك في جوف حمار ثم احرقه عليك بالنار -قال محمد ان فعلت--م ذلك -لطالما فعلتموه-- باولياء الله تعالي ثم طال الكلام بينهما حتي اخذ معاوية محمدا --------------------------------------------------------ثم القاه في جيفة حمار ميت ثم حرقه بالنار	86	-3989277145859078998	660	989.0	518	1261	52.339412689208984	103	JK000911-ara1.mARkdown	JK001330-ara1.completed
