begin	begin2	end	end2	gid	gid2	id	id2	matches	s1	s2	seq	seq2	uid	uid2	bw1	ew1	bw2	ew2	ch_match	align_len	matches_percent	w_match	series_b1	series_b2
836	800	1022	963	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms001	Shamela19Y0145334-ara1.ms1825	121	فاقام ب---ه---- ثمانية ايام وخرج اليه اهل بيته و-وجو-ه --اهل بغداد فسلموا عليه فلما كان يوم السبت الاخر دخل الي بغداد وكان قد كتب الي طاهر بن الحسين وكان بالرقة ان يوافيه بالنهروان فقدم طاهر ودخل	واقام بالنهروان ثلا-ثة ايام فخرج اليه اهل بيته والقواد ووجوه الناس فسلموا عليه --------دخول ال---ما-مون --------بغداد وكان قد كتب الي طاهر--- -------و-هو بالرقة --ليوافيه بالنهروان فاتاه بها ودخل	1	1825	-5736703214634862874	-2301858625530295163	37	37	547229	547229	93	197	61.42131805419922	17	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
664	962	718	1016	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms001	Shamela19Y0145334-ara1.ms1825	47	ب-قيت من--- صفر سنة اربع وماءتين وكان لباسه ولباس اصحابه	بغداد منتصف صفر سنة اربع وماءتين و----لباسه ولباس اصحابه	1	1825	-5736703214634862874	-2301858625530295163	11	11	547210	547210	37	58	81.03448486328125	8	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
1076	622	1170	735	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms002	Shamela19Y0145334-ara1.ms1077	64	ب- اب-ن -لاسحا-ق ----بن موسي ال--هادي- يوم السبت لليلة بقيت من شهر ربيع الاول ---بابيه و--هو الذي كان ابرا--هيم-	بن حبيب علي حاله الي ان مات بالمنصورية يوم السبت لليلة بقيت من شهر ربيع الاخر سنة احدي واربعماءة وكان رجلا حليما	2	1077	-6485375755969582356	-1306641781558659991	319	319	322822	322822	48	113	56.637168884277344	8	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
178	752	336	934	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms004	Shamela19Y0145334-ara1.ms3093	98	ي ال-فضل بن- --محمد ا-لعلوي قا-ل -لما -قدم--- المامون تلقاه عبد الله بن ال-عب--اس ا----بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب فقال -جعل الله قدومك يا امير-- الم----ءمني---ن م	ي الاخرة سنة سبع وثلاثين وستماءة محمد بن منير الطالبي -محمد -بن منير بن علي بن ابراهيم بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب -كان بمصر محمد بن م-نير القرشي محمد بن منير بن م	4	3093	2670903911661929215	6169992113906999564	932	933	927639	927639	69	186	52.68817138671875	14	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
1024	937	1183	1147	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms005	Shamela19Y0145334-ara1.ms1498	93	من --ر--بيع الاول سنة اربع وماءتين و---------دخل- بغد----ا-د -------من --باب ---خراسان وا----لحربة بين يديه --في يد محمد بن العباس بن ----المسيب بن --زهير --وكا--ن خليفة لابيه علي الح--ربة والعبا--س بن المسي-ب	من شهر ربيع الاول سنة اربع وثلاثين واربعماءة وولي بعده نقابة الطالبيين وقضاء دمشق اخوه لامه الشريف ابو تراب محسن بن محمد بن العباس بن ابي الجن وذكر الشريف ابو الغناءم عبد الله -بن الحسن بن محمد النسابة الحسيني	5	1498	503743211482604933	-7831786688556683001	1232	1232	449140	449140	65	211	44.075828552246094	9	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
213	11	481	278	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms006	Shamela19Y0145334-ara1.ms0127	138	اليه ----قبل ا-ن يس-لم عليه بالخلافة فقال ا---تدري- -لم -صل--يت -ي-ا -فضل فقال --لا يا امير المءمنين قال شكرا لله اذ رزقني العفو عنك قد كلمني ابو الطيب فيك وقد عفوت عنك قال فقال الفضل فلي حاجة يا امير المءمنين -قال -ما ---هي قال الر-ضاء -قال اجل لا -يكو-ن العفو -الا مع -الرضاء -قال ---اخر-ي- يا امير ال	انفه فما لبث الا يسيرا حتي- حرك راسه فقال الرشيد يا ابن بهلة يا سيدي وفرح فقال مهلا يا امير المءمنين -ثم -عاد وشم -م ----ه ذل------ك ---ال--عقا-ر فعط-س ----و----فتح ع--ينيه فقال ا--بن ----بهلة يا امير المءمنين ادخل علي قلبه شيءا تسره به فقال الرشيد قد وليتك مصر ما دامت بك حياة فقال وصلك رحيم يا امير ال	6	127	-3065899146689331651	8161405945406190006	1541	1558	37803	37852	91	304	45.394737243652344	13	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
758	230	917	400	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms011	Shamela19Y0145334-ara1.ms1511	86	مد-ين-ة في سن---ة ا---ربع وماءتين عبد الله بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب ع-ند --قدومه بغداد فل-ما حضر ال---موسم كتب ال--يه -با-لولا-ية علي -الموسم- وان --ي-قيم الح	مد بن موسي بن عبد الله بن موسي بن عبد الله بن الحسن بن----- ال--حسن ---ب----ن علي بن ابي طالب عليه السلام الشريف الامير عز الدين ابو ابن الشريف الامير ابي مهدي وابي نمي ابن ابي سعد الح	11	1511	-3647380128837155822	7052937060836838467	3032	3032	453037	453037	61	184	46.739131927490234	10	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
756	1096	924	1274	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms011	Shamela19Y0145334-ara1.ms2620	85	المد-ينة في سن----ة ا---رب--ع-- -وماءتي---ن عبد الله بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب ع-ند -قدومه بغداد فلما حضر ال--مو-سم ----كتب- اليه بالولاية علي الموسم --وان- ---يقي-م ال-حج بالنا	احمد بن علي بن عبيد الله بن عمر بن ادريس بن عبد الله بن الحسن ب-------------ن --ع--------لي بن ابي طالب عليه السلام الشريف ابو عبد الله وابو جعفر ابن ابي- محمد ابن ابي القاسم الحسني الادريسي المصري الفا	11	2620	-3647380128837155822	-8139874707764496176	3033	3033	785737	785737	60	202	42.07920837402344	7	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
782	820	846	891	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms011	Shamela19Y0145334-ara1.ms3093	60	ن ع---بد ا-لله-- بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب -عن	ن علي بن ابراهيم بن الحسن بن عبيد الله بن العباس بن علي بن ابي طالب كان	11	3093	-3647380128837155822	6169992113906999564	3015	3015	927616	927616	45	71	84.50704193115234	13	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
774	445	852	546	3183935722805360797	8581614112480461348	Shamela0005880-ara1.completed.ms014	Shamela19Y0145334-ara1.ms0439	60	قا-ل- فانا نقول ---لا اله الا الله و-----ان محمدا رسول الله صل--ي--- ال--له عل---يه وسل-م- و-اذكروا	واسلمت انا اشهد ان لا اله الا الله واشهد ان محمدا رسول الله فلم يقبل القاضي المالكي اسلامه وقال انا	14	439	8588250625697370294	7713830107361665921	3917	3917	131421	131421	44	101	59.405941009521484	7	Shamela0005880-ara1.completed	Shamela19Y0145334-ara1
