id,series1,series2,text1,text2
0,LMN20200820,GVDB20200120,محكم الدلاص، التي كأنها ومضان برق، أو\n~~شعاع شموس، وتجديد المرهفات التي قد\n~~جفت لحاظها الأجفان، وجرت فكالمياه،\n~~واضطرمت فكالنيران، وتفويق السهام التي\n~~غدت قسيها من إتعابنا لها ئتن، واعتقال\n~~السمهرية التي تقرع الأعداء سنها ندما كلما\n~~قرعت هي السن إلى غير ذلك من كل غارة\n~~شعواء، تسيء للكفار الصباح، وتصدم\n~~كالجبال، وتسير كالرياح، ومنازلات كم\n~~استلبت من موجود، وكم استنجدت ,محكم الدلاص التي كأمها ومضات برق أو شعاع شموس ؛ وتجريد المرهفات التي قد جفت لحاظها ms089 الأجفان، وجرت نکالمياه، واضطربت ۷ فكالغدران، وتفويق السهام التي غدت قسيها من اتعابنا لها تئن، واعتقال السمهرية التي تقرع الأعداء سنها ندما كلما قرعت هي السن ؛ إلى غير ذلك من كل غارة شعواء تسيء للكفار الصباح، وتصدم كالجبال، وتسير " كالرياح ؛ ومنازلات کم استلبت من موجود، وكم استنجزت 
1,LMN20200820,GVDB20200120,ودعا إلى طاعته فأجاب من كان منجدا\n~~ومتهما، وما بدت يد في المكرمات إلا كان لها\n~~زندا ومعصما، ولا استباح بسيفه حمى وغى\n~~إلا أضرمه نارا، وأجراه دما.\n# ولما كانت هذه المناقب الشريفة مختصة بالمقام\n~~العالي، المولوي، السلطاني، الملكي،\n~~الظاهري، الركني ‐ شرفه الله، وأعلاه ‐ ذكر\n~~في الديوان العزيز، النبوي، الإمامي،\n~~المستنصري، ‐ أعز الله سلطانه ‐ تنويها ,ودعا إلى طاعته فأجاب من كان منجدة ومتهما، وما بدت يد من المكرمات إلا كان لها زندأ ومعصمة، ولا استباح حمي وغي إلا أضرمه نارة وأجراه دما. \n# ولما كانت هذه المناقب الشريفة مختصة بالمقام العالي المولوي السلطاني الملكي الظاهري الركني ‐ شرفه الله واعلاه ! ‐ ذكره الديوان العزيز النبوي الإمامي المستنصري ‐ أعز الله سلطانه ! ‐ تنويها 
2,LMN20200820,GVDB20200120,ولو رأيت كنائسك وصلبانها وقد كسرت،\n~~وصحفها من الأناجيل المزورة وفد نشرت،\n~~وقبور البطارقة وقد بعثرت. ولو رأيت عدوك\n~~المسلم وقد داس مكان القداس، والمذبح وقد\n~~ذبح فيه الراهب والقسيس والشماس،\n~~والبطارقة وقد دهموا بطارقة، وأبناء المملكة\n~~وقد دخلوا في المملكة. ولو شاهدت النيران\n~~وهي في قصورك تحترق، والقتلى منكم بنار\n~~الدنيا قبل نار الآخرة تحترق، وقصورك\n~~وأحوالها قد ,ولو رأيت كنائسك وصلبانها قد كسرت ونشرتی وصحتفها من الأناجيل المزورة وقد نشرت، وقبور البطارية وقد بعثرته ؛ ولو رأيت عدوك المسلم، وقد داس مكان القداس والمذبح، وقد ذبح فيه الراهب والقسيس والشماس ؛ والبطارقة وقد دعموا بطارقة، وأبناء المملكة وقد دخلوا في المملكة ؛ ولو شاهدت النيران وهي في قصورك تخترق، والقتلى بنار الدنيا قبل نار الآخرة تحترق ؛ وقصورك وأحوالها قد 
3,LMN20200820,GVDB20200120,شهد القاضي جمال الدين،\n~~نائب الحكم بمصر، والفقيه علم الدين بن\n~~رشيق المفتي، والقاضي صدر الدين موهوب\n~~الجزري، ونجيب الدين الحراني، وسديد\n~~الدين التزمنتي، نائب الحكم بالقاهرة ms09،\n~~بالاستفاضة أنه الإمام أحمد، وأدوها عند\n~~قاضي القضاة تاج الدين بن بنت الأعز، فعند\n~~ذلك أسجل على نفسه بالثبوت، وانتصب\n~~قائما، وأعلن بثبوته عنده، فعند ذلك لقب\n~~بالمستنصر بالله، وبايعه السلطان على كتاب الله\n~~تعالى، وسنة رسول الله، صلى الله عليه وسلم، وعلى الأمر\n~~بالمعروف والنهي عن المنكر، والجهاد في سبيل\n~~الله، وأخذ أموال الله بحقها، وصرفها في\n~~مستحقها. وبعد ذلك قلد الخليفة السلطان\n~~أمور البلاد ,وهم : القاضي جمال الدين يحيى، نائب الحكم العزيز بمصر المحروسة، والفقيه علم الدين ابن رشيق، والقاضي صدر الدين موهوب الجزري، ونجيب الدين الحراني، وسديد الدين التزمنتي، نائب الحكم بالقاهرة ‐ أنه الإمام أحمد بن الإمام بن الظاهر بن الإمام الناصر، وشهدوا عند قاضي القضاة تاج الدين عبد الوهاب بن الأعز خلف بذلك، فأسجل على نفسه بالثبوت ؛ وقام قاضي القضاة في ذلك المحفل قائمة على قدميه، واشهد على نفسه بالثبوت بحضور السلطان ؛ وسمي بالإمام المستنصر بالله، اسم أخيه ‐ رحمه الله تعالى ! ‐ وبايعه مولانا السلطان على كتاب الله، وسنة رسول الله ‐ صلى الله عليه وسلم ! ‐ وعلى الأمر بالمعروف، والنهي عن المنكر، والجهاد في سبيل الله، وأخذ أموال الله بحقها، وصرفها في مستحقها. وبعد ذلك قلد مولانا الخليفة مولانا السلطان البلاد 
4,LMN20200820,GVDB20200120,حاملا ms11، وخلص نفسك من التبعات اليوم،\n~~ففي غد تكون مسؤولا لا سائلا، ودع الاغترار\n~~بأمر الدنيا، فما نال أحد منها طائلا، وما رآها\n~~أحد بعين الحق إلا رآها ظلا ,حاملا، وخلص نفسك من التبعات اليوم، ففي غد تكون مسؤولا لا سائلا، ودع الاغترار بأمر الدنيا فما نال أحد منها طائلا وما رآها أحد بعين الحق إلا رآها خيالا 
5,LMN20200820,GVDB20200120,وهذا السلطان الملك الظاهر السيد الأجل\n~~العالم العادل المجاهد المؤيد، ركن الدنيا\n~~والدين، قد قام بنصر الإمامة، عند قلة\n~~الأنصار، وشرد جيوش الكفر بعد أن جاسوا\n~~خلال الديار، فأصبحت البيعة باهتمامه منتظمة\n~~العقود، والدولة العباسية متكاثرة الجنود،\n~~فبادروا، عباد الله إلى شكر هذه النعم،\n~~واخلصوا نياتكم تنصروا، وقاتلوا أولياء\n~~الشيطان تظفروا، ولا يروعنكم ما جرى\n~~فالحرب سجال، والعاقبة للمتقين، والدهر\n~~يومان، والأجر للمؤمنين.\n# جمع الله على التقوى أمركم، وأعز بالإيمان\n~~نصركم، واستغفر الله العظيم لي ولكم ولسائر\n~~المسلمين، فاستغفروه، إنه هو الغفور\n~~الرحيم.\n,وهذا السلطان الملك الظاهر، السيد، الأجل، العالم، العادل، المجاهد، المرابط 4، رکن الدنيا والدين قد قام بنصره الإمامة عند قلة انصار، وشرد جيوش الكفر بعد أن جاسوأ خلال الديار، فأصبحت البيعة باهتمامها منظمة العقود، والدولة العباسية به متكاثرة الجنود، فبادروا عباد الله إلى شكر هذه النعمة، وأخلصوا نياتكم تنصروا، وقاتلوا أولياء الشيطان تظفر وا، ولا يرو عنكم. جرى، فالحرب سجال، والعاقبة للمتقين، والدهر يومان، والآخر للمؤمنين. \n# جمع الله على التقوى أمركم، وأعز بالإيمان نصركم، واستغفر الله العظيم لي ولكم، ولسائر المسلمين ؛ فاستغفروه انه هو الغفور الرحيم ». 
6,LMN20200820,GVDB20200120,ونشهد أن لا إله إلا الله وحده لا\n~~شريك له، شهادة شاهدة بإخلاص ما لها من\n~~سر وعلانية. ونشهد أن محمدا عبده ورسوله،\n~~الذي شيد به الدين، وثبت مبانيه، صلى الله\n~~عليه وعلى آله وصحبه، صلاة لا ,ونشهد أن لا إله إلا الله، وحده، لا شريك له شهادة عبد كثر الله عدده وعدده، وأحمد أمسه ويومه ويحمد ‐ إن شاء الله ‐ غده ؛ ونصلي على سيدنا محمد الذي أطلع الله به نجم الهدى، وألبس المشركين به أردية الردي، وأوضح به مناهج الدين وكانت وطرائق قد دا " ‐ صلى الله عليه وعلى آله وصحبه، صلاة لا 
7,LMN20200820,GVDB20200120,عن أحواله، ففي يوم القيامة\n~~تكون عنه مسؤولا، وبما اجترم مطلوبا، ولا\n~~تول منهم إلا من تكون مساعيه حسنات لك لا\n~~ذنوبا، وأمرهم بالأناة في الأمور والرفق،\n~~ومخالفة الهوى إذا ظهرت أدلة الحق، وأن\n~~يقابلوا الضعفاء في حوائجهم بالثغر الباسم،\n~~والوجه الطلق، وأن لا يعاملوا أحدا على\n~~الإحسان والإساءة إلا بما يستحق، وأن يكونوا\n~~لمن تحت أيديهم من الرعية إخوانا، وأن\n~~يوسعوهم برا وإحسانا، وأن لا يستحلوا\n,عن أحواله، ففي يوم القيامة تكون عنه مسؤولا، وبما أجرم' مطلوبة، ولا تول منهم ms032 إلا من تكون مساعيه حسنات لك لا ذنوبا، وأمرهم بالأناة في الأمور والرفق، ومخالفة الهوى إذا ظهرت أدلة الحق ؛ وأن يقابلوا الضعفاء في حوائجهم بالثغر الباسم، والوجه الطلق، وأن لا يعاملوا أحدة على الإحسان، والاباءة، الا بما يستحق ؛ وأن يكونوا لمن تحت أيديهم من الرعية ؟ إخوانا، وأن يوسعوهم برا وإحسانا، وأن لا يستحلوا 
8,LMN20200820,GVDB20200120,هذا\n~~السوط وكيف رحلنا عنك، لكن رحيل من \n~~يعود، وأخرناك وما تأخيرك إلا لاجل\n~~معدود، وكيف فارقنا بلادك وما بقيت فيها\n~~ماشية إلا وهي بين أيدينا ماشية ولا جارية إلا\n~~وهي في ملكنا جارية، ولا سارية إلا وهي\n~~ين أيدي المعاول سارية، ولا زرع إلا وهو\n~~محصود، ولا موجود لك إلا وهو منك مفقود،\n~~وما منعت تلك المغائر التي هي في رؤوس تلك\n~~الجبال الشاهقة، ولا تلك الأودية التي هي في\n~~التخوم مخترقة، والعقول خارقة، وكيف سقنا\n,هذا الصوت ». وكيف رحلنا عنلكا [ لكن ] رحيل من يعود، وأخرناك وما كان تأخيرك إلا إلى أجل معدود؛ وكيف فارقنا بلادك وما بقيت فيها ماشية إلا وهي لدينا ماشية، ولا جارية إلا وهي في ملكنا جارية، ولا سارية إلا وهي بين أيدي المعاول سارية ؛ ولا زرع إلا وهو محصود، ولا موجود لك إلا وهو منك مفقود ؛ وما منعت تلك المغائر التي في رؤوس الجبال الشاهقة، ولا تلك الأودية التي هي في التخومه مخترقة، وللعقول خارقة ؛ وكيف سقنا 
9,LMN20200820,GVDB20200120,الموت، رددناهم، وقلنا نحن الساعة لكم\n~~نحاصر، وهذا هو الأول في الأنذار والآخر\n# فرجعوا مشتبهين بفعلك، ومعتقدين أنك\n~~تنجدهم بخيلك ورجلك، ففي بعض ساعة\n~~مر شأن المرشان، وداخل الرهب الرهبان،\n~~ولان للبلاء القصطلان، وجاءهم الموت من\n~~كل مكان و فتحناها بالسيف في الساعة\n~~الرابعة من يوم السبت، رابع شهر رمضان\n~~المعظم، وقتلنا كل من اخترته لحفظها،\n~~والمحاماة عنها، وما كان أحد منهم إلا وعنده\n~~شيء من الدنيا، فما بقي أحد منا إلا وعنده شيء\n~~منهم ومنها. فلو رأيت خيالتك وهم صرعى\n~~تحت أرجل الخيول، وديارك والنهابة فيها\n~~تصول، والكسابة فيها تجول، وأموالك وهي\n~~توزن بالقنطار، وداماتك في كل  أربع منها\n~~تباع، فتشتري من مالك بدينار.\n,الموت، رددناهم وقلنا : «نحن الساعة لكم نحاصر، وهذا هو الأول في الإنذار والآخر». فرجعوا متشبهين بفعلك، ومعتقدين أنك تدركهم بخيلك ورجلك ؛ ففي بعض ساعة مر شان المرشان، وداخل الرعب الرهبان، ولان البلاء القسطلان، وجاءهم الموت من كل مكان. وفتحناها بالسيف في الساعة الرابعة من يوم السبت رابع شهر رمضان ؛ وقتلنا كل من اخترته الحفظها، والمحاماة عنها ؛ وما كان أحد منهم إلا وعنده شيء من الدنيا، فما بقي أحد منا إلا وعنده شيء منهم ومنها ؛ فلو رأيت خيالتك وهم به صرعی تحت أرجل الخيل، ودیارك والنهاية فيها تصول، والكسابة فيها تجول، وأموالا وهي توزن بالقنطار، وداماتك ؟ فكل أربع منهن تباع، فتشترى من مالك بدينار 
